group,ph,temperature,activity
2,9,20,0.0237
3,9,30,0.0415
4,5,30,0.0372
7,9,20,0.0332
4,5,20,0.0547
10,7,40,0.0427
4,7,30,0.0434
2,7,20,0.0495
9,7,20,
5,5,20,0.0478
3,7,30,0.0462
6,5,30,0.0392
1,5,40,0.0335
6,5,20,0.0559
7,9,20,0.0287
10,7,30,0.0442
10,7,30,0.0522
4,7,20,0.0456
9,7,30,0.0513
8,5,30,0.0381
5,9,20,0.0308
3,5,30,0.0444
3,7,40,0.0436
9,9,30,0.0377
4,5,30,0.0386
8,9,20,0.0317
9,7,20,0.0419
5,7,30,0.0456
1,7,40,
8,7,40,0.0447
7,9,40,0.0592
10,9,30,0.0395
9,9,40,0.0558
7,7,20,0.0461
6,5,20,0.0472
10,9,40,0.0562
6,5,40,0.0338
2,5,20,0.0659
2,7,40,0.0408
5,7,20,0.0425
2,9,20,0.0263
6,7,30,0.0395
5,7,40,0.0464
2,9,40,0.0571
4,9,40,0.0558
4,5,40,0.0353
7,7,40,ERROR
5,5,30,ERROR
10,7,40,
4,5,20,0.0639
9,5,30,0.0379
2,5,40,0.0351
5,7,30,0.0357
1,9,40,0.0671
1,7,40,0.0466
8,9,40,0.0599
8,9,40,-1
4,9,30,0.0466
5,9,20,0.03
2,7,20,0.0413
5,7,30,0.0426
8,7,30,0.0481
6,7,20,0.0401
7,5,30,0.0298
1,7,30,0.0412
10,5,30,0.0292
4,9,30,
10,7,20,
6,5,40,0.0392
1,5,40,0.0335
2,9,30,0.0398
4,7,20,0.0422
7,5,20,
2,9,20,0.0338
5,5,40,0.0323
7,5,20,0.0534
3,9,20,0.0302
10,5,40,0.0278
2,7,30,0.048
2,5,40,0.0284
1,7,40,0.0404
7,7,40,-1
9,5,40,0.0327
6,7,40,0.0436
9,9,20,0.0294
8,9,30,0.0417
4,7,40,0.0446
2,5,30,0.0331
8,5,20,ERROR
1,9,30,0.047
6,9,30,0.0366
8,5,40,0.0315
3,5,20,0.052
7,7,30,0.0478
6,7,20,0.0449
5,9,20,-1
7,5,40,0.029
6,5,20,0.0479
10,7,40,0.0404
3,7,30,0.0429
3,5,40,
4,9,20,0.0359
6,7,20,0.0433
10,5,30,0.0409
3,5,30,0.0338
5,7,20,0.043
10,7,30,0.0398
2,5,40,0.0303
3,5,20,ERROR
7,9,30,0.0464
6,9,30,0.0427
3,7,40,0.0393
4,7,20,0.0401
3,9,40,0.0491
8,5,20,0.0441
1,5,20,0.0535
7,5,40,-1
10,7,20,
3,5,40,0.0357
7,5,30,0.0374
10,9,20,0.0288
8,5,40,0.0312
4,9,30,0.0394
7,7,20,
1,9,20,-1
10,5,40,0.0388
4,9,30,0.0484
8,9,30,0.0379
6,7,20,0.0422
4,9,40,-1
3,9,20,0.0306
8,5,30,0.0321
1,9,30,0.0416
7,5,30,0.0456
9,7,20,ERROR
5,7,30,0.042
2,9,40,0.0601
