group,ph,temperature,activity
7,7,30,0.0453
3,9,40,
5,5,30,ERROR
4,5,40,0.0355
2,9,30,0.0398
5,9,30,0.0384
10,5,30,0.0292
4,5,20,0.0565
2,9,30,0.0423
5,5,30,0.0394
5,5,20,0.0553
2,5,30,0.0303
1,7,20,0.0401
1,5,30,0.0391
9,5,20,0.0625
10,5,20,0.0552
3,7,40,0.0436
2,7,20,ERROR
10,5,40,0.0388
2,7,40,0.0481
7,5,20,-1
2,9,20,0.0297
7,7,20,0.0461
3,5,40,0.0362
3,7,40,0.0425
6,5,20,-1
6,5,40,0.0392
5,7,30,0.0357
7,9,30,0.0421
8,9,30,0.0421
2,7,30,0.047
9,9,20,0.0294
10,7,40,0.0501
5,5,40,0.0337
9,9,30,ERROR
8,9,40,0.0593
6,9,30,0.042
10,9,20,0.0313
8,7,20,0.0413
7,9,40,0.0547
5,9,40,0.057
8,9,30,0.0415
10,9,20,
10,5,40,0.0281
1,5,40,0.0335
10,7,40,0.0427
9,5,30,0.0398
2,7,30,ERROR
4,7,40,0.0446
2,5,20,0.0462
10,5,20,ERROR
7,5,30,0.0298
7,9,20,0.0332
7,9,40,0.0504
9,7,30,-1
9,9,30,0.0422
9,9,30,0.0474
9,5,30,0.0332
1,5,20,0.0468
4,9,30,
1,9,30,0.0504
2,9,30,0.0509
2,7,40,0.0444
4,7,20,0.0434
8,9,40,0.0599
1,5,20,0.0493
5,5,40,0.0345
5,5,20,0.0491
1,7,30,0.0423
3,5,30,0.0338
1,9,30,0.0408
1,7,20,-1
3,7,20,0.0419
7,7,30,0.0478
4,5,30,0.0373
7,7,30,-1
9,7,30,0.0513
1,5,20,0.0605
1,9,20,0.0303
2,5,40,0.034
6,7,40,0.0436
1,5,20,0.0535
8,9,40,0.0632
7,5,20,
4,7,20,0.0401
10,5,40,0.035
8,9,30,0.0417
9,7,40,ERROR
5,7,20,0.048
10,9,40,0.0562
8,7,40,0.0447
6,7,40,0.0425
4,7,40,-1
5,7,20,0.0425
7,9,30,0.0453
4,9,40,0.0571
5,9,40,ERROR
7,5,40,0.0351
2,7,20,0.0413
6,9,30,
9,9,20,0.0352
6,7,30,0.0501
10,7,40,-1
8,5,40,0.0312
1,9,30,0.0455
9,5,30,0.041
6,9,30,0.0461
2,9,20,0.0237
4,9,40,0.0535
10,5,30,0.0409
3,7,30,0.0486
8,9,20,0.0323
4,7,40,0.0526
4,9,30,-1
8,5,20,0.0599
8,9,30,0.0379
10,7,30,0.0371
9,7,30,0.0461
6,9,20,0.0273
1,9,40,0.0589
4,9,20,0.0302
4,5,40,0.0271
7,7,20,0.0519
7,9,20,0.0293
1,9,40,0.0629
6,5,20,0.0479
8,9,20,0.0298
10,7,20,0.0587
9,9,40,0.0558
9,5,20,0.0499
4,9,30,0.0466
1,7,40,0.0466
1,7,30,0.037
7,7,20,ERROR
9,5,40,0.0328
9,5,20,0.0585
6,9,20,0.0303
10,7,30,0.0522
4,5,40,0.0311
8,5,30,0.0384
1,7,30,0.0464
9,7,40,
3,5,20,0.052
8,7,30,0.0481
4,5,20,0.0547
2,7,30,0.048
6,9,40,0.052
4,5,30,0.0377
8,7,40,0.0501
3,9,40,0.0491
1,7,30,0.0412
9,5,30,0.0325
8,7,40,0.0384
8,9,30,0.0402
10,9,20,0.0333
8,5,40,0.0324
7,5,30,0.0423
3,9,20,0.0247
10,9,40,0.0621
3,9,30,0.0379
9,5,30,0.0379
3,7,40,-1
6,7,20,0.0449
10,5,20,0.0581
10,7,20,
10,7,30,0.0398
6,7,40,0.045
6,9,20,0.0232
9,7,20,ERROR
3,9,30,0.0415
1,7,20,0.0462
5,9,40,0.0529
6,7,30,0.0498
1,5,40,0.0335
2,9,30,0.0477
3,9,30,-1
4,9,20,0.0261
6,9,20,-1
3,5,20,0.0574
4,9,20,0.0309
6,9,40,0.0448
8,7,40,
4,5,30,0.0372
8,9,40,-1
10,7,20,0.0448
6,9,40,0.0532
1,7,20,0.0452
10,5,40,
3,5,20,0.0631
1,9,20,-1
1,9,40,0.0534
5,5,40,0.0285
4,5,20,0.0633
8,5,20,ERROR
3,7,20,0.0457
5,5,30,
7,5,20,0.0664
5,7,40,0.0394
9,9,20,0.0254
9,9,40,0.0543
6,5,30,0.0392
5,9,20,0.03
5,7,30,0.0426
7,5,40,0.0349
1,9,20,0.0305
7,5,40,0.036
9,7,20,0.0419
2,5,20,ERROR
7,9,40,0.0592
4,7,20,0.0456
7,7,40,0.0451
8,5,20,0.0635
2,5,30,0.0389
8,9,20,0.0287
5,5,20,0.0478
6,9,30,0.0366
9,9,40,0.0425
2,5,30,0.0408
9,7,20,ERROR
1,7,30,0.05
8,9,20,0.0317
6,9,20,0.0288
2,5,30,0.0331
3,9,30,0.0449
4,9,20,0.0359
6,5,30,0.0373
4,5,20,0.0498
2,5,40,0.0284
3,7,30,0.0525
2,9,40,0.0601
4,5,20,0.0639
6,5,20,0.043
4,5,30,0.0435
10,9,40,ERROR
3,5,40,0.0357
4,5,40,0.0284
10,9,30,0.0389
3,7,40,0.0393
6,5,20,0.0559
5,9,20,0.0231
8,5,30,0.0347
4,7,20,0.0372
10,7,30,0.0442
5,9,20,0.0309
9,9,20,0.0335
2,7,40,0.0521
7,5,30,0.0456
6,7,30,-1
8,7,30,0.0497
1,9,20,0.0267
6,5,30,0.0333
7,9,20,0.0256
2,5,40,0.0303
10,7,40,0.0404
2,9,40,0.065
5,5,40,0.0279
2,9,20,0.0263
2,7,30,0.048
3,5,30,0.0381
8,7,20,0.0463
3,5,20,0.0543
4,7,40,
2,5,40,0.0305
9,9,30,0.0377
9,7,40,0.0473
2,5,20,0.0532
5,7,20,0.0465
5,5,30,0.0401
5,9,40,0.0582
3,9,40,0.0603
1,5,30,-1
2,5,30,0.0368
8,7,30,0.0456
8,9,20,0.0317
4,5,30,0.0386
2,5,20,0.0659
7,5,30,0.0374
1,5,20,ERROR
7,5,30,0.0425
8,9,40,0.0551
2,9,40,0.064
4,7,30,0.0507
3,5,30,0.0334
3,5,20,ERROR
9,9,30,0.0477
10,9,20,0.0288
1,9,30,0.0416
6,7,40,0.0506
6,7,30,0.0395
5,7,40,0.047
1,5,30,0.0401
1,7,20,0.039
9,7,40,0.0461
6,7,20,0.0433
10,7,40,
1,7,40,0.0404
2,9,20,0.0328
7,7,20,0.0411
3,5,40,0.0286
5,9,40,0.0599
