group,ph,temperature,activity
6,7,30,0.0413
7,7,40,0.0451
2,7,30,0.047
10,7,40,0.0427
7,5,30,0.0456
7,5,40,0.036
9,5,20,ERROR
4,7,30,ERROR
9,9,40,0.0501
9,7,30,0.0402
6,5,20,-1
4,5,20,0.0639
1,5,30,0.0391
3,9,30,-1
1,5,30,-1
6,5,40,0.0327
6,7,40,0.0425
6,9,20,0.0303
4,5,30,0.0373
10,5,40,0.0281
1,9,30,0.047
1,9,40,0.0629
8,9,40,0.0632
9,5,30,0.041
3,9,20,0.0285
6,5,30,0.0333
2,9,30,0.0509
9,7,40,0.044
8,7,20,0.0413
10,7,20,
4,5,40,0.0284
7,5,30,0.0425
6,5,20,0.0479
3,9,40,0.0633
3,5,40,0.0362
8,9,30,0.0379
3,9,20,0.0302
8,7,40,0.0434
3,7,40,0.0436
1,5,20,0.0605
8,7,40,
2,7,40,0.0481
5,5,40,0.0279
7,7,20,0.0411
2,7,30,ERROR
6,9,40,0.0532
5,5,40,0.0285
3,5,30,0.0444
4,7,20,0.0434
10,7,20,0.0448
8,5,30,0.0321
5,9,40,ERROR
8,5,30,0.0384
1,9,40,0.0534
4,9,20,0.0359
10,9,30,0.0463
2,9,30,0.0423
10,9,40,0.0562
5,7,20,0.048
1,7,40,0.0458
1,9,30,0.0408
8,5,20,ERROR
1,9,20,-1
1,9,20,0.0307
4,5,30,0.0372
6,7,20,0.0449
1,9,30,0.0416
3,9,20,0.0283
7,5,20,0.0534
8,7,20,0.0463
1,5,40,0.0335
5,9,30,
8,7,20,0.0426
8,9,40,0.0593
6,5,20,0.0559
10,5,20,0.0552
3,7,20,0.0498
7,5,40,0.029
10,5,30,0.0326
2,9,40,0.064
10,9,20,
5,9,40,0.0529
10,9,20,0.0305
3,9,20,0.0306
6,5,20,0.043
2,7,40,0.0444
4,5,20,0.0633
2,5,40,0.034
5,5,20,0.0478
4,9,20,0.0302
8,7,40,0.0447
3,5,20,0.0574
2,5,40,0.0303
9,9,30,ERROR
9,7,40,
10,7,40,0.0404
2,7,40,0.0521
9,5,20,0.0499
5,5,30,0.0394
7,9,30,0.0421
9,9,30,0.0377
7,5,30,0.0374
4,7,40,
7,9,30,0.0453
2,9,40,0.065
8,9,30,0.0421
9,7,40,0.0461
7,5,40,0.0349
2,7,20,0.0478
4,5,40,0.0355
2,9,20,0.0263
8,5,40,0.0315
2,7,30,0.048
1,5,20,0.0535
4,9,40,0.0558
5,5,40,0.0337
5,9,20,-1
6,9,20,0.0273
10,7,30,0.0442
3,7,30,0.044
8,9,20,0.0287
1,7,40,0.0424
6,7,40,0.045
10,7,30,0.0522
8,9,30,0.0402
9,5,40,0.0328
3,9,30,0.0437
3,9,40,0.057
5,9,20,0.0231
5,7,30,0.042
3,7,40,0.0425
7,7,30,
8,7,30,0.0456
6,7,30,-1
8,7,40,0.0501
5,7,30,0.0357
8,5,30,0.0347
8,9,40,-1
9,7,40,ERROR
8,9,40,0.0599
9,7,30,
10,9,20,0.0313
10,9,40,-1
3,5,40,0.0286
4,5,20,0.0565
5,7,30,0.0456
2,9,40,0.0601
9,9,20,0.0254
7,7,40,ERROR
4,7,40,-1
10,9,30,0.0431
2,9,40,0.0571
3,5,20,0.052
3,9,40,
8,7,20,0.0426
5,5,30,0.0401
2,5,20,0.0659
8,9,20,0.0317
6,9,40,0.0503
3,5,40,0.0357
2,5,40,0.0351
1,5,40,0.0308
7,5,40,-1
2,9,30,0.0529
8,5,30,0.0381
4,5,30,0.0386
4,7,20,0.0372
9,9,30,0.0474
4,9,20,0.0356
9,7,20,0.0419
7,7,40,-1
2,7,40,0.0408
3,9,30,0.0449
2,9,20,0.0328
1,7,20,0.0452
3,5,20,0.0631
2,5,20,0.0532
10,5,20,ERROR
7,7,40,0.0395
10,9,20,0.0288
8,9,20,0.0317
10,5,30,0.0362
9,9,40,0.0558
7,9,20,0.0293
5,7,20,0.0425
6,9,20,0.0232
3,9,30,0.0379
2,7,20,0.0413
6,9,40,0.0448
4,5,20,0.0547
4,9,40,-1
4,9,30,0.0394
5,7,20,0.0423
2,7,30,ERROR
2,5,20,0.0462
4,7,30,0.0443
7,7,30,0.0453
4,5,40,0.0311
7,9,20,0.0305
2,5,20,ERROR
9,9,30,0.0422
10,7,20,0.0434
2,9,30,0.0477
1,7,40,
6,7,30,0.0395
2,7,20,0.0516
5,9,40,0.0582
9,5,20,0.0489
2,5,30,0.0368
2,5,30,0.0408
4,5,40,0.0271
1,5,40,0.0335
4,9,20,0.0261
10,5,30,0.0459
10,7,20,
10,7,30,0.0371
5,7,20,0.0465
10,9,30,0.0395
8,5,30,0.0342
6,5,40,0.0338
1,9,20,0.0305
4,7,20,0.0422
1,9,40,0.0504
8,7,30,0.044
10,5,20,0.0547
1,9,20,0.0303
1,7,20,-1
3,7,40,0.0393
7,5,20,-1
8,9,20,0.0323
9,7,30,-1
2,5,30,0.0389
10,7,30,0.0398
6,7,40,0.0436
1,9,40,0.0671
4,7,30,0.0493
5,7,40,0.047
10,5,20,0.0581
5,5,40,0.0345
8,5,20,0.0635
3,5,30,0.0334
2,5,40,0.0305
3,5,40,
7,7,20,0.0461
7,9,30,0.0483
5,7,30,0.0426
1,7,30,0.0423
4,5,30,0.0435
10,9,30,0.0389
6,7,30,0.0498
1,9,30,0.0455
9,7,40,0.0473
9,7,30,0.0513
6,5,20,0.0472
1,9,30,0.0504
7,7,20,0.0519
3,7,20,0.0378
10,5,20,0.062
10,9,40,ERROR
7,5,20,ERROR
9,9,20,0.0293
9,5,40,0.0337
3,9,30,0.0415
3,7,20,0.0419
2,9,30,0.0398
8,7,30,0.0497
9,5,30,0.0398
6,7,40,0.0441
4,9,40,0.0571
5,7,40,0.0504
9,9,20,0.0335
6,5,30,0.0322
2,9,20,0.0237
9,7,20,ERROR
5,5,20,
8,5,20,0.0599
4,7,30,0.0507
5,5,30,
5,9,40,0.0599
7,9,40,0.0592
6,9,30,0.0427
5,9,20,0.0308
5,7,40,0.0538
6,9,30,
1,7,20,0.0462
8,9,20,0.0298
9,5,40,0.0314
4,9,30,0.0466
4,7,20,0.0401
3,7,30,0.0462
5,5,20,0.0563
2,7,20,0.0495
1,7,30,0.0464
1,7,30,0.037
7,7,30,0.0421
10,7,30,0.04
7,7,30,-1
1,5,30,0.0401
8,7,40,0.0384
4,7,40,0.0446
