group,ph,temperature,activity
8,5,40,0.0324
10,7,20,
10,5,40,0.035
1,9,30,0.0504
1,9,20,0.0303
5,5,40,0.0285
7,9,30,0.0453
6,5,20,0.0559
8,7,30,0.0497
1,5,40,0.0308
4,5,20,0.0547
9,5,40,0.0314
10,9,20,0.0288
6,7,20,0.0433
7,7,30,-1
8,5,20,0.0441
7,9,20,0.0305
10,9,20,
1,7,20,0.039
6,7,30,0.0498
9,9,20,0.0254
9,7,20,
5,7,40,0.0504
10,7,40,0.0501
5,7,30,0.0357
1,5,40,0.0335
3,5,30,0.0338
5,5,40,0.0279
2,5,40,0.034
1,9,20,0.0267
1,7,20,0.0452
3,5,40,0.0357
3,5,40,0.0362
7,7,40,ERROR
4,5,40,0.0353
9,9,30,0.0377
5,9,20,0.03
10,9,20,0.0333
10,5,40,0.0281
8,7,30,0.044
6,7,40,0.045
7,5,40,0.036
8,5,40,0.0317
3,9,40,0.0633
3,7,40,0.0418
2,7,20,ERROR
6,7,20,0.0422
2,5,30,0.0408
9,9,20,0.0335
7,5,30,0.0298
7,5,20,
3,9,20,0.0302
7,9,20,0.0332
4,9,20,0.0302
7,9,20,0.0287
7,9,40,0.0592
1,7,40,0.0424
4,5,40,0.0271
7,7,30,0.0478
3,5,40,0.0294
1,9,40,0.0589
2,7,30,0.047
3,9,30,0.0415
10,5,30,0.0459
4,7,40,0.0446
9,7,20,0.0418
3,5,30,0.0334
1,5,40,0.0331
7,7,40,-1
10,9,40,0.0621
9,7,30,0.0513
4,5,20,0.0633
9,9,40,0.0561
2,9,30,0.0477
2,5,20,0.0462
7,9,30,0.0434
7,7,20,ERROR
5,7,40,0.0538
5,9,20,0.0308
8,7,40,0.0434
3,9,40,
3,7,40,0.0393
9,7,30,0.0402
4,9,40,0.0558
4,5,30,0.0373
4,9,30,0.0466
3,5,40,0.0286
7,5,30,0.0425
1,5,30,-1
7,7,30,0.0421
8,7,30,0.0481
8,7,20,0.0423
4,5,30,0.0386
8,5,30,0.0321
3,7,30,0.0525
1,5,20,0.0468
6,5,20,-1
2,9,20,0.0338
5,7,20,0.0423
3,7,30,0.0486
6,9,20,0.0288
9,9,40,0.0425
10,7,30,0.0522
2,5,20,0.0659
7,9,20,0.0293
10,5,20,ERROR
6,5,30,0.0333
9,9,30,0.0422
7,9,40,0.0547
10,9,20,0.0313
1,9,20,-1
10,7,20,0.0448
8,9,40,0.0632
4,5,40,0.0311
3,9,20,0.0285
4,7,30,0.0493
5,5,30,0.0357
2,9,30,0.0529
8,5,20,0.0635
3,7,20,0.0476
10,5,30,0.0362
10,5,20,0.0581
6,5,20,0.0472
4,9,20,0.0356
6,5,20,0.043
8,9,40,-1
3,9,30,0.0437
5,7,20,0.0465
6,9,20,-1
1,7,30,0.0464
1,7,30,0.037
4,9,30,0.0484
5,5,30,
7,9,20,0.0256
8,5,20,0.0599
6,9,40,0.0525
1,9,30,0.047
10,7,20,0.0587
2,7,30,ERROR
3,9,40,0.057
10,9,30,0.0389
5,9,30,0.0384
5,9,20,0.0231
4,9,30,
1,9,40,0.0504
9,7,40,
2,5,40,0.0303
8,9,20,0.0323
6,7,30,0.0501
8,7,20,0.0426
1,7,30,0.05
1,7,30,0.0423
10,7,40,
3,5,20,0.052
4,9,20,0.0359
3,7,30,0.044
10,7,30,0.0371
9,7,40,ERROR
2,7,20,0.0478
9,5,40,0.0337
1,5,20,0.0493
10,5,40,0.0278
5,5,20,0.0478
2,5,30,0.0331
2,9,40,0.0601
8,5,30,0.0381
2,7,40,0.0408
5,7,30,0.042
5,7,40,0.0464
9,7,30,
6,5,30,0.0373
5,9,40,0.0599
4,7,30,0.0434
9,7,30,-1
7,9,30,0.0483
8,5,30,0.0384
9,5,20,0.0489
6,9,40,0.0532
7,5,20,-1
10,9,40,-1
5,7,40,0.0394
3,9,40,0.0491
8,7,20,0.0426
6,9,30,0.0366
8,7,40,0.0447
4,9,20,0.0309
3,9,30,0.0379
1,9,30,0.0455
5,9,40,0.0582
7,5,20,0.0664
6,5,40,0.0346
4,7,20,0.0422
10,7,30,0.04
5,5,20,0.0553
9,5,40,0.0328
3,7,30,0.0429
7,5,20,0.0534
4,7,40,-1
4,7,30,0.0507
8,7,40,0.0501
3,9,30,-1
8,9,30,0.0421
2,5,40,0.0305
9,9,20,0.0352
9,9,20,0.0294
1,7,40,0.0458
10,9,30,0.0463
9,9,30,ERROR
2,9,20,0.0263
4,7,30,ERROR
3,7,20,0.0457
10,9,40,0.0562
4,7,40,0.0526
8,5,40,0.0312
7,7,20,0.0519
9,9,40,0.0558
3,5,40,
7,5,30,0.0456
4,5,20,0.0498
6,5,40,0.0392
1,5,40,0.0339
