Snail mass M (g),Height L (mm)
5.35635804,20.40177195
3.979623537,14.32618425
7.927371407,28.6418303
9.651753151,30.64505119
3.385525843,22.71431411
3.855387644,22.74221164
3.522740611,23.64457696
4.397714735,26.93019799
3.661041745,20.02792664
2.384462391,17.90093356
9.431955584,30.3327156
5.882991028,24.94463183
3.000134621,15.9462152
3.354118351,23.64889419
5.163362229,22.92929352
8.684869148,29.67898044
8.432934313,28.74848063
2.106583994,20.62941966
2.191526567,18.07414772
7.737587169,28.76281177
9.087205925,31.50928334
6.247465306,28.37469877
5.2174369,27.73509914
2.015604263,16.55515215
8.029355933,31.72111387
7.082974073,28.66052419
2.808894628,17.28141495
9.122421857,28.03156927
4.452322279,25.63886792
7.196320954,27.19798043
4.559744024,23.82233743
5.243401229,26.48202729
3.278292609,22.70942755
6.896275163,29.15190115
8.976653966,28.51173912
7.119544354,28.52574051
3.590311207,23.34530654
6.721762959,27.70873779
3.263086243,19.95361496
7.337771552,30.19253499
7.795647037,29.36805747
3.681810788,25.59064948
2.925274214,13.63617093
2.699483785,18.66900859
6.965222336,25.77600461
4.744642161,25.93347924
2.116361396,18.76830716
9.690874717,31.67492181
5.353758232,22.40789342
5.763064592,26.84003227
8.966270007,22.56822525
7.681626304,26.07473864
9.628615687,33.18652055
7.525990719,28.44122207
6.450147384,26.15237199
4.430886541,22.99354118
5.525026649,25.88404391
8.535392891,27.53995941
2.00192435,25.83646549
3.805625362,24.47932907
2.434359081,22.58707406
8.35863421,24.74697086
4.575183105,29.14800936
2.028605433,13.96872925
5.946845871,30.55083459
2.846531119,20.9799563
3.328727804,17.59254287
2.612854074,21.32015102
6.912935493,25.16919476
3.121853167,17.32428131
8.020011759,25.94927439
9.726002541,31.98056452
3.008562936,24.87686658
4.173398701,22.7476139
8.338051613,31.3910044
4.698060015,24.26960952
3.984279869,21.88701501
9.542491655,30.70537281
5.301065138,23.12846961
4.999433185,22.44694648
3.511643727,26.57231412
7.579693272,24.53276788
2.438384656,20.44237296
6.228443495,27.55435467
4.191774972,17.69756786
9.079396422,29.07946591
7.004427325,26.06258584
3.869418958,21.09408512
7.857698375,30.26991844
4.974199793,25.09409953
2.851267135,24.72175558
9.526604272,28.49354355
3.850168316,21.44304882
4.35262017,26.81867635
3.056003799,24.34305325
7.648760878,29.43552323
5.1842102,21.73546022
4.954837335,24.16549095
5.294342715,27.34426977
4.376600358,25.86857944
3.013192413,17.55697581
4.617886263,21.85898543
2.798236885,25.21007756
8.132416436,26.06767145
5.241227999,24.19581906
8.823458712,28.67200989
4.254468556,20.2381637
2.66923442,18.63848342
4.328750365,22.44287021
5.233781643,27.32513308
3.593375903,24.72436154
9.490034121,30.41547067
2.592678921,20.72828546
4.96755496,19.50301687
7.309318242,25.80599069
9.184605634,31.60521443
2.909786305,24.03902432
2.946840712,19.93673582
5.268282964,25.34041249
7.111908364,28.26795523
9.834075292,30.30564324
5.916290639,20.50845558
7.133682084,23.31173641
2.575140299,12.65055021
3.873843299,18.19437427
4.894997693,25.19614702
2.49070991,21.74156998
4.722213595,26.62843093
3.369182081,21.98448904
3.561635699,20.08783879
8.436711884,28.66420611
6.260862874,27.49821273
9.126560359,26.91607401
6.026376906,25.57395243
2.518853095,19.02724028
5.321051635,28.40793408
6.808417534,25.28465497
5.56891955,28.78417853
7.214095398,29.96659192
9.299315241,28.2950342
6.491146984,28.10113611
4.80101213,25.77750641
4.276912042,22.93958195
3.858143279,23.28317856
7.049826524,30.38518476
6.470261967,29.89656991
6.300343676,30.4929792
5.556959831,24.69574987
2.700990964,20.84497633
6.052464062,27.28452284
6.603103167,24.78737292
6.882002327,24.88130824
8.049027935,29.86167813
4.219044881,25.19217471
6.7017226,24.24101662
6.498471743,24.76458063
9.922991744,29.88278499
4.855299942,26.57962564
5.492011584,24.2073507
2.706090805,22.87256496
