Snail mass M (g),Height L (mm)
9.06916689,31.8657344
2.592008969,27.32202938
8.049027935,29.86167813
5.946647359,25.46243593
6.994871502,27.73619491
5.777130929,23.40037825
2.37154284,14.45369826
7.317183956,28.2105788
5.953540682,27.16889637
5.38953885,23.35177914
4.532907858,19.77846976
4.165591354,23.40515847
8.89591734,28.78147981
2.628919785,19.19851601
4.020585703,24.1168574
2.777809599,23.36583771
5.314004129,24.30875567
3.745244097,18.39505899
4.722782194,29.74536056
2.118257673,23.61746024
5.158818545,25.01017036
8.146748882,28.54572903
5.758552385,26.20698284
6.17007356,27.58638079
3.759819751,25.16682819
3.309215801,25.31744633
2.441181809,21.35746062
3.893100646,24.85896589
7.211754231,27.90446862
4.644572479,25.57616682
6.812158083,25.25317346
6.03221048,29.32364334
4.276912042,22.93958195
6.685497823,27.02784668
7.474486659,27.00857744
2.511992025,14.7097629
3.354118351,23.64889419
3.811450656,17.43813244
3.948298804,18.90697124
7.34695781,28.22830167
4.966355742,25.41450707
5.739989877,25.99311962
6.916453926,27.91354869
7.13513412,29.92723639
4.451654655,24.31937286
4.232938405,18.18453114
3.158276375,18.51969166
9.089201657,29.94961947
8.032919676,28.42678697
7.522200051,26.51331981
4.617886263,21.85898543
3.332797621,27.55722226
8.242283316,26.80427337
3.690796617,21.76546926
7.102329236,29.69225011
7.372930132,26.70682926
7.502672481,28.22590539
4.926114149,25.7875239
7.930828746,30.99151588
5.974724426,24.01918866
6.791045354,23.18548318
7.822090531,28.15203018
7.162781009,28.80362121
7.287340722,30.94649003
9.962730732,31.56422379
5.718140586,25.47603823
3.378771917,23.10795856
7.107799557,29.67733831
2.596618696,23.08220978
2.195138303,21.57952486
6.317391145,26.0939555
4.383401546,26.94187707
4.198051144,23.15520026
6.554662077,27.06101908
9.344919843,31.12097609
5.760029037,27.70657316
7.787633926,23.33810369
9.299731864,29.11490418
4.370794297,22.60673292
8.020011759,25.94927439
7.705573579,26.00361439
9.986884268,29.46345896
8.727519704,29.13590959
6.596260413,24.6821891
5.957851434,28.43193772
6.854475616,25.63926537
3.594742756,26.454748
5.061929606,27.30347794
2.634554524,19.35961345
4.371565237,23.76051171
5.604974203,18.63755735
5.237874748,24.36772763
2.142247512,23.52697429
3.385525843,22.71431411
7.851370307,30.25847807
3.57909894,21.75217095
2.575319982,20.20303874
8.087760507,28.4173526
6.470261967,29.89656991
3.013192413,17.55697581
4.440966014,20.58791924
5.492011584,24.2073507
3.744950928,21.18642548
6.182835274,28.30581125
4.489944965,15.79855865
6.262868811,25.68403958
2.60308919,20.99540763
5.455617377,20.03326443
4.422434547,27.11805441
5.395526868,26.71595725
2.454324613,25.4487352
7.319858455,26.57956381
7.902422971,28.15976348
2.70938017,22.02515375
8.085119335,28.65569283
4.332814243,14.14866816
8.336587906,30.96153076
6.293246752,26.78309824
4.079637158,20.78914358
3.239975092,22.12370481
6.762695987,25.08292226
7.656375247,29.15725873
2.556207827,12.703387
5.294342715,27.34426977
2.029695557,16.35210903
6.193103473,28.31594414
4.169960489,27.00415132
8.97376748,27.88109394
2.902472778,16.96908903
3.198881723,20.763507
8.061542965,26.99656963
3.511643727,26.57231412
6.075769093,27.74565323
8.38341522,27.00015693
6.487942963,27.54617425
8.625021299,29.46830749
5.504505232,26.77787798
6.587744307,28.25975926
9.431955584,30.3327156
3.328727804,17.59254287
7.393341543,27.19383539
4.362144431,21.67833173
6.45103285,27.12667918
7.568766613,29.95345139
4.103311472,20.58809383
4.882269447,23.56189788
9.082883929,30.00335934
3.008946614,24.57392309
2.133205576,19.24753254
4.109631693,27.92140346
4.172774814,26.38704553
9.550696006,29.31157068
9.834075292,30.30564324
9.922326888,34.5746656
4.617714123,20.6593961
7.687575742,26.23094282
2.849763742,23.11808662
5.556959831,24.69574987
7.932781152,31.06502677
3.581514736,25.52815953
