Snail mass M (g),Height L (mm)
2.707583067,22.8049655
9.999483041,30.06123761
3.521804895,16.57249672
2.335516945,18.82105619
8.383700585,23.6804205
2.514808595,23.79580149
6.372659039,28.99044834
2.652917119,24.3361701
2.190421476,18.80858268
2.583423516,16.22429654
3.704731112,19.66820732
5.748225696,22.51965976
6.371334624,28.52316745
2.986275583,20.25797947
3.850581784,20.73336463
3.602327992,17.35413582
3.871228978,21.16338617
2.147308724,22.87772838
6.933887465,28.10252574
9.089201657,29.94961947
5.946845871,30.55083459
8.049027935,29.86167813
8.939971305,29.64512929
6.175656542,28.629951
4.017785957,23.26805294
4.038622463,22.55428652
7.784072131,27.51415441
6.650276542,27.86599971
9.651753151,30.64505119
4.171736181,26.07550519
3.369182081,21.98448904
2.319721324,15.94839879
5.965434034,22.79156809
3.418345788,24.55252994
8.35863421,24.74697086
6.308816784,23.01060111
2.448784956,14.7067783
8.994627619,28.62123001
8.684869148,29.67898044
4.753302748,24.4300227
6.298822267,32.27705722
8.032919676,28.42678697
2.144621859,22.79285768
7.504939377,26.42161774
5.53801834,25.56533872
5.060988518,22.98327116
4.146425368,25.73544546
3.36062635,25.49767287
9.663529856,32.79840245
5.556959831,24.69574987
6.942643824,28.4834557
6.453145597,28.17149836
7.990844945,30.1355231
2.511116759,26.38277068
7.168556285,28.23609463
4.452322279,25.63886792
8.711552892,29.63994142
7.172907977,24.08104592
7.375577712,22.78168248
6.021813854,25.22661062
9.483619162,30.92130765
2.252930382,21.24413784
3.763471952,18.62667863
4.753901494,25.14239197
5.56891955,28.78417853
3.793176818,14.32103557
8.484988173,29.12507235
4.668764979,26.9121086
3.665442007,27.50204756
5.276612106,26.33959419
3.446421318,24.7013693
9.661342338,31.59283372
8.237929364,26.92748777
5.131633678,27.44705427
8.414864034,28.6372795
5.317608151,25.12863912
4.466063782,23.41941574
2.590213282,18.99704426
2.792518473,24.02962674
3.782937176,26.58359363
9.370807147,30.55899366
4.333803577,23.28268979
6.088193121,22.82480942
4.488800183,21.25010766
2.83329465,19.97420564
9.079396422,29.07946591
2.315446959,18.50841632
6.551290953,21.46341516
4.820060656,22.70203788
4.400118267,17.71378274
8.230930226,25.41410097
3.891255344,24.91717745
2.203085448,20.04575574
5.088839234,27.44552047
6.857148502,27.32108381
8.853365204,28.94633861
9.520858305,32.88234683
8.168897325,25.23444346
5.302174573,23.54845982
6.112995085,25.94160971
6.007434557,25.3674054
9.944628698,29.59393106
2.192189923,16.99242773
2.016133093,15.56060587
4.154171125,20.38841461
5.458625226,23.22530427
2.792621704,12.55767652
9.553881341,31.84515586
4.183069646,21.84750063
2.720492555,22.26717866
4.048791372,21.93675734
7.350461179,24.97246197
4.079637158,20.78914358
6.500232454,21.87381975
4.227792158,24.88823138
5.399557188,22.60554856
3.307632341,24.24445419
5.840742363,26.27560177
3.911294199,21.18453636
5.314004129,24.30875567
4.375454578,19.93485059
9.697297901,27.47275528
7.7732614,27.36156798
2.946840712,19.93673582
2.831419998,17.12292171
7.321535214,24.38953177
7.383750136,29.77588583
2.534606329,21.81031515
8.961197291,29.58282413
4.993579681,26.78356997
5.849866687,23.72202336
5.433773002,28.37894818
8.310498195,29.25237068
7.457513467,28.41584566
2.808176243,23.77596451
4.726726156,23.77501878
4.567113216,29.31903033
9.914347216,30.43583818
7.138916285,28.72937845
8.251268905,27.68631421
4.726793166,26.34452219
8.810382082,28.41474936
6.073464296,27.30494897
9.27446444,28.80027248
3.493508212,22.32557292
8.504456537,27.77186194
4.050227758,20.84036181
4.666982009,24.55203118
5.765152718,30.8461355
2.582537411,22.31589463
5.844386907,27.1522045
2.178628008,23.62020099
4.383401546,26.94187707
4.401457655,25.14340443
6.808417534,25.28465497
6.282179932,24.88751987
6.18231213,27.82547831
9.888353244,29.91554184
5.060895004,25.68555748
3.287420691,21.67915925
