Snail mass M (g),Height L (mm)
2.582537411,22.31589463
5.43446457,25.22625863
3.674303993,20.88091772
4.536603552,22.7293804
7.205111903,29.14753065
6.94767918,26.8138369
2.430056757,22.31876014
6.804097562,27.11230395
5.482085159,28.17117751
3.76558091,25.50346063
4.638766461,21.671469
8.432934313,28.74848063
2.509233494,19.77100637
4.050227758,20.84036181
3.979623537,14.32618425
4.802759236,25.2444384
6.809053546,27.48432855
7.486009802,31.69657162
5.974724426,24.01918866
3.153877398,21.33802583
7.00685766,29.69730863
7.985151456,27.74077828
8.7636889,26.64861259
4.649141818,26.7600993
4.72110576,23.07623832
4.85932881,20.19332576
5.161728544,16.51325286
4.401626533,20.50153415
4.894135024,28.77529283
5.38953885,23.35177914
3.004163804,19.58189386
8.55981446,28.60033598
5.323581872,24.32916058
9.730428023,29.72914791
9.30741369,30.3234606
2.316455549,11.01537275
3.811450656,17.43813244
7.651160657,27.79885408
7.580102228,27.20657092
3.056003799,24.34305325
9.922991744,29.88278499
8.061542965,26.99656963
7.570243654,30.47846031
2.899606989,19.60481695
2.37111164,15.95849006
6.97881471,26.69614628
2.877962225,16.76613376
2.337442686,22.14536317
5.056916459,24.39180048
2.995819613,18.95907254
5.45095978,27.66194065
2.232348661,21.5049745
9.002119571,31.18629203
7.727845067,25.29744741
4.793122272,19.91328599
7.004427325,26.06258584
7.601954817,27.6203227
6.500232454,21.87381975
7.561658186,26.7078343
8.302197077,29.76664869
2.968999859,26.75642546
6.288132341,19.91052519
2.182727998,12.33336238
2.574448633,15.43939872
7.079791272,29.39503368
7.383973705,25.12726795
3.023571575,25.19950547
4.548638448,22.82602764
7.353688485,26.85391604
9.863456343,30.92967797
7.513001697,24.19527291
2.841553253,25.10518975
9.344919843,31.12097609
3.805625362,24.47932907
3.061809373,18.43992733
6.498471743,24.76458063
9.085270478,27.82934252
2.930750452,26.41528838
7.457513467,28.41584566
5.582197888,26.99865154
2.927860375,23.21135993
2.542147048,13.26745463
3.85963569,23.46301161
8.569251873,31.01745023
6.635485901,25.27269256
8.504456537,27.77186194
5.301065138,23.12846961
4.242625045,21.90001525
9.999483041,30.06123761
7.48767555,26.88690738
8.432795421,28.32510784
5.874498819,26.60611618
8.413836362,25.63557095
2.56085144,17.08025922
5.274184258,25.55608849
9.089201657,29.94961947
8.933948647,30.28354791
8.6208114,28.29232633
4.80101213,25.77750641
3.869412785,23.32412902
3.243675229,25.43734625
6.298360371,26.68688858
2.893434618,21.43723555
7.241208538,24.6149122
7.227989332,27.66764973
4.311113526,22.96772739
8.833767392,32.23049479
2.7665962,15.10040494
8.205069199,29.76499619
3.881565781,25.99612707
4.797301757,14.16526629
2.612854074,21.32015102
3.11563002,21.57583372
4.686438899,25.92158213
7.118726809,26.45641031
6.265694455,27.77123996
4.86881976,28.00622799
4.083417382,21.97141018
4.733099389,23.90640642
2.491624175,21.71754725
6.873247678,27.9894083
5.216856587,24.08123978
3.068108692,15.5118925
2.484433656,19.99106133
2.124824143,16.88052428
6.574589368,26.68252045
3.086803642,13.97303255
3.198881723,20.763507
7.458481656,28.2271476
7.226438959,26.93870083
8.91438561,27.40532818
8.319785977,25.20657109
7.859558017,25.73598142
7.058025747,31.33986964
5.492011584,24.2073507
9.664158296,32.06882256
3.984279869,21.88701501
6.088193121,22.82480942
4.028611519,21.10534987
5.085607523,27.40438516
7.283006052,23.75228592
3.307771036,21.50318838
7.630640021,29.92161059
3.937870407,24.95977392
7.102726039,24.20287323
5.945148776,23.50145465
9.169982243,30.89204023
6.680592202,27.44726594
3.869418958,21.09408512
5.955920093,26.93716835
5.203656929,23.69514203
4.375454578,19.93485059
3.113535157,21.75222319
4.497631939,27.67068028
6.46694893,27.48289304
8.160926487,27.97420448
8.604902146,26.39302632
4.726726156,23.77501878
9.401714613,33.00507201
5.519604013,28.95471259
