Snail mass M (g),Height L (mm)
5.5375412,25.9021933
8.535392891,27.53995941
3.246168062,18.60794704
6.873247678,27.9894083
3.239975092,22.12370481
4.51975126,21.75065914
8.673226,28.6449972
8.427863899,29.6044201
3.714903815,19.82636077
5.143546712,24.88284048
4.314843049,24.9815012
8.310498195,29.25237068
7.13513412,29.92723639
5.838123939,23.38891975
6.193103473,28.31594414
6.878056509,29.67565035
3.504735114,24.4826459
9.847946,33.7781797
5.43357681,22.81310333
3.782810337,16.62846751
5.493503613,24.99889655
3.985072118,20.67375118
3.483723905,17.73019536
4.78883304,23.46227468
5.14070696,18.54575522
8.154978245,25.06114537
9.376939093,29.02302299
3.893100646,24.85896589
3.396345509,18.53079215
5.938871987,26.88709717
4.383401546,26.94187707
6.53715246,29.25239298
2.245281658,23.18741261
6.184943496,24.41264807
3.230333824,21.35434789
5.775924083,24.74509207
9.542463939,33.26568511
6.951184443,26.3886699
6.650276542,27.86599971
5.35311816,27.2409643
5.301065138,23.12846961
7.688734578,23.0006116
2.787642468,19.84944216
4.307216678,23.74109722
6.003553224,25.41990127
2.947454827,17.66823288
8.378389877,24.74323472
3.455822871,26.18406678
4.753302748,24.4300227
7.896944014,27.49589204
9.767636864,30.1716171
6.688763414,26.57553065
3.238118362,22.05415955
7.211754231,27.90446862
7.375577712,22.78168248
5.33488949,14.20323172
9.72214901,32.89896468
4.165591354,23.40515847
5.212341011,24.33788257
2.160187497,17.91470754
4.333803577,23.28268979
4.492496311,25.49047682
7.743142976,26.36656554
8.566958413,28.63209775
5.450721999,25.42932637
2.152479857,17.85829209
5.117061943,21.45480039
4.0457765,26.73107434
6.101521296,25.12425139
2.029695557,16.35210903
9.775653787,30.73940169
7.904064824,29.06908012
2.467832757,12.97314189
8.087760507,28.4173526
5.203656929,23.69514203
3.880709178,19.69486417
4.103311472,20.58809383
3.227553827,17.5623784
8.032919676,28.42678697
9.574071072,30.45301861
6.175656542,28.629951
8.284473088,25.89835639
4.949962163,25.99163913
5.392685043,26.85174973
8.784202961,25.55871214
5.232006632,26.69081573
5.138782405,26.66982868
9.865069377,29.60535584
8.7538487,30.16054521
7.681626304,26.07473864
4.188249209,23.27563777
2.124824143,16.88052428
9.608574962,29.83539151
6.004561624,24.01256871
7.903389725,28.73873009
2.577634717,15.04824219
4.646364425,23.77076882
6.553949573,28.30071919
2.494647685,19.1359901
4.814995016,19.91830694
7.118726809,26.45641031
2.028121059,21.0548787
6.684109488,26.06780611
3.873843299,18.19437427
7.214095398,29.96659192
2.902472778,16.96908903
3.761381987,22.68927816
3.706272258,21.70588819
3.095571634,16.76791673
8.55126778,30.00041975
3.249041536,20.30075586
5.011818168,26.44239056
6.277678354,27.59578518
2.623344026,23.1483346
4.872513468,24.52617751
4.974199793,25.09409953
6.515024414,26.39455961
7.005360571,26.26989358
9.944628698,29.59393106
5.433773002,28.37894818
9.937399996,28.73811116
6.284577856,25.34337898
7.637620256,27.57736277
9.176164609,32.93999282
3.517713616,23.04065798
3.072798296,23.92447362
3.333760559,21.0497645
7.133682084,23.31173641
2.384462391,17.90093356
6.804097562,27.11230395
3.630240023,23.48199
9.079468845,28.73693446
7.716905518,28.94448408
5.350457472,26.83368887
9.743972277,26.85098396
7.920241235,31.38701189
2.811713163,18.83765225
7.30625222,27.99969265
6.19462266,23.42906879
2.313901004,21.3926481
4.66274339,24.68990368
7.684998533,25.84135952
6.331353555,25.86247009
9.390626161,28.76352072
2.98943149,13.08336223
6.027322162,25.40556647
8.569251873,31.01745023
5.844386907,27.1522045
4.453869714,24.38752673
8.818739305,27.3036064
4.427447298,22.87788831
7.515831296,31.28361181
8.012087062,28.49821328
5.850309413,27.32903619
8.300169146,29.98575273
5.709767941,26.86318685
4.938829636,24.3509333
3.853131806,18.63853055
6.007434557,25.3674054
8.124376125,28.23288868
