Snail mass M (g),Height L (mm)
4.342134455,22.40465608
7.787633926,23.33810369
7.89852048,27.8959029
4.753901494,25.14239197
5.186865773,25.99777544
6.052464062,27.28452284
5.232006632,26.69081573
4.387179174,26.48470183
7.13513412,29.92723639
9.056893131,30.38025466
2.39619139,23.69183147
5.91742836,26.77311052
8.432934313,28.74848063
5.799886885,24.81036538
6.734629875,26.72834234
7.412516726,31.80259522
5.504505232,26.77787798
3.602327992,17.35413582
3.418345788,24.55252994
3.821466371,23.26973891
7.690187069,28.00797677
2.830249225,25.4807308
4.894997693,25.19614702
3.363354468,24.70705512
5.300419945,22.78407564
7.431514679,26.6670661
4.428041571,24.14428592
7.643770478,29.93513645
3.826495082,24.9605968
8.382075663,28.29879976
2.887085327,20.9140587
7.701696468,28.44054061
4.977286483,23.36638896
9.828279468,29.94261721
8.432795421,28.32510784
8.935676844,29.36183344
2.114920979,15.76305044
5.711271693,28.29205541
9.804929013,32.11057548
8.237929364,26.92748777
5.54859234,17.7637742
9.863456343,30.92967797
9.999483041,30.06123761
4.864934687,22.50664971
4.235598593,22.03992998
3.770831664,25.24788153
7.117919691,27.25075432
9.239475909,29.97603061
8.362808549,28.02630698
3.723373499,23.89504621
8.258128146,25.05874008
5.268282964,25.34041249
9.445937438,31.90181308
2.846531119,20.9799563
5.719715989,27.45425253
9.815943891,27.03574827
9.134351657,30.96974989
5.488053121,24.67120971
3.695731948,22.26624527
7.959934632,29.1728696
4.873442209,27.69843345
3.466342175,27.06366035
5.626100436,18.27683401
4.648104815,23.59310445
2.982341099,20.5478948
4.094877584,19.79634027
7.224304731,29.30138127
8.254625442,29.61728293
5.728194798,24.4444419
2.016450413,22.9254495
5.343831969,22.94382237
8.378432338,28.21882532
8.049027935,29.86167813
2.623344026,23.1483346
3.636856593,25.14281931
2.299742421,18.21026635
2.028605433,13.96872925
3.068108692,15.5118925
4.900587424,25.51166972
3.869412785,23.32412902
8.922657641,30.84463264
7.920241235,31.38701189
3.782937176,26.58359363
2.233727762,13.46530839
4.400869303,22.33197869
2.215881382,26.47590085
8.233755006,31.03872496
5.060988518,22.98327116
3.624708778,22.01024464
6.309645642,25.60282513
6.536899066,28.13923774
5.777995768,22.48553573
4.982677926,26.70871241
4.169960489,27.00415132
3.646892668,23.65703764
5.690192366,26.59627755
7.196522925,27.27844404
2.792518473,24.02962674
9.377568333,30.49640664
7.853068444,30.68967898
8.949084881,29.01648706
3.874434815,23.26380782
9.608153938,31.77354452
5.551905487,26.47797122
8.823458712,28.67200989
6.262868811,25.68403958
6.046633811,24.50999839
2.583423516,16.22429654
7.172907977,24.08104592
2.83329465,19.97420564
3.072798296,23.92447362
6.896275163,29.15190115
7.869218806,30.2182661
5.482085159,28.17117751
4.674346714,25.43187858
2.899606989,19.60481695
2.601335526,14.28657495
3.000471817,16.76876339
5.5375412,25.9021933
3.041439644,15.96798451
4.596194122,24.75678856
7.903389725,28.73873009
4.872513468,24.52617751
6.684109488,26.06780611
2.080997869,13.24149038
6.942643824,28.4834557
7.630938133,27.83504568
9.287521644,28.44198423
6.073464296,27.30494897
6.221297723,25.84089967
3.316600385,20.56770164
9.520858305,32.88234683
5.382823502,25.06067737
7.596273546,29.21841594
9.118912738,33.60240715
8.214184719,28.38102646
6.715313043,26.75774766
6.229423679,24.03215801
2.147308724,22.87772838
7.723644642,29.13881526
6.684114253,26.32620801
7.250492491,20.83739635
6.45103285,27.12667918
3.845423652,16.33679851
7.751154244,24.69899399
2.192189923,16.99242773
7.515899297,31.09383428
2.203085448,20.04575574
2.134565363,11.19200435
7.009006455,27.57539034
8.73029984,29.86207032
4.240001658,22.07267438
4.92021525,23.10383849
8.338645784,33.54484534
8.242958537,28.07864237
4.629960528,19.85540202
5.705035675,26.93594994
7.687575742,26.23094282
5.008632296,23.83285252
6.149200639,24.93765685
