Snail mass M (g),Height L (mm)
4.309787495,19.30500019
5.363707426,21.02243036
5.2049066,23.57331031
9.971261788,32.94959271
4.78883304,23.46227468
7.645607512,25.51458425
3.893100646,24.85896589
4.607983592,20.09313598
8.613764828,25.26114856
3.867433316,22.5704623
6.917429465,26.33940989
4.880025613,25.94677799
8.242958537,28.07864237
9.056893131,30.38025466
6.876841045,29.21426723
8.997024619,29.79841364
5.551905487,26.47797122
9.469361554,31.90349044
3.921935264,21.78029293
3.707221948,24.09423788
3.960190627,26.20086275
3.320983524,26.02514298
4.707413729,21.56363864
4.726726156,23.77501878
5.475213248,24.07238415
6.857459019,24.76893928
5.56479118,26.51982824
7.312142537,31.00300172
6.964579905,25.07324128
4.907331774,23.3836319
6.055901408,25.38596911
5.192836372,25.61376167
7.19754119,28.56270758
9.603307468,32.15281444
9.287521644,28.44198423
4.92021525,23.10383849
3.341201861,20.45949858
8.845640768,27.14936945
3.212239926,24.0277096
6.650276542,27.86599971
5.553505282,23.46828092
5.849866687,23.72202336
4.575286824,21.84057773
5.395419687,24.56537136
3.653484446,25.93355847
2.07405803,20.67158465
5.760029037,27.70657316
7.917528198,29.77651314
6.740783479,29.02370513
9.299315241,28.2950342
6.247465306,28.37469877
9.071703454,26.29028245
2.335516945,18.82105619
4.231777194,26.54822821
6.317391145,26.0939555
9.663529856,32.79840245
5.854868697,25.18747183
6.533847061,26.57958027
2.820152307,17.93399192
5.139293355,21.48005476
2.70938017,22.02515375
7.904064824,29.06908012
5.578725026,27.88832857
3.805625362,24.47932907
9.231142531,27.39231251
3.739953993,25.26666514
4.106586209,26.81375993
7.684521014,25.23662835
7.539934287,30.9570368
8.323842548,29.06639687
3.683785868,27.09544159
5.230873915,25.19849788
4.198282115,22.03663191
5.889968821,27.14763363
7.167701982,26.22793441
4.594653008,22.39071428
4.094877584,19.79634027
5.117061943,21.45480039
4.032340244,24.65701428
5.051822866,21.62186494
5.295633966,21.73000403
4.793122272,19.91328599
4.316398324,22.58439205
7.866297449,29.06209754
8.82153742,32.31759891
8.659876495,22.86371829
6.497198662,24.6543041
5.916290639,20.50845558
3.855387644,22.74221164
8.817675436,30.94235253
7.540683766,27.32556247
2.241827433,15.08986134
7.321535214,24.38953177
9.253861981,29.83385245
4.515815983,24.513085
7.988624984,29.79235033
7.721312179,25.11677826
4.84509258,21.29028964
6.816107,25.60455721
7.287340722,30.94649003
7.956844107,27.84391127
4.436574709,22.28330701
3.105177878,21.91886835
5.709871621,29.54031286
7.335126023,26.61637731
2.994944086,14.30608678
3.36062635,25.49767287
2.736400026,16.24708614
2.381834118,17.94172717
8.154978245,25.06114537
4.428224196,23.56955579
8.029355933,31.72111387
8.069392305,28.63176005
4.113288384,21.32887019
7.701696468,28.44054061
7.278177451,27.18123153
7.901402078,28.18745481
2.333397433,23.61452782
2.601335526,14.28657495
7.401286928,30.68028928
4.629651207,23.03059107
8.784202961,25.55871214
9.543700178,31.61333431
4.154171125,20.38841461
6.052446709,30.09649157
4.132358712,15.26877757
5.479893529,25.86947224
9.472447226,30.71609221
2.623344026,23.1483346
2.865472201,19.44695794
5.957734101,21.85135822
3.537655797,25.16402226
3.532288596,22.22364823
4.488800183,21.25010766
7.386013404,27.47192289
6.258961561,21.924353
2.830585046,18.76808184
7.643770478,29.93513645
4.86266672,26.65263714
5.79454248,22.08621938
4.703769347,21.91807289
6.108818907,26.33622159
8.933948647,30.28354791
6.662069982,26.81299994
8.142786908,29.22669305
6.400835047,27.5874565
2.316455549,11.01537275
4.477831322,28.44223655
4.644572479,25.57616682
8.542656369,29.92472271
2.554295773,19.18434435
9.782251063,31.43095134
6.280532236,22.87160878
7.588532857,26.00271245
7.506038033,29.28167626
7.903389725,28.73873009
5.626100436,18.27683401
5.131633678,27.44705427
7.731754231,28.47651964
7.723056318,25.05790136
