Snail mass M (g),Height L (mm)
2.367474615,19.20246429
4.718808035,22.28498159
2.909786305,24.03902432
5.375488408,23.12195654
6.762695987,25.08292226
7.656375247,29.15725873
8.942887342,29.4398322
7.167701982,26.22793441
6.684114253,26.32620801
5.216856587,24.08123978
5.350457472,26.83368887
5.371544359,25.4983053
9.501714635,29.58211201
4.303145666,25.84654955
2.38839196,15.95562601
9.970047198,29.23209893
7.917528198,29.77651314
4.369403842,21.64731701
8.859185133,25.71528594
2.241827433,15.08986134
4.484031993,20.81673116
8.181134261,25.87620072
5.54859234,17.7637742
9.5180844,30.82192429
3.533211917,25.82768464
8.102150206,30.81979872
7.985151456,27.74077828
2.748455341,21.26882319
4.370794297,22.60673292
3.642179036,18.40135367
4.455451665,23.18969124
4.826794714,27.17632989
4.686438899,25.92158213
4.261002328,25.36148102
7.101137794,29.18086237
2.306455185,17.52958691
5.691964696,25.36747425
5.233781643,27.32513308
6.308816784,23.01060111
9.138589741,24.56566832
3.153368641,25.76491426
9.980962394,30.86004186
8.284473088,25.89835639
5.35635804,20.40177195
3.125986974,17.70165516
3.660227817,20.2763352
2.854295221,15.43152299
6.564498958,28.31447645
3.354771331,22.2061534
9.490034121,30.41547067
5.384979237,26.42355111
2.010745164,17.09280565
5.523913969,24.48263123
4.029174826,15.92842175
5.946845871,30.55083459
7.665870105,28.4017106
7.725498972,27.16212668
9.085270478,27.82934252
7.487773518,26.23732254
7.715808843,24.68975288
2.634554524,19.35961345
2.448784956,14.7067783
4.548638448,22.82602764
2.601335526,14.28657495
9.660019455,26.99250953
3.095571634,16.76791673
9.865184835,30.38546342
3.158276375,18.51969166
3.674303993,20.88091772
5.758215496,27.81595771
4.566066559,20.60740368
3.338683631,22.42829669
3.455822871,26.18406678
7.094940999,26.20592876
2.134565363,11.19200435
4.676134467,24.01959394
2.48944334,12.53016182
4.977286483,23.36638896
2.394424789,19.58335085
9.895932913,28.88282514
5.529867576,22.41465305
9.169200423,29.76196914
8.501101419,26.46480194
3.630240023,23.48199
3.987191281,22.03511223
8.124376125,28.23288868
7.077616975,27.96139686
6.573361597,28.73512477
6.715313043,26.75774766
7.133884217,28.81118726
4.083417382,21.97141018
4.389007432,20.01948991
7.111908364,28.26795523
6.277678354,27.59578518
4.477831322,28.44223655
5.379303689,27.30630965
8.715696515,27.07504993
6.421826472,27.4069474
2.620406932,20.07221212
2.736400026,16.24708614
8.414864034,28.6372795
6.480580532,24.24033192
3.920992973,26.67927722
7.074364032,23.35321119
4.567559936,18.835695
9.039716077,27.0536191
3.272311992,22.31146718
2.712141768,15.9935784
6.213138338,26.66579362
4.664555148,13.35665723
9.795423692,31.60563533
7.184300566,26.66371414
4.577139647,26.62242202
9.520858305,32.88234683
4.017785957,23.26805294
3.365940733,20.40600574
3.805560969,13.08325327
2.731737154,18.52183928
2.730125734,28.59099152
9.089201657,29.94961947
3.697151781,21.21975211
6.130831248,27.35185446
3.054297069,21.34482736
9.744583038,30.77816902
3.361352598,16.51495482
4.332814243,14.14866816
5.158818545,25.01017036
3.320983524,26.02514298
2.560370635,19.2150579
7.667283721,27.73159983
7.026377938,27.60229476
7.506038033,29.28167626
5.485179458,26.03027018
2.446874366,20.64769595
5.849866687,23.72202336
6.421285832,24.81989686
7.243051742,20.67058647
2.557030635,23.35976008
5.081558903,25.07798722
4.090752344,24.08979023
9.834075292,30.30564324
5.661314421,29.79502961
8.984975319,29.3452881
7.86101897,24.48745922
4.599064641,22.86171193
8.994627619,28.62123001
9.971140433,31.62559572
2.578599116,5.817636798
7.951995285,23.9758242
2.083761795,20.0893524
5.210403919,25.01876435
4.926114149,25.7875239
5.43446457,25.22625863
4.543847159,24.00107177
4.328750365,22.44287021
2.582537411,22.31589463
3.714903815,19.82636077
5.840742363,26.27560177
7.793764219,27.95644342
4.335818798,24.10338761
