Snail mass M (g),Height L (mm)
8.521709242,29.96056895
8.928556343,28.17061415
5.060988518,22.98327116
7.312142537,31.00300172
3.704731112,19.66820732
3.791964873,17.23107751
4.926114149,25.7875239
2.571586235,21.57252054
3.11563002,21.57583372
5.525953178,23.92572402
9.925866066,31.29123947
4.531031183,20.95330811
7.350461179,24.97246197
5.960742282,27.12268317
2.773670703,23.27921003
3.278292609,22.70942755
6.714688865,27.78636207
5.449022478,25.29603135
8.554029925,31.12261264
2.617756604,21.1849576
4.028611519,21.10534987
5.736654154,28.85470985
6.714546652,26.25697721
6.551290953,21.46341516
7.049826524,30.38518476
7.142101691,28.75371375
4.536603552,22.7293804
7.904064824,29.06908012
7.86101897,24.48745922
5.77767306,17.66424258
2.618345552,18.22825827
6.462979412,25.45559642
6.41472498,25.15356838
4.197913724,23.59112122
2.062591165,18.2026005
5.081558903,25.07798722
4.219044881,25.19217471
5.840742363,26.27560177
2.968999859,26.75642546
7.062137686,26.99625059
8.002526726,28.19828466
6.323308377,26.1888352
2.166188924,21.06390803
8.877185676,29.71310279
6.916453926,27.91354869
9.334588462,30.59344053
9.769890012,29.76795682
4.847786214,20.57383571
2.879617058,19.74555309
2.581850447,21.58719628
4.835127172,22.65919408
9.371349283,29.5991001
2.877618163,23.40417002
7.635824209,26.23498888
9.971140433,31.62559572
7.184079894,27.13000827
7.564465604,26.2189441
6.82011701,23.95340596
7.309318242,25.80599069
7.648760878,29.43552323
7.241208538,24.6149122
6.352276392,28.51467635
3.763471952,18.62667863
4.749510787,21.89818762
4.66274339,24.68990368
2.273068341,23.60089256
3.841002202,22.31997806
5.384354221,26.64777608
6.280613934,24.41243998
8.039853357,29.29001101
5.038471888,20.56897643
5.727455166,26.13326391
7.498545812,26.78359535
6.949614961,25.58119762
9.317373943,29.05499226
4.694299238,25.93808108
3.328727804,17.59254287
6.882002327,24.88130824
7.176209867,31.38819676
7.903389725,28.73873009
8.878263414,27.96364546
2.791848254,25.70791397
5.885506215,24.71176498
2.741126246,14.19686613
8.743934791,30.53701731
4.016298043,20.14559808
5.492011584,24.2073507
2.772687441,15.61151868
4.297719789,25.10468633
6.650276542,27.86599971
2.848854061,22.09724505
8.622803624,30.66058931
6.663200812,26.87391981
3.676857952,22.78345418
4.077718185,24.05869124
2.946840712,19.93673582
6.857315374,23.9016422
2.699483785,18.66900859
9.240428034,28.24775661
6.021813854,25.22661062
2.472276445,16.67799211
8.10379955,26.32982216
5.765152718,30.8461355
7.342031131,30.84588087
6.915429605,27.00949327
7.416290767,28.14348106
6.623699297,27.90137975
7.513001697,24.19527291
4.644572479,25.57616682
9.714061612,30.79667087
5.350457472,26.83368887
9.370503595,26.84001985
3.230333824,21.35434789
4.847292444,22.75920915
5.297242671,25.21135826
9.828279468,29.94261721
9.923987764,29.50948329
4.567113216,29.31903033
5.037061919,27.55679409
6.134117518,23.65158695
2.39619139,23.69183147
9.170578122,29.2127885
9.863456343,30.92967797
8.483692771,29.48172939
2.902472778,16.96908903
8.171376626,23.48017931
6.002631368,27.3363699
7.362100892,29.50215146
3.153368641,25.76491426
4.165591354,23.40515847
4.22742793,19.27562916
2.029695557,16.35210903
7.737587169,28.76281177
2.533086452,21.41063458
6.284577856,25.34337898
4.758128957,25.7876019
6.548330439,24.98181219
7.793764219,27.95644342
4.908644222,27.35774721
2.731737154,18.52183928
6.615250126,28.37647036
2.990067174,27.33786962
3.276222211,24.91044547
6.040880251,29.5138282
6.368051779,25.57240814
7.665870105,28.4017106
2.70938017,22.02515375
2.649960469,22.97798996
6.491146984,28.10113611
5.688603015,25.23278338
3.792167694,21.74956106
3.026172829,26.59476867
6.883635087,30.59705497
2.051314751,27.50957979
4.814995016,19.91830694
2.605365924,21.93993558
6.574589368,26.68252045
3.87467135,23.59181303
5.650799641,22.64412476
9.972470229,31.45131364
