Snail mass M (g),Height L (mm)
2.872310476,25.22250079
7.077616975,27.96139686
9.423775809,30.35748749
7.230461955,25.56961015
8.773071905,30.44910227
3.114849353,24.29327159
4.673980805,25.45164964
4.605264908,29.94011681
4.999433185,22.44694648
5.38953885,23.35177914
4.807530081,20.63895376
7.30625222,27.99969265
5.210403919,25.01876435
3.683785868,27.09544159
3.610059538,22.34631435
8.878263414,27.96364546
3.198881723,20.763507
6.371334624,28.52316745
8.513785727,31.87821603
4.575183105,29.14800936
9.577050142,28.16213051
5.958976877,26.98329314
5.91742836,26.77311052
9.299731864,29.11490418
9.344919843,31.12097609
3.338683631,22.42829669
9.735626774,33.15320439
2.96296069,23.61746104
6.942643824,28.4834557
6.629298988,25.87209596
7.354438275,26.80787379
4.567113216,29.31903033
5.140920634,26.58577205
9.077044386,30.77308067
9.726784344,28.79127591
2.016133093,15.56060587
6.024911918,28.10840992
6.462979412,25.45559642
3.844349867,21.50606579
7.006149487,29.92290586
5.081558903,25.07798722
7.168161143,28.48511308
6.171084421,27.2792034
4.707506143,25.46053544
4.261002328,25.36148102
5.943602148,21.79397768
4.563674038,20.03565546
9.5180844,30.82192429
5.431370431,24.35851061
3.850168316,21.44304882
7.362400084,28.20630124
6.688763414,26.57553065
4.963585858,23.57194292
6.408987689,26.37471286
8.255977019,30.45983693
8.535392891,27.53995941
2.779275111,22.41748299
7.486009802,31.69657162
2.009585302,17.94258108
8.336587906,30.96153076
5.77767306,17.66424258
6.548031662,24.3425398
9.430062872,31.98975096
8.002667173,29.47242041
7.21951937,30.83618286
6.583487601,20.74281487
8.300169146,29.98575273
5.399557188,22.60554856
9.834075292,30.30564324
7.320148424,27.87524268
2.083761795,20.0893524
3.902068162,14.23236397
6.222645207,28.65362548
9.865479715,32.75341158
8.435970279,27.12111321
4.754072193,21.11354893
6.619487725,28.61553861
5.774608812,23.0334339
8.319785977,25.20657109
6.466084082,28.30844029
2.078315951,23.15751344
6.134117518,23.65158695
6.635623765,25.98334255
3.516839118,23.47456274
3.797471428,25.51417269
6.323308377,26.1888352
5.53801834,25.56533872
3.493508212,22.32557292
7.943768809,20.48772919
6.590083603,28.23776864
7.167701982,26.22793441
4.567559936,18.835695
5.395647542,25.00721481
7.988624984,29.79235033
9.292186526,27.95224521
8.503692325,31.34565863
4.069704002,23.02368673
9.915902898,26.69574262
9.99212955,28.19224993
5.537787655,25.43857853
4.675572126,24.10486354
5.485179458,26.03027018
9.227604428,28.44640502
7.477355044,30.56295052
4.389696992,14.31932103
8.907465119,29.80392648
3.01525013,22.84853575
2.631965266,26.93353582
5.691328858,25.34193322
3.763471952,18.62667863
5.455617377,20.03326443
6.055842743,29.57287874
2.643234011,22.97124593
7.484147403,29.1334366
7.100574274,26.99416674
5.22945595,26.06199559
6.30019005,22.01406985
8.940239109,29.54400852
3.871228978,21.16338617
6.684114253,26.32620801
7.335126023,26.61637731
9.693280273,29.31558906
3.891255344,24.91717745
8.498028319,30.65566914
8.738796666,31.96619083
9.520858305,32.88234683
6.298822267,32.27705722
9.677767056,27.38525655
6.04810401,27.12060954
3.208082048,21.7009235
8.708476836,29.09189478
9.131969518,31.57520923
4.926199262,25.32141804
5.367652448,21.23366232
5.921865096,27.22605129
2.712141768,15.9935784
7.487773518,26.23732254
8.810382082,28.41474936
2.342699056,20.12735442
3.68635737,19.13457584
6.774943389,25.96667419
7.301087176,24.6784683
2.062591165,18.2026005
6.553949573,28.30071919
2.98212038,23.31004885
7.265133087,28.74179857
8.178988121,28.08845891
5.060895004,25.68555748
5.960742282,27.12268317
6.567927732,23.84624861
6.350521908,25.06681188
2.977293717,23.25528499
5.02999736,22.20613633
3.526816425,21.31473142
9.592846495,31.45471404
3.811450656,17.43813244
2.752331317,28.74617632
8.264868725,28.67919235
4.428041571,24.14428592
2.927860375,23.21135993
