Snail mass M (g),Height L (mm)
2.574071785,16.07501177
6.883635087,30.59705497
2.448957346,23.62901522
7.705573579,26.00361439
4.087124178,22.52508071
2.87554937,19.72114476
9.963942485,31.04888326
3.05259097,23.77189213
4.147346701,23.71830367
4.177695764,18.41104481
2.436476086,21.79764471
2.833429828,19.88821466
8.663894886,28.84054834
9.472447226,30.71609221
8.62217045,28.81120216
7.484147403,29.1334366
6.293963775,24.73145014
8.961197291,29.58282413
5.914357198,23.4759816
3.793176818,14.32103557
5.53801834,25.56533872
9.057424052,28.18644201
3.163690309,23.27050083
2.66923442,18.63848342
8.436147265,31.31571418
3.904691796,23.47023872
9.131969518,31.57520923
4.556995103,23.77720448
8.804914643,32.65663316
7.214095398,29.96659192
4.102141174,25.57244387
8.604902146,26.39302632
9.370503595,26.84001985
2.83329465,19.97420564
2.224762021,13.47492078
7.711235223,26.90060511
4.617714123,20.6593961
9.317373943,29.05499226
6.155148759,27.09266081
5.08387422,25.58241254
3.782630352,24.84735306
3.853131806,18.63853055
6.146677403,25.12943895
3.593375903,24.72436154
6.293676093,23.9954323
7.196320954,27.19798043
9.052059754,25.98096483
6.18144696,25.84724124
9.371942535,33.96893338
2.001129527,10.82718758
7.278177451,27.18123153
2.034788576,25.48626706
4.814995016,19.91830694
3.791964873,17.23107751
5.739989877,25.99311962
7.47018193,29.45915444
8.569251873,31.01745023
5.472340132,24.84264731
4.835140862,18.74434432
2.802791362,21.4416012
2.029695557,16.35210903
9.65705526,28.66523846
5.255681658,24.66156469
5.486916172,21.20450454
3.385525843,22.71431411
7.486009802,31.69657162
2.967528446,23.10508683
4.059922804,20.71787181
6.488935188,26.32695144
4.659140848,21.87573339
5.980435685,27.80655565
7.904064824,29.06908012
5.77767306,17.66424258
8.459547249,26.25651837
6.325250356,25.82005005
3.911294199,21.18453636
6.371334624,28.52316745
5.657593212,21.55611881
9.628615687,33.18652055
8.917170696,29.80191338
7.86101897,24.48745922
7.581982213,31.0199494
4.793122272,19.91328599
5.888928571,25.52269847
5.228554759,22.9068416
8.146748882,28.54572903
2.577372927,24.96499997
5.411070353,28.30922568
2.078315951,23.15751344
9.953509529,29.74810721
8.962684092,27.46233922
9.082883929,30.00335934
5.809072038,28.06851813
5.433773002,28.37894818
5.712929774,25.95511059
2.830249225,25.4807308
9.122421857,28.03156927
9.574071072,30.45301861
9.726539926,29.83548488
3.21794791,21.38222989
5.109311626,24.63340717
4.638439629,26.91642745
6.222645207,28.65362548
4.466845643,17.28370099
4.037161473,22.37557044
4.981228584,21.68323736
6.45103285,27.12667918
5.117061943,21.45480039
6.82876396,25.00131411
3.212239926,24.0277096
5.341884757,22.6845896
9.794914573,31.68632242
4.754072193,21.11354893
6.613998162,28.59592016
5.972664874,22.78562965
8.35863421,24.74697086
4.548638448,22.82602764
2.530856951,13.13176192
8.859185133,25.71528594
5.866242359,28.8845147
2.377895506,18.59453235
5.79454248,22.08621938
7.721312179,25.11677826
5.483633964,26.65931841
9.205417378,29.01127104
9.191555331,30.44805742
6.182835274,28.30581125
6.483458403,30.0175679
8.451458412,30.47452731
2.217292792,20.58525389
4.122351902,23.31015779
2.411278141,17.19163871
3.846344909,15.97423684
8.704096213,30.98260792
5.202178277,24.71412434
5.301065138,23.12846961
7.626352871,24.87479419
6.454194483,27.09376497
2.854135172,24.33661744
3.026172829,26.59476867
8.443831235,32.10683911
7.230956317,30.89514503
9.057785691,27.8741713
3.900511363,22.57842773
6.050758046,27.75419702
3.080952815,24.85383733
6.599834473,25.61616957
6.750372134,28.83296482
5.039049815,27.09912227
9.536554406,30.38566819
3.792167694,21.74956106
3.254946166,23.16569613
2.79523119,21.69588286
5.983891902,29.13351266
3.867433316,22.5704623
3.860106345,25.64417048
6.376472631,28.61324194
4.001379616,29.01171241
4.455451665,23.18969124
7.775068282,31.64147961
