Snail mass M (g),Height L (mm)
9.626519309,27.60530187
8.067008213,28.26576162
4.166790208,25.26028954
5.815000454,26.49331021
6.421285832,24.81989686
3.630240023,23.48199
3.594742756,26.454748
2.116298055,18.16223389
5.323581872,24.32916058
7.219824458,25.96239354
3.152768226,25.54333278
6.456463524,25.96746609
2.02034858,18.21875722
2.605365924,21.93993558
5.556807253,23.55385053
3.125986974,17.70165516
3.759819751,25.16682819
3.704731112,19.66820732
4.954837335,24.16549095
3.114849353,24.29327159
4.359098727,14.58944112
3.782630352,24.84735306
4.320505406,21.70081255
8.338051613,31.3910044
8.509277046,28.02470954
3.648328961,18.29716858
4.059781919,28.45167074
4.70720452,19.47002974
4.37015603,19.91472136
4.023365263,25.14238835
7.457513467,28.41584566
7.162781009,28.80362121
6.073464296,27.30494897
3.336540319,21.93576363
8.857004508,29.91994772
8.184521618,30.20280441
9.227604428,28.44640502
5.929488454,21.00037996
9.775653787,30.73940169
4.651440017,22.30899055
4.462090307,23.58970376
5.110712594,26.11133149
5.448329315,23.75061102
3.678581119,20.94714765
5.109311626,24.63340717
4.707506143,25.46053544
7.666733893,25.86624762
5.125955551,28.53629372
7.317183956,28.2105788
4.452322279,25.63886792
7.322464348,29.22703695
9.191555331,30.44805742
6.94767918,26.8138369
4.387179174,26.48470183
2.946840712,19.93673582
4.314843049,24.9815012
9.299315241,28.2950342
9.745998983,29.22330231
2.612854074,21.32015102
4.588762846,27.70072841
7.006149487,29.92290586
7.89852048,27.8959029
6.624689117,29.83872219
7.089874933,28.4077827
2.592008969,27.32202938
4.369403842,21.64731701
6.095002394,24.89231869
6.055842743,29.57287874
7.857698375,30.26991844
3.072798296,23.92447362
6.790649819,28.68764721
8.521709242,29.96056895
5.945148776,23.50145465
9.426316339,28.19123875
7.137698525,29.18043731
5.449022478,25.29603135
4.963585858,23.57194292
7.581982213,31.0199494
7.895415641,28.2802455
5.838123939,23.38891975
9.693280273,29.31558906
3.121853167,17.32428131
7.156660606,30.65982387
8.916563495,28.53700314
4.907890268,23.84863646
6.803337285,29.00701801
4.35164821,25.68273378
5.637264009,29.85871815
9.490034121,30.41547067
8.653623381,28.88855302
4.941847678,26.73430521
9.925866066,31.29123947
3.911294199,21.18453636
7.635824209,26.23498888
8.1641237,29.54864882
9.937399996,28.73811116
3.521804895,16.57249672
7.205111903,29.14753065
7.637993185,25.79432718
3.931519329,17.68547138
9.542491655,30.70537281
6.371334624,28.52316745
6.415338533,27.0432179
7.24019037,26.62096174
8.870218354,32.32586503
4.371565237,23.76051171
7.34695781,28.22830167
5.801460042,22.44618588
4.108160277,23.94494427
2.245281658,23.18741261
4.001379616,29.01171241
4.649141818,26.7600993
7.477355044,30.56295052
4.397714735,26.93019799
9.572723689,28.66737136
9.697297901,27.47275528
2.988141305,16.12100785
4.497631939,27.67068028
5.773249169,28.36950794
7.921943267,28.51999421
3.693265934,22.31117772
5.845405797,24.78193264
4.733099389,23.90640642
8.441327563,29.54518434
8.835164568,27.21791941
4.786638549,24.59598919
5.35311816,27.2409643
4.532907858,19.77846976
5.91742836,26.77311052
7.087008393,29.91863044
3.418345788,24.55252994
9.170815544,28.52719326
4.770706259,20.90386311
7.90995402,27.88126413
6.648003131,29.55447457
5.763064592,26.84003227
3.702042437,25.41093552
8.255977019,30.45983693
5.56891955,28.78417853
2.848854061,22.09724505
8.443831235,32.10683911
5.460834697,28.07667853
4.594653008,22.39071428
4.78883304,23.46227468
7.742922156,29.80342962
6.750372134,28.83296482
5.148370608,24.35870989
2.66470872,21.46625815
2.315446959,18.50841632
7.644295352,28.37953065
8.704096213,30.98260792
7.358144707,28.84765185
5.468741077,26.26144749
3.411254328,24.82059799
4.753302748,24.4300227
9.43650104,31.1160227
6.896275163,29.15190115
5.236828328,29.3897434
2.618345552,18.22825827
3.545321311,25.49076445
