Snail mass M (g),Height L (mm)
7.089874933,28.4077827
5.216856587,24.08123978
3.704731112,19.66820732
9.816225646,29.11902762
3.715374743,26.75338989
5.389284973,24.18958973
9.972470229,31.45131364
4.320505406,21.70081255
5.289649089,24.79166426
7.350461179,24.97246197
5.384354221,26.64777608
7.102670383,27.98285946
7.131263916,29.45589169
7.623480371,29.86181363
2.581842523,23.10048141
8.922657641,30.84463264
6.613998162,28.59592016
5.71601713,23.8191908
8.258128146,25.05874008
8.83954977,26.19981504
4.27674514,25.12641515
4.814995016,19.91830694
2.617281196,24.1638496
2.98943149,13.08336223
8.002526726,28.19828466
2.706090805,22.87256496
9.483619162,30.92130765
6.385759542,25.34075836
6.368843696,29.25595078
9.419563644,26.62345681
4.028611519,21.10534987
3.636856593,25.14281931
8.75928211,32.29809801
2.877618163,23.40417002
7.985151456,27.74077828
5.058533209,23.80457456
5.367652448,21.23366232
4.023365263,25.14238835
2.21276558,20.16522766
5.623553019,25.2482282
6.740014264,29.74967635
8.542656369,29.92472271
4.189817529,22.31270169
6.250941747,29.00247093
2.08262834,19.38379929
3.706272258,21.70588819
7.902422971,28.15976348
4.137246958,26.69411503
4.649141818,26.7600993
5.774608812,23.0334339
2.973681079,22.38525719
7.956844107,27.84391127
5.314004129,24.30875567
8.935676844,29.36183344
8.386553358,32.27421701
3.70038117,23.46071802
3.385525843,22.71431411
3.893100646,24.85896589
5.380748304,30.56343777
7.859558017,25.73598142
3.208065542,18.09782889
6.715313043,26.75774766
9.865069377,29.60535584
7.167701982,26.22793441
9.03365351,26.56649153
6.998425882,29.09341532
6.471585113,28.26958392
6.470261967,29.89656991
2.118257673,23.61746024
5.166832078,24.95393608
5.08387422,25.58241254
3.073026314,17.75400079
5.924164648,25.10312525
2.990067174,27.33786962
2.388092935,18.03048173
7.525990719,28.44122207
5.43204241,24.00675614
6.596260413,24.6821891
4.190419713,24.6087233
2.674353418,22.46442605
8.356062866,28.64073151
7.111099643,26.71044408
5.420898921,25.82969159
5.629271578,25.75651305
6.663200812,26.87391981
2.798236885,25.21007756
4.575183105,29.14800936
3.855387644,22.74221164
6.487942963,27.54617425
5.943602148,21.79397768
7.196788799,24.8913537
9.433288151,31.75251435
2.124824143,16.88052428
2.062591165,18.2026005
5.495872503,23.75545058
2.592678921,20.72828546
5.363707426,21.02243036
3.979623537,14.32618425
5.626100436,18.27683401
4.515656204,25.60879885
2.298726825,21.95424836
6.849212297,24.19980326
3.925631914,27.92794348
4.84509258,21.29028964
2.848854061,22.09724505
8.738796666,31.96619083
3.526220316,21.11440394
4.386101198,21.46194556
6.555738518,26.26648255
2.471664017,24.29557357
3.309215801,25.31744633
8.400585676,29.51571051
3.850581784,20.73336463
3.378771917,23.10795856
9.592846495,31.45471404
4.401457655,25.14340443
4.837017943,28.38268452
5.450721999,25.42932637
8.843708296,28.21341219
6.400835047,27.5874565
4.489944965,15.79855865
5.236828328,29.3897434
2.941784362,20.41858879
5.431370431,24.35851061
8.342520313,28.11309767
5.57053953,22.57803678
8.622803624,30.66058931
5.688603015,25.23278338
6.453145597,28.17149836
7.626097383,26.55054631
3.260304199,22.70262753
4.362144431,21.67833173
8.962684092,27.46233922
7.920241235,31.38701189
6.504680068,23.93731098
3.034311143,12.35648537
7.840213454,27.67889961
7.681626304,26.07473864
6.04810401,27.12060954
4.486021957,20.15937743
4.938829636,24.3509333
9.077044386,30.77308067
6.714546652,26.25697721
9.299731864,29.11490418
8.200436413,32.6143623
5.275878127,24.94844752
4.401626533,20.50153415
3.456641145,23.86500456
3.810080573,26.76732009
8.443831235,32.10683911
6.548031662,24.3425398
3.845423652,16.33679851
8.436711884,28.66420611
7.948050718,28.70862475
7.375577712,22.78168248
7.219824458,25.96239354
6.193103473,28.31594414
6.7017226,24.24101662
7.401286928,30.68028928
4.825758616,26.03815845
