Snail mass M (g),Height L (mm)
6.635623765,25.98334255
7.85586003,31.31342048
4.70720452,19.47002974
5.442775872,21.42638706
5.367652448,21.23366232
5.834965834,20.72452077
5.143546712,24.88284048
7.453564554,25.68359271
7.205111903,29.14753065
3.793176818,14.32103557
7.168161143,28.48511308
4.786638549,24.59598919
4.154171125,20.38841461
4.726726156,23.77501878
8.181134261,25.87620072
9.999483041,30.06123761
7.793764219,27.95644342
8.559321789,30.12058068
4.422434547,27.11805441
2.575140299,12.65055021
3.62388988,16.04840017
4.266245096,20.47049484
3.911294199,21.18453636
8.367869927,26.5925537
3.130143191,16.90814806
2.721983707,25.03579994
9.947858516,31.2639085
7.787753651,29.13728706
7.921943267,28.51999421
3.153123548,26.17169095
7.599391208,23.87446699
3.473564989,20.30417984
7.853068444,30.68967898
7.390163121,24.31978533
3.504373976,22.80981628
3.042119917,19.66576281
5.6343618,24.03681368
9.410451241,29.5071923
6.553949573,28.30071919
6.573361597,28.73512477
6.536429987,27.38543186
8.57312768,26.15987203
5.965434034,22.79156809
3.696180664,28.87934893
9.922991744,29.88278499
7.968890728,21.02927294
6.895841895,24.79224768
8.6208114,28.29232633
2.034788576,25.48626706
5.433773002,28.37894818
6.708956877,25.72345653
6.846635694,25.934549
9.554450563,32.80168186
3.927445453,20.78441369
4.049881999,23.83946346
6.232154322,25.35390456
4.261002328,25.36148102
4.563674038,20.03565546
8.497363552,26.38373442
2.231721258,18.65155004
5.909584115,23.62926892
8.231750731,28.43958338
9.377568333,30.49640664
5.955920093,26.93716835
4.193564674,22.55594782
6.285511166,24.42904852
6.849212297,24.19980326
3.041439644,15.96798451
8.853108002,29.62599343
9.745998983,29.22330231
3.114849353,24.29327159
9.121112731,28.5071691
9.431955584,30.3327156
6.182835274,28.30581125
4.794029172,23.12516526
4.809928693,24.67235104
8.840248859,26.89214004
5.171659234,26.55736538
8.436711884,28.66420611
3.254886444,19.65409721
6.453145597,28.17149836
2.879617058,19.74555309
5.495527683,24.89849891
2.899606989,19.60481695
4.460217215,26.0375338
8.241399966,29.19550712
7.322464348,29.22703695
5.629271578,25.75651305
2.511116759,26.38277068
9.501714635,29.58211201
5.48776556,12.14929176
4.397714735,26.93019799
5.395526868,26.71595725
7.500412438,29.60310501
9.370503595,26.84001985
2.102118349,19.00774819
8.342520313,28.11309767
3.435987049,18.88024756
4.22742793,19.27562916
5.851653833,25.90666985
5.838123939,23.38891975
7.167701982,26.22793441
2.731737154,18.52183928
3.657500266,22.19565691
7.280769875,28.27672003
7.62024732,28.73937084
7.00262098,28.73993389
3.955905938,22.40945249
8.039853357,29.29001101
3.341201861,20.45949858
4.451868965,25.04477954
7.082974073,28.66052419
7.463274896,24.70636249
9.952302407,32.45660136
7.959934632,29.1728696
5.316532109,21.53279906
7.795647037,29.36805747
3.000471817,16.76876339
2.808894628,17.28141495
7.645607512,25.51458425
6.951184443,26.3886699
5.705035675,26.93594994
7.119544354,28.52574051
4.95835359,20.42276056
3.82055392,21.78651169
8.216876254,29.00170946
8.272536173,30.09932844
2.945418708,19.24059713
2.683974245,23.29974536
9.02298376,31.32359643
9.544554038,34.00628234
4.332814243,14.14866816
8.717659621,28.25430644
9.865069377,29.60535584
6.776896636,25.95490721
7.515831296,31.28361181
9.575836381,32.39706296
7.487773518,26.23732254
8.845640768,27.14936945
5.377923522,26.11083003
5.039049815,27.09912227
6.84624319,29.04820465
2.524138116,9.652468621
2.514808595,23.79580149
2.700990964,20.84497633
5.131633678,27.44705427
3.590311207,23.34530654
8.378432338,28.21882532
3.402515577,24.6933824
5.230873915,25.19849788
7.461019595,26.91144552
8.23934213,27.83448114
8.820963601,30.13620875
7.723056318,25.05790136
5.777130929,23.40037825
2.292564898,16.90821122
7.684521014,25.23662835
3.246168062,18.60794704
3.121853167,17.32428131
4.765327599,21.76344282
