Snail mass M (g),Height L (mm)
3.925631914,27.92794348
8.933948647,30.28354791
7.963638987,24.37052146
2.719407079,14.29795929
7.312142537,31.00300172
8.501101419,26.46480194
2.560370635,19.2150579
8.983990875,29.23147973
7.026377938,27.60229476
7.21951937,30.83618286
5.945148776,23.50145465
4.907331774,23.3836319
6.553949573,28.30071919
4.673980805,25.45164964
2.741126246,14.19686613
4.35164821,25.68273378
9.848375715,29.60257472
3.034311143,12.35648537
5.473609279,25.15741134
6.310698336,30.53473656
3.608916419,27.30933856
4.452322279,25.63886792
5.2049066,23.57331031
9.130094568,29.68660114
5.35635804,20.40177195
7.478606586,27.89095886
4.531031183,20.95330811
5.075975529,21.67780875
9.344919843,31.12097609
6.293676093,23.9954323
4.454411155,21.80474291
8.310498195,29.25237068
3.68635737,19.13457584
3.657500266,22.19565691
9.973664888,33.52937153
2.902472778,16.96908903
6.19462266,23.42906879
5.691169274,22.58669335
9.888353244,29.91554184
8.9463159,29.30096815
2.231721258,18.65155004
6.169630602,27.23177384
6.293963775,24.73145014
3.336540319,21.93576363
4.317778305,22.2830253
5.56479118,26.51982824
6.095002394,24.89231869
3.940354606,17.75161423
3.738300864,19.1181026
4.211727248,21.91134989
2.872310476,25.22250079
3.761381987,22.68927816
2.006458483,13.74117857
5.916290639,20.50845558
9.03365351,26.56649153
8.35863421,24.74697086
5.2174369,27.73509914
2.470363606,24.50164006
5.845433617,28.1036012
2.474104811,24.14143287
7.895415641,28.2802455
8.367869927,26.5925537
5.972664874,22.78562965
7.251093172,27.80592353
2.637455928,16.3262122
3.215722435,18.0786991
6.371334624,28.52316745
5.075597439,25.45493337
8.585888002,27.52226211
9.176164609,32.93999282
5.243401229,26.48202729
6.635623765,25.98334255
4.77161143,25.79802749
6.575915221,23.67249753
3.233682822,14.47141353
8.511832088,21.65121612
2.463794458,15.49616167
3.678581119,20.94714765
8.237929364,26.92748777
5.889968821,27.14763363
4.497631939,27.67068028
5.479893529,25.86947224
2.078315951,23.15751344
3.298503188,22.12646974
6.949614961,25.58119762
6.459706233,27.36541047
5.45095978,27.66194065
2.029695557,16.35210903
8.16418328,26.00507314
5.420018836,29.31567883
8.184521618,30.20280441
5.529109278,26.3729478
6.857148502,27.32108381
5.924164648,25.10312525
4.78348655,23.89333479
5.495527683,24.89849891
6.847137989,26.04267845
2.577634717,15.04824219
9.377568333,30.49640664
5.882991028,24.94463183
7.601954817,27.6203227
9.118912738,33.60240715
9.621863766,31.52206056
4.486021957,20.15937743
3.11940095,13.98663744
6.667714829,26.19082471
3.704731112,19.66820732
3.446421318,24.7013693
7.565900698,26.66029944
9.458349905,29.58410291
6.262868811,25.68403958
2.337442686,22.14536317
3.902068162,14.23236397
4.402931774,25.21191852
4.43191745,24.10922196
4.266245096,20.47049484
3.328727804,17.59254287
8.784202961,25.55871214
8.918129862,31.42963415
3.636856593,25.14281931
3.790685517,20.90625974
5.216856587,24.08123978
4.891690289,20.95313905
8.956894827,28.72197531
4.733099389,23.90640642
6.221297723,25.84089967
8.97376748,27.88109394
7.107799557,29.67733831
3.984878081,23.18309518
9.562558094,28.3625357
8.302197077,29.76664869
2.631802592,12.33456441
9.079396422,29.07946591
7.168198129,27.52145866
5.371544359,25.4983053
2.316002961,15.17843479
7.16577998,25.99783635
3.681810788,25.59064948
3.378771917,23.10795856
7.383973705,25.12726795
4.517302503,28.03217994
2.712141768,15.9935784
5.232006632,26.69081573
3.516839118,23.47456274
8.15133511,31.83892812
5.445226407,25.45129729
3.70038117,23.46071802
6.155097757,20.82957548
7.721312179,25.11677826
3.338683631,22.42829669
3.373229053,24.57332783
5.051996545,24.05343465
5.382823502,25.06067737
8.690253995,28.70824774
4.650718975,22.55331915
2.518853095,19.02724028
2.183666403,7.956971397
8.242958537,28.07864237
5.472340132,24.84264731
9.661342338,31.59283372
