Snail mass M (g),Height L (mm)
6.375343898,30.43560504
4.375454578,19.93485059
8.962684092,27.46233922
8.264868725,28.67919235
5.159772855,23.76024314
5.657593212,21.55611881
2.051314751,27.50957979
8.690253995,28.70824774
5.086081908,24.88736413
4.470616267,25.03074329
9.047003911,29.0400861
8.411783888,24.9373905
6.112995085,25.94160971
4.749510787,21.89818762
3.624708778,22.01024464
4.668764979,26.9121086
5.789737498,24.42058701
6.300343676,30.4929792
3.901570598,26.8649136
8.865970381,31.34193743
6.912935493,25.16919476
3.3579385,25.01011608
2.011553814,19.64267453
9.240428034,28.24775661
7.515831296,31.28361181
8.319785977,25.20657109
9.263755485,30.08347489
2.448784956,14.7067783
7.362100892,29.50215146
4.486021957,20.15937743
6.151601059,27.70218141
5.783232778,26.75039286
4.392409793,24.6217747
2.183666403,7.956971397
2.954688485,10.43818996
8.840248859,26.89214004
5.236828328,29.3897434
7.515899297,31.09383428
3.911294199,21.18453636
5.210403919,25.01876435
5.139293355,21.48005476
9.287521644,28.44198423
2.86291892,26.98856176
8.67327639,26.26626527
5.431370431,24.35851061
8.255977019,30.45983693
5.815000454,26.49331021
5.187466229,29.27150466
7.311289228,29.40488052
2.748455341,21.26882319
2.514797872,19.2854525
6.491146984,28.10113611
8.851568753,30.6169009
8.917170696,29.80191338
6.155097757,20.82957548
7.868092117,26.73914728
4.575286824,21.84057773
3.791881246,23.59644472
2.802791362,21.4416012
9.010424242,31.56937789
6.061465397,30.04180782
5.623553019,25.2482282
9.99212955,28.19224993
6.293676093,23.9954323
6.258961561,21.924353
5.085607523,27.40438516
4.35164821,25.68273378
5.051996545,24.05343465
3.85963569,23.46301161
2.470363606,24.50164006
7.004427325,26.06258584
2.925274214,13.63617093
2.808176243,23.77596451
7.219824458,25.96239354
8.075505192,29.14309364
4.835140862,18.74434432
5.097785812,23.15644969
5.563446102,23.43111967
2.927860375,23.21135993
2.581850447,21.58719628
8.544093085,28.39021772
9.726002541,31.98056452
6.46694893,27.48289304
8.84316993,30.51680744
8.436147265,31.31571418
5.450721999,25.42932637
4.171736181,26.07550519
7.375046132,28.58109446
3.254946166,23.16569613
4.297289026,25.49369272
6.303462964,27.36894964
5.626100436,18.27683401
2.458707619,16.52165138
9.431955584,30.3327156
3.096278232,22.74403041
9.542491655,30.70537281
3.418345788,24.55252994
7.321535214,24.38953177
8.18749407,27.64032166
5.642341051,28.89838584
9.119320897,25.99813383
5.031218887,22.52509232
4.389007432,20.01948991
4.428224196,23.56955579
7.111099643,26.71044408
2.704208764,20.93386742
4.038622463,22.55428652
8.853108002,29.62599343
5.537787655,25.43857853
9.410451241,29.5071923
3.814187766,12.37760411
8.4976914,28.28399119
4.535730832,22.36801905
5.56891955,28.78417853
4.166790208,25.26028954
6.026376906,25.57395243
8.205062521,26.33653186
8.870333565,26.70246186
4.037161473,22.37557044
8.989423117,30.66508884
6.981282799,22.34718148
5.044797088,24.96614281
4.974199793,25.09409953
3.326855647,22.28567818
9.03365351,26.56649153
2.080997869,13.24149038
4.531031183,20.95330811
5.719715989,27.45425253
9.22918639,29.96757001
4.077718185,24.05869124
2.815376839,22.34457041
8.966270007,22.56822525
3.208082048,21.7009235
6.614854648,24.91995461
5.065937803,19.22863705
5.454451918,23.86484084
2.597470561,9.261917439
9.68509097,30.51579148
3.622422148,29.44848576
9.017044522,31.88802914
6.548330439,24.98181219
2.446874366,20.64769595
4.651440017,22.30899055
5.629271578,25.75651305
7.648760878,29.43552323
4.630733664,24.4230146
3.047880613,20.90670784
6.471585113,28.26958392
4.96448193,20.06192767
4.216018479,22.17052894
3.450283806,16.27708633
2.137942571,16.15337601
6.252991159,23.75027699
6.96780674,26.95750471
8.622803624,30.66058931
5.43357681,22.81310333
7.317183956,28.2105788
9.971261788,32.94959271
2.882529547,18.63202421
4.231785857,23.75603342
