Snail mass M (g),Height L (mm)
2.617756604,21.1849576
3.149862816,23.02608369
8.818739305,27.3036064
9.847946,33.7781797
3.901570598,26.8649136
2.592678921,20.72828546
4.154171125,20.38841461
5.276276674,24.90303912
2.183666403,7.956971397
5.561706812,29.40476704
3.332797621,27.55722226
8.240619407,26.35103331
2.299008914,18.3788207
3.80658071,24.40156443
2.7665962,15.10040494
6.022905055,22.40558498
5.909546863,20.97255248
2.011553814,19.64267453
3.782630352,24.84735306
3.05259097,23.77189213
7.486009802,31.69657162
2.53143483,24.50209713
6.616164504,31.74826178
4.872513468,24.52617751
7.256583983,25.20638352
5.957851434,28.43193772
5.493503613,24.99889655
9.450761169,26.35441107
9.296176617,31.29894209
2.474104811,24.14143287
5.208768176,18.2932009
7.393341543,27.19383539
2.968999859,26.75642546
3.841002202,22.31997806
3.096278232,22.74403041
5.529109278,26.3729478
8.15133511,31.83892812
4.618566147,23.00279865
6.228443495,27.55435467
7.786583562,31.07626086
6.040880251,29.5138282
4.81299208,21.31485839
2.631802592,12.33456441
3.444112996,16.9745789
2.631965266,26.93353582
7.277728542,25.68477474
8.002667173,29.47242041
7.637993185,25.79432718
6.04810401,27.12060954
8.54716514,34.09896791
7.48767555,26.88690738
4.311113526,22.96772739
2.434359081,22.58707406
9.32275068,28.35673905
8.251268905,27.68631421
8.323842548,29.06639687
3.87467135,23.59181303
7.230956317,30.89514503
2.27617782,13.67975334
9.44776318,30.44761352
3.243675229,25.43734625
4.429894776,23.63714209
3.783973597,26.24658876
5.981978906,26.12387746
5.384979237,26.42355111
4.575278868,22.54257368
2.819918883,16.89957792
6.536899066,28.13923774
7.437801017,21.81971025
2.252930382,21.24413784
4.812988336,17.28105656
9.240428034,28.24775661
7.644295352,28.37953065
6.055842743,29.57287874
4.630733664,24.4230146
4.588762846,27.70072841
6.613998162,28.59592016
5.946647359,25.46243593
8.840248859,26.89214004
4.319142671,27.09130801
2.754514122,15.37307331
3.879877181,28.44971235
6.949614961,25.58119762
5.736654154,28.85470985
5.289649089,24.79166426
9.169200423,29.76196914
2.778212605,20.63889396
3.331726988,25.89777815
2.034788576,25.48626706
9.056893131,30.38025466
8.857004508,29.91994772
2.491624175,21.71754725
5.513893158,25.6301395
2.808894628,17.28141495
3.008946614,24.57392309
2.973681079,22.38525719
7.581982213,31.0199494
2.717321801,21.40429427
2.98943149,13.08336223
5.946845871,30.55083459
7.219824458,25.96239354
8.498028319,30.65566914
6.667714829,26.19082471
8.877439835,28.69033613
6.765673806,27.97472821
9.071703454,26.29028245
9.606301412,28.55374692
4.211727248,21.91134989
9.263755485,30.08347489
2.02034858,18.21875722
9.568817817,27.28553823
4.219044881,25.19217471
8.124376125,28.23288868
5.088839234,27.44552047
7.0811698,25.20594617
9.612722897,32.50187005
4.400869303,22.33197869
7.142391001,25.90373613
3.646892668,23.65703764
3.390017982,19.9097897
7.44159242,28.45064456
2.980242451,23.6393498
7.546803307,29.07150366
3.660227817,20.2763352
8.061542965,26.99656963
3.648328961,18.29716858
7.643647165,28.0237846
2.995819613,18.95907254
4.028611519,21.10534987
7.079791272,29.39503368
2.876245087,22.28872691
5.125545689,27.05881039
9.469361554,31.90349044
2.062273089,19.80375229
3.246168062,18.60794704
7.975255579,29.06624883
5.075975529,21.67780875
9.5180844,30.82192429
5.773249169,28.36950794
2.649960469,22.97798996
7.675187968,27.75611502
6.614854648,24.91995461
5.657593212,21.55611881
8.810382082,28.41474936
6.112995085,25.94160971
8.386553358,32.27421701
4.389007432,20.01948991
7.218273168,29.60401664
7.077616975,27.96139686
4.017785957,23.26805294
2.815376839,22.34457041
5.836867841,32.40360735
4.594653008,22.39071428
4.891690289,20.95313905
8.350377541,26.11090108
4.665765828,16.9588784
4.333803577,23.28268979
6.554662077,27.06101908
6.938590171,30.12421661
2.927860375,23.21135993
