Snail mass M (g),Height L (mm)
7.657962572,30.33912482
2.116361396,18.76830716
2.178628008,23.62020099
2.377895506,18.59453235
6.846635694,25.934549
5.081558903,25.07798722
5.22945595,26.06199559
6.746653837,27.04603197
8.435970279,27.12111321
7.453564554,25.68359271
5.696817989,25.61667154
9.450761169,26.35441107
4.489944965,15.79855865
7.553949239,24.72762802
2.16801342,22.7914514
6.368843696,29.25595078
4.2299906,20.95853171
2.016133093,15.56060587
6.352276392,28.51467635
6.873247678,27.9894083
5.452572064,24.98745025
6.055901408,25.38596911
6.050758046,27.75419702
8.029355933,31.72111387
4.103311472,20.58809383
8.432264666,26.03343978
3.967887729,24.85577885
4.141889584,27.94031238
8.503692325,31.34565863
5.665623939,24.24902653
4.452322279,25.63886792
5.662458475,25.55308447
5.392685043,26.85174973
4.690223122,26.00263172
3.858143279,23.28317856
4.744642161,25.93347924
3.238118362,22.05415955
3.019924735,20.028231
3.545321311,25.49076445
3.163690309,23.27050083
5.243401229,26.48202729
6.917429465,26.33940989
2.409725791,12.55435392
7.142101691,28.75371375
6.232154322,25.35390456
4.029448564,21.813753
8.002667173,29.47242041
3.085609573,21.99999111
3.82055392,21.78651169
5.060895004,25.68555748
3.797471428,25.51417269
3.402515577,24.6933824
7.599391208,23.87446699
4.180442916,23.94641888
8.743934791,30.53701731
7.354438275,26.80787379
7.244497683,25.08757578
5.556807253,23.55385053
6.277678354,27.59578518
6.803337285,29.00701801
4.72110576,23.07623832
5.758215496,27.81595771
5.739989877,25.99311962
7.263795991,28.94472753
4.25033766,25.42697692
4.183069646,21.84750063
8.891765082,27.58403033
5.943602148,21.79397768
8.57312768,26.15987203
3.683785868,27.09544159
6.247465306,28.37469877
6.624280392,26.46105474
7.944774423,27.74869423
4.299717036,23.12980534
3.456641145,23.86500456
5.91561836,27.48384781
7.648760878,29.43552323
6.504680068,23.93731098
3.149862816,23.02608369
2.628919785,19.19851601
3.716389973,6.474425472
4.736501422,26.40575559
9.562558094,28.3625357
6.684114253,26.32620801
6.53715246,29.25239298
8.521709242,29.96056895
5.085607523,27.40438516
9.802252434,30.90073881
5.173944092,28.90321653
7.646836672,26.61948477
7.356070188,25.59096279
5.06214677,24.11400742
9.848375715,29.60257472
6.259264435,26.12708602
9.828279468,29.94261721
2.511116759,26.38277068
2.849763742,23.11808662
6.740783479,29.02370513
6.052446709,30.09649157
8.554029925,31.12261264
3.249041536,20.30075586
4.65935304,18.63838465
5.617411017,24.50757378
6.375343898,30.43560504
6.293246752,26.78309824
8.859185133,25.71528594
7.725498972,27.16212668
5.815000454,26.49331021
5.468741077,26.26144749
8.84316993,30.51680744
6.026376906,25.57395243
4.232938405,18.18453114
4.894997693,25.19614702
4.307216678,23.74109722
6.497198662,24.6543041
5.445226407,25.45129729
6.211528858,21.64637772
5.166832078,24.95393608
4.359098727,14.58944112
8.362808549,28.02630698
8.255977019,30.45983693
3.630240023,23.48199
6.916453926,27.91354869
9.99212955,28.19224993
4.22742793,19.27562916
2.139423344,26.35661908
9.603614427,28.29040626
5.748225696,22.51965976
6.605064724,22.64446252
8.845469943,30.60631506
8.142567632,28.97052691
5.507164634,25.09802198
3.072798296,23.92447362
2.781886208,21.65168524
8.304974328,30.20729537
8.528806477,28.88682511
5.431370431,24.35851061
2.061436275,18.03083091
2.637455928,16.3262122
3.657047686,24.35111575
3.745244097,18.39505899
7.795647037,29.36805747
6.876829091,28.19924334
2.160187497,17.91470754
5.186865773,25.99777544
6.075769093,27.74565323
6.471219472,25.29582569
9.253861981,29.83385245
7.371287515,30.72465908
9.744583038,30.77816902
3.782810337,16.62846751
2.192189923,16.99242773
6.023838475,26.77789894
8.142786908,29.22669305
2.872310476,25.22250079
2.674353418,22.46442605
9.726002541,31.98056452
6.847137989,26.04267845
3.336540319,21.93576363
7.851417411,28.35442166
