Snail mass M (g),Height L (mm)
4.083417382,21.97141018
3.845708886,21.80126257
3.504373976,22.80981628
2.420579768,23.11941945
9.067920515,31.58860386
6.817211719,28.62618287
5.882991028,24.94463183
3.126723845,20.95186084
3.646892668,23.65703764
5.578725026,27.88832857
4.464028342,29.25626078
9.730428023,29.72914791
3.793176818,14.32103557
4.186956395,28.07435839
8.503692325,31.34565863
6.635623765,25.98334255
2.342699056,20.12735442
7.022143125,25.20822088
2.446874366,20.64769595
3.805625362,24.47932907
8.240619407,26.35103331
3.628747668,24.86904967
8.222621358,28.12633144
3.309215801,25.31744633
2.819918883,16.89957792
6.761086042,27.23692946
2.706090805,22.87256496
5.2174369,27.73509914
5.379583091,24.31087497
6.20183631,27.83204336
3.90626973,17.60594593
9.239475909,29.97603061
8.966270007,22.56822525
8.735130597,30.82620219
6.298360371,26.68688858
7.133884217,28.81118726
3.860106345,25.64417048
9.370807147,30.55899366
6.277678354,27.59578518
8.241399966,29.19550712
7.624061214,28.7780478
3.879877181,28.44971235
4.646364425,23.77076882
2.482682032,21.39396651
2.298726825,21.95424836
8.127213603,30.65331979
8.554499809,28.34290205
5.138580461,20.78101679
5.011818168,26.44239056
6.583487601,20.74281487
5.43446457,25.22625863
6.632701696,27.24953684
9.553881341,31.84515586
3.869418958,21.09408512
9.445937438,31.90181308
8.949084881,29.01648706
8.270459436,27.09794885
5.936329174,24.21849296
6.415261037,31.14141431
9.963942485,31.04888326
7.049893323,28.91131766
7.082974073,28.66052419
6.554240599,26.74317605
4.224653229,27.36146767
5.688603015,25.23278338
6.977589071,27.95898542
7.114944349,26.3165941
3.019924735,20.028231
4.021496896,24.66092313
9.131969518,31.57520923
3.340482086,20.51286759
6.567927732,23.84624861
3.130143191,16.90814806
2.142247512,23.52697429
5.262794822,24.87130456
9.848375715,29.60257472
9.253861981,29.83385245
2.631802592,12.33456441
7.901402078,28.18745481
2.530856951,13.13176192
2.090534471,24.09402186
3.848304801,21.45729856
6.96780674,26.95750471
6.620492447,26.76929703
3.940665336,22.07312623
5.22945595,26.06199559
6.811421436,26.68864511
8.035912266,30.29425754
6.548330439,24.98181219
2.106583994,20.62941966
7.350653441,30.18447511
4.401457655,25.14340443
9.533581399,31.00238434
6.933887465,28.10252574
7.926139931,26.63557447
9.626519309,27.60530187
5.143546712,24.88284048
5.695634773,24.76054253
5.37204446,25.75593381
3.11563002,21.57583372
3.844349867,21.50606579
3.669433842,22.49709108
9.434928096,29.7496988
8.204538206,29.46951176
5.08387422,25.58241254
4.828012591,23.75069394
2.191526567,18.07414772
2.441181809,21.35746062
5.314004129,24.30875567
5.972664874,22.78562965
8.734845598,30.82774075
5.929488454,21.00037996
4.803805622,22.96300426
2.231721258,18.65155004
7.16577998,25.99783635
6.24903585,27.9021315
2.86291892,26.98856176
7.570243654,30.47846031
3.160556482,21.74229436
4.198051144,23.15520026
3.517713616,23.04065798
6.684109488,26.06780611
4.226925697,26.31672701
9.769890012,29.76795682
7.787753651,29.13728706
5.067036802,26.71746935
8.438739718,25.23600223
4.232938405,18.18453114
6.50062217,27.03830556
2.846531119,20.9799563
6.483458403,30.0175679
7.234942562,23.4510151
6.809053546,27.48432855
2.49070991,21.74156998
4.599064641,22.86171193
2.487180952,16.3727263
4.069704002,23.02368673
7.133682084,23.31173641
3.212239926,24.0277096
8.375891881,32.42800379
6.607845963,26.26125125
7.988624984,29.79235033
3.928977747,22.9794564
7.927197068,29.52061164
8.428217386,25.18914143
6.131620112,25.46047334
7.172907977,24.08104592
3.298503188,22.12646974
4.650718975,22.55331915
5.075597439,25.45493337
5.836867841,32.40360735
4.61844541,26.95102541
2.277405675,11.96765007
9.072966405,28.57696963
2.178628008,23.62020099
9.052939626,28.67394604
6.714546652,26.25697721
4.78883304,23.46227468
3.206843438,20.80171182
7.458481656,28.2271476
