Snail mass M (g),Height L (mm)
4.502453649,20.63857341
9.227604428,28.44640502
9.472866547,31.53466348
3.9269601,23.07660813
9.171731115,31.77595367
3.568214768,27.62265588
5.914357198,23.4759816
5.08387422,25.58241254
4.429894776,23.63714209
2.245281658,23.18741261
8.367869927,26.5925537
7.184079894,27.13000827
9.017044522,31.88802914
6.058390286,22.77308403
7.358144707,28.84765185
2.791848254,25.70791397
4.555765298,20.59920749
7.283006052,23.75228592
5.039049815,27.09912227
6.136382545,25.94946368
7.118726809,26.45641031
5.314004129,24.30875567
3.920992973,26.67927722
6.648003131,29.55447457
4.383401546,26.94187707
2.115114094,19.9074724
8.214184719,28.38102646
4.575183105,29.14800936
9.165967406,28.30537244
3.873843299,18.19437427
9.592846495,31.45471404
3.086803642,13.97303255
3.722793376,24.92611355
7.119544354,28.52574051
6.221297723,25.84089967
8.339286676,29.24786853
5.009770911,26.87382447
5.882480649,23.82412718
3.927445453,20.78441369
8.865970381,31.34193743
2.015604263,16.55515215
5.02999736,22.20613633
3.159314113,19.96562772
9.07247644,30.70538633
8.949084881,29.01648706
5.353758232,22.40789342
8.82153742,32.31759891
8.322417899,27.38831582
9.30741369,30.3234606
7.491719141,27.84123565
7.506038033,29.28167626
2.333397433,23.61452782
5.672860112,23.6553253
2.823558084,14.11906766
5.844386907,27.1522045
9.533581399,31.00238434
3.019924735,20.028231
8.061542965,26.99656963
5.095237267,26.70892055
5.488053121,24.67120971
2.48944334,12.53016182
6.376472631,28.61324194
7.601954817,27.6203227
8.039853357,29.29001101
6.293246752,26.78309824
2.511116759,26.38277068
2.524138116,9.652468621
2.592008969,27.32202938
5.335648886,26.39203961
6.149200639,24.93765685
3.328727804,17.59254287
8.942887342,29.4398322
6.039893616,25.00622211
2.779275111,22.41748299
7.301087176,24.6784683
3.869412785,23.32412902
5.783232778,26.75039286
7.375577712,22.78168248
3.693265934,22.31117772
4.201592284,24.07699253
9.980962394,30.86004186
2.854135172,24.33661744
3.340482086,20.51286759
5.186865773,25.99777544
5.965434034,22.79156809
5.525026649,25.88404391
5.765152718,30.8461355
7.383973705,25.12726795
4.698060015,24.26960952
6.548330439,24.98181219
2.574071785,16.07501177
8.763270762,32.2002784
4.310842096,22.6175691
2.88030782,20.9589022
6.303462964,27.36894964
3.87467135,23.59181303
4.224653229,27.36146767
5.37204446,25.75593381
2.574448633,15.43939872
9.501714635,29.58211201
7.545029498,25.18308546
3.254886444,19.65409721
4.548638448,22.82602764
2.10673207,15.30368286
2.281374076,13.7960862
5.75375386,26.32875306
4.680598712,24.74672137
4.371565237,23.76051171
8.10379955,26.32982216
5.391443333,31.27430135
4.392409793,24.6217747
6.190226783,24.04577907
3.891255344,24.91717745
2.652917119,24.3361701
2.927860375,23.21135993
9.170815544,28.52719326
2.815376839,22.34457041
7.24019037,26.62096174
6.024911918,28.10840992
8.05191188,27.41521251
7.716905518,28.94448408
4.8165418,22.81340766
4.954090475,25.61135167
3.206843438,20.80171182
2.411485597,21.34039488
9.596772505,29.79613797
6.912935493,25.16919476
3.763471952,18.62667863
8.413836362,25.63557095
7.869218806,30.2182661
2.202818692,20.68242215
2.778212605,20.63889396
2.232348661,21.5049745
3.435987049,18.88024756
5.642341051,28.89838584
9.922326888,34.5746656
4.484031993,20.81673116
5.433773002,28.37894818
7.251093172,27.80592353
7.71335768,28.22871592
8.613764828,25.26114856
8.392987052,30.96276577
5.457486273,20.99196829
3.232380929,26.55998824
4.494458039,26.30259057
5.719715989,27.45425253
7.082974073,28.66052419
8.966270007,22.56822525
9.612722897,32.50187005
5.758552385,26.20698284
7.006149487,29.92290586
4.333803577,23.28268979
5.6343618,24.03681368
7.840213454,27.67889961
2.587741511,24.35380064
4.196915419,23.22378909
7.119263703,28.72898789
2.597470561,9.261917439
5.473584352,26.74656668
9.726784344,28.79127591
