Snail mass M (g),Height L (mm)
6.451333929,27.0537796
5.300419945,22.78407564
2.779275111,22.41748299
3.597516256,17.022982
9.087205925,31.50928334
9.052059754,25.98096483
6.905170815,28.79768135
4.866432201,18.11958403
2.160187497,17.91470754
7.626352871,24.87479419
6.82011701,23.95340596
2.707583067,22.8049655
9.246249542,31.83997301
2.765559836,10.56213397
5.95734723,28.82880071
2.583423516,16.22429654
4.452322279,25.63886792
5.448329315,23.75061102
5.54859234,17.7637742
7.251093172,27.80592353
9.047003911,29.0400861
6.771436608,24.20507769
9.773766544,30.07840155
7.500412438,29.60310501
4.024120609,25.24204568
9.27446444,28.80027248
5.062740951,26.27520983
4.540997838,22.43893086
4.578126862,22.77762154
4.803805622,22.96300426
5.43357681,22.81310333
3.750481194,24.35362154
6.41472498,25.15356838
7.59858709,25.71549693
4.569649325,26.18917663
9.756006942,28.28325357
4.690223122,26.00263172
6.222645207,28.65362548
5.495527683,24.89849891
8.521709242,29.96056895
4.966296785,20.22006249
2.876245087,22.28872691
3.985072118,20.67375118
5.529867576,22.41465305
9.377568333,30.49640664
9.119320897,25.99813383
9.092176525,27.60227861
9.191555331,30.44805742
4.336419798,23.11439939
4.137246958,26.69411503
8.604902146,26.39302632
2.229117515,18.45193155
6.250941747,29.00247093
5.43446457,25.22625863
8.29035504,29.8297117
6.765673806,27.97472821
3.163690309,23.27050083
4.722782194,29.74536056
6.146677403,25.12943895
8.984975319,29.3452881
9.05826055,30.26801963
7.539934287,30.9570368
5.140920634,26.58577205
8.336587906,30.96153076
2.274407536,12.20667241
5.488053121,24.67120971
2.509233494,19.77100637
3.867433316,22.5704623
6.790649819,28.68764721
4.231777194,26.54822821
4.226925697,26.31672701
9.348951912,31.7071079
4.201592284,24.07699253
7.020605768,27.38997337
5.363707426,21.02243036
5.058533209,23.80457456
5.606107441,27.26412004
3.811450656,17.43813244
4.333803577,23.28268979
2.720492555,22.26717866
4.855299942,26.57962564
3.304679484,23.48088084
9.126560359,26.91607401
4.338220085,21.6531702
3.002501128,21.08659497
2.603919691,19.79057994
8.877185676,29.71310279
7.111908364,28.26795523
8.559321789,30.12058068
6.551290953,21.46341516
9.177110753,28.82607946
2.954688485,10.43818996
3.950534072,22.19241699
2.66923442,18.63848342
3.703201505,26.37787337
3.697151781,21.21975211
9.695535005,32.10250265
4.429488102,19.41490654
5.716007785,26.77691804
8.310498195,29.25237068
5.121294435,27.84477946
6.487942963,27.54617425
2.062273089,19.80375229
7.482681453,28.65195839
6.548031662,24.3425398
7.309318242,25.80599069
7.624061214,28.7780478
3.716389973,6.474425472
3.056003799,24.34305325
7.754192631,30.8373131
4.827770311,27.79182863
6.415338533,27.0432179
6.647034091,22.55346855
9.344919843,31.12097609
2.15520418,22.60266076
9.176164609,32.93999282
3.341201861,20.45949858
2.319721324,15.94839879
2.333397433,23.61452782
5.632535063,29.07891899
2.233727762,13.46530839
5.244997644,27.06271163
9.138994784,31.21130098
8.962684092,27.46233922
3.590311207,23.34530654
9.215255568,31.52554765
7.723644642,29.13881526
2.394424789,19.58335085
8.569251873,31.01745023
4.038831687,23.75671612
4.861827573,21.61136809
6.872970206,27.57305728
2.411278141,17.19163871
8.378432338,28.21882532
9.963942485,31.04888326
7.079268036,28.98487021
4.85932881,20.19332576
6.684114253,26.32620801
4.09440345,21.65154687
3.931519329,17.68547138
2.514797872,19.2854525
8.663894886,28.84054834
2.140032813,20.52783474
8.992212128,30.5989461
4.999433185,22.44694648
9.546053488,28.29004808
3.901570598,26.8649136
2.571586235,21.57252054
5.22945595,26.06199559
5.977270553,28.00892746
6.533847061,26.57958027
6.714688865,27.78636207
4.862375245,26.30018318
2.706090805,22.87256496
8.7538487,30.16054521
8.362808549,28.02630698
9.237324074,27.21440672
9.947858516,31.2639085
3.805625362,24.47932907
6.808417534,25.28465497
