x,y
5.124654841630538016e+01,1.170667674298882957e+03
4.716618129246574398e+01,9.882737638119041321e+02
4.169409788222024105e+01,7.578626902901509084e+02
3.158098348423871471e+01,4.992016023165526803e+02
2.668095581521044934e+01,4.034348598091510212e+02
2.668930307578563088e+01,3.084154255513446401e+02
2.012180162291790708e+01,2.602866661124797361e+02
2.360946379109938320e+01,1.381976707647150420e+02
1.909474015565811911e+01,9.925647388378811797e+01
1.872862819965127201e+01,8.230613143068858051e+01
1.824414993591106793e+01,5.055869000112954126e+01
1.203230181827410661e+01,3.352218343327928807e+01
1.119672275095792102e+01,2.581076861063213812e+01
1.029564140836495945e+01,2.041554435006736412e+01
1.590195985384968758e+01,2.755193759278498433e+01
1.430899791857949843e+01,2.195659946527685236e+01
1.921686013252021397e+01,1.979101570119051345e+01
2.680400203627493383e+01,2.063102518543871611e+01
3.599068697740079159e+01,1.957070348400316817e+01
3.669702155484926465e+01,1.953779668840157413e+01
6.393438864989340686e+01,2.182505170839462139e+01
8.878161065518604289e+01,2.186412022259106536e+01
8.967018217588201878e+01,2.097345055667901192e+01
1.238040634705834151e+02,2.727425699606118670e+01
1.713695329532906442e+02,2.199307918908865389e+01
2.020619238725269042e+02,2.482674298313929384e+01
2.029959849371129224e+02,2.108204214195977855e+01
2.407454813525945383e+02,2.865648054543095569e+01
2.252898766066603287e+02,4.984483925702757290e+01
1.740007257585425293e+02,6.507041347983680168e+01
1.700986233310247826e+02,9.169314106128869923e+01
1.611494641904263290e+02,1.180392394414343897e+02
1.002425848493155627e+02,1.246670241978062847e+02
1.047923848296577205e+02,2.444586642379042019e+02
8.353618865781896830e+01,3.095925674234284770e+02
8.111593307015235155e+01,4.236620549232027315e+02
6.375035246079580986e+01,4.936978598799271367e+02
6.086422656942443155e+01,7.132023802264145615e+02
5.437185042372796318e+01,9.789094239651387852e+02
4.465284666076238551e+01,1.513900013367081783e+03
2.421359346428854664e+01,4.597461486453844373e+03
3.431304797012048624e+01,5.203859356316784215e+03
3.276075743005571184e+01,4.593950750212808089e+03
4.728160338331002066e+01,4.336704785037387410e+03
4.286237217297046698e+01,5.087317747163608146e+03
4.637543748040324232e+01,3.771283694037551413e+03
6.364429583555505587e+01,4.379266823064371238e+03
7.082426485663479809e+01,5.365093134121098956e+03
8.055582641703580293e+01,4.372214026423215728e+03
8.526259703567652082e+01,5.460879422660003911e+03
1.040804748848538139e+02,3.732302481165047539e+03
1.129601985974600780e+02,3.913554455343557947e+03
1.487097543090549721e+02,2.155329798977650626e+03
1.745471653681842099e+02,1.138764562845711225e+03
2.322780297606963131e+02,4.723149161101044911e+02
2.887893323676561295e+02,2.163630862441400780e+02
4.147230753486661001e+02,1.331301078296181402e+02
4.454134575951987927e+02,4.577968680709758331e+01
7.541964201122768827e+02,2.200130576132207594e+01
1.165188587383129061e+03,1.319008026582683968e+01
1.127607093601591259e+03,5.973724550723745530e+00
1.415091094659220289e+03,2.321145626886052860e+00
1.915466546050504121e+03,1.165098841267375951e+00
2.291033255822909268e+03,1.133170272426824665e+00
1.620624339933862302e+03,1.164728500658037458e+00
1.448648636468894665e+03,1.217648567757386502e+00
1.711568455604468454e+03,1.133685999013289480e+00
1.462481185175586234e+03,1.154919886177307342e+00
1.206982572348394569e+03,8.206983535206923142e-01
1.265490353118019129e+03,8.202502943297961258e-01
1.038176212213106510e+03,1.080636765174970204e+00
8.150230366871491015e+02,1.166426419233870471e+00
1.051334260354910612e+03,1.062289828559291660e+00
8.535485202437732823e+02,1.179174394122506797e+00
7.612873748135810956e+02,1.236235821828763903e+00
7.509799415936013247e+02,1.378029572410958803e+00
5.957386478069249733e+02,1.416935639041629225e+00
5.078625882085889316e+02,1.820948404601686610e+00
4.261146908615174880e+02,2.022905532057648337e+00
4.653097075914270704e+02,3.033737950927238636e+00
4.095057613745204321e+02,4.478710626734491385e+00
3.682637214335177305e+02,4.022505363005246082e+00
4.571280921100644719e+02,6.526511803308265414e+00
3.738704915237076420e+02,5.661763418268673576e+00
4.203427500937158925e+02,8.443739189909562626e+00
2.390474586617294506e+02,9.693900069568000433e+00
1.887335020833862984e+02,9.673597085329257439e+00
1.225604002671511523e+02,1.021418895749506817e+01
1.103191368393988654e+02,9.367821912263751827e+00
8.524740573020658019e+01,7.411513114778530031e+00
5.972436074628860325e+01,7.314375344462712647e+00
3.553431170785692927e+01,8.414953524104708649e+00
2.975411335778451871e+01,1.004130539724299176e+01
2.009270445588235887e+01,1.073680450235822725e+01
1.505729758461061252e+01,6.915888211487531301e+00
1.100493906489553808e+01,9.143598343655423122e+00
9.515245306831038974e+00,8.782937367876744617e+00
7.148037810829305450e+00,5.606406591621817093e+00
5.817065964988754168e+00,5.317393138890963655e+00
6.518901577603500641e+00,4.207119849900065489e+00
4.734129971822843785e+00,3.220650262817957188e+00
5.751576981073216466e+00,2.458835588231541358e+00
5.881637933888035796e+00,2.796474184676476238e+00
4.441980701575699797e+00,2.161132169359794908e+00
4.382261194077441857e+00,1.733873419205030908e+00
4.081298472800928501e+00,1.188571551488445399e+00
4.166339180175056001e+00,1.370900631141829473e+00
3.026456274766792465e+00,8.602450993317058980e-01
3.293559651717249182e+00,8.200467862756424253e-01
2.433157409620560596e+00,8.544130729920534906e-01
2.317559325941597415e+00,1.044514298016897991e+00
1.890016519431731101e+00,9.444937110323412544e-01
2.308331991811952477e+00,8.510891991816685875e-01
2.008727160828878588e+00,8.364261322625771156e-01
1.386333114501576258e+00,1.245019702268026940e+00
1.355033124790826715e+00,1.173485752812965188e+00
1.335566558642287571e+00,1.166135343534708602e+00
1.218101298133228205e+00,1.088379023763737852e+00
1.391828734416528768e+00,1.182069079664196609e+00
1.289619741599471014e+00,2.468397285326701329e+00
1.788681248786630373e+00,4.385852715887017084e+00
