x,y
4.359797229859658785e+01,1.427589160660268817e+03
4.835739659012168090e+01,9.539902759544315813e+02
4.120084587237791141e+01,7.053549687045640439e+02
3.547544549641222034e+01,4.530387693031192384e+02
3.609958923795205266e+01,4.634620937830806611e+02
3.246739758029414702e+01,3.590126652798573446e+02
2.053306647030347776e+01,2.240392504903543909e+02
2.189493824547370693e+01,1.541414247960317141e+02
1.587243851485787793e+01,9.299272850930172751e+01
1.738234618156806732e+01,8.345534342232703295e+01
1.372406610660652326e+01,4.964940219214234673e+01
1.140180208925723448e+01,3.674959854009678395e+01
1.365017588167584961e+01,3.044277295665961702e+01
1.024714655583949963e+01,2.374648443898772854e+01
1.207159422152154704e+01,2.201657401898072308e+01
1.744253876070992249e+01,1.939054374051902840e+01
2.691120218550760512e+01,2.372605515243286334e+01
3.208352503118531729e+01,1.766441756094682702e+01
3.902172239721009106e+01,2.150053093030547657e+01
4.623042939846570221e+01,2.101879578145389260e+01
5.821034946748534367e+01,2.282638389013519031e+01
9.213689910890022361e+01,2.778103390375443738e+01
9.539264494656160309e+01,2.680640908235072928e+01
1.382383042748550963e+02,2.211455188832669450e+01
1.640350380388945837e+02,2.768461670531171492e+01
2.025308889771386873e+02,2.761931234700234228e+01
2.198998935234462238e+02,2.565589159786036433e+01
1.730232722210126894e+02,3.780966115348770984e+01
1.954660954310542991e+02,3.822386402537702565e+01
1.973185916514771634e+02,6.141974192449144709e+01
1.271945453931100758e+02,9.879182302425712692e+01
1.084254950471852084e+02,1.205534013088628740e+02
1.199000808844270551e+02,1.676610741830385507e+02
1.004964613886610749e+02,2.518932110554706014e+02
9.161582022907434464e+01,2.862863820712945540e+02
1.024816505370138060e+02,4.364112897020190189e+02
7.513361210677250313e+01,5.126547606456744006e+02
6.603619720994856834e+01,8.077817475075270295e+02
6.219263235398714329e+01,1.118309783494464227e+03
5.682078129299371483e+01,1.439701980632049299e+03
3.081042256396118972e+01,4.809243488184232774e+03
2.947779946878475599e+01,4.938285885449881789e+03
3.287946568500788658e+01,5.121952546178369630e+03
3.877795685004331716e+01,3.840783702619914493e+03
3.461149059432037234e+01,4.178714917392533607e+03
5.141410429959474016e+01,4.533888388861424573e+03
5.637381727620901017e+01,4.729250109103296381e+03
6.947108876124089250e+01,3.812808019110349960e+03
6.745879766636107888e+01,4.852681418607511660e+03
8.269566142953716792e+01,5.338265345245952631e+03
7.640433173123888366e+01,3.985422590688446235e+03
9.888807354855299536e+01,4.431174908139860236e+03
1.260463714508116482e+02,2.474122634592541544e+03
1.378063992234992554e+02,8.583210643652897716e+02
2.104226697926233385e+02,4.393825033264918716e+02
2.809666747835258320e+02,2.046625427896265705e+02
3.836813126370066698e+02,1.183638793734415486e+02
4.503312822830513369e+02,5.710697296476714513e+01
7.409762066632828237e+02,2.256691440236728852e+01
1.175770770378929683e+03,1.448240458216270632e+01
1.483088128057583617e+03,6.219531367553599921e+00
1.809179813441232227e+03,2.466648553537692301e+00
2.388812186384958295e+03,1.141160046610900869e+00
1.939104646129293542e+03,8.516010455551118463e-01
1.958615236900564696e+03,1.040702325288413777e+00
2.030259105160504078e+03,1.062054294714829039e+00
1.901920385118949980e+03,9.841169642463187817e-01
1.443061834065747234e+03,8.042262218185044498e-01
1.307042493448356026e+03,9.731861038262914487e-01
1.198231826167872441e+03,1.146058520929523761e+00
8.938704546987761432e+02,9.336904243389266833e-01
8.106035196143473058e+02,1.194121179971736613e+00
7.013059176453692771e+02,9.450677344540898694e-01
6.406995850839456352e+02,8.116289529116095247e-01
6.485064962735068548e+02,1.388221350100351970e+00
7.404876626312380949e+02,1.376765233354501516e+00
5.316090141624222269e+02,1.334730764076101917e+00
6.520165433945487621e+02,2.123113019939104174e+00
4.740699366468350036e+02,2.295947989435961123e+00
5.436046763115796239e+02,3.073325780534404750e+00
4.607727912680772988e+02,3.681321753476703318e+00
5.078368815259281064e+02,4.472381584084302197e+00
3.324274324740512725e+02,4.814074565206677647e+00
4.418697875797704455e+02,7.618598806930828360e+00
3.845100864270752936e+02,9.792014566152277055e+00
2.743043751809456694e+02,9.295873351651861682e+00
1.734604267236531427e+02,7.067280106963654163e+00
1.515728607745363945e+02,9.356932011467586463e+00
1.262508256999546887e+02,9.439199234134003191e+00
7.317373319179431235e+01,9.972642016900504558e+00
4.644474629089219775e+01,1.057690315298004258e+01
3.357078548638114057e+01,7.758760561999810790e+00
2.645381211509188191e+01,1.042607162106332197e+01
2.175876935941326451e+01,8.583215519502584101e+00
1.141785189223278429e+01,8.123892712692763141e+00
8.553724123826780712e+00,6.917873769999040690e+00
6.174838985655075163e+00,8.119808711974068061e+00
8.524822893343777963e+00,8.090017918773488859e+00
6.690472930669339569e+00,5.854438594346285107e+00
5.618576561117713197e+00,5.098495061479829893e+00
4.938332249426411913e+00,3.378481158236301241e+00
5.626905357091960269e+00,3.828530030333387124e+00
6.257766869177239677e+00,2.074711208880845259e+00
5.225467129007663303e+00,2.247768215711898776e+00
4.267128756422019720e+00,1.741045970816007094e+00
4.364624763121243589e+00,1.452458162245449991e+00
3.995017612021036335e+00,1.265887006550787008e+00
2.931377942755687638e+00,8.301346130719146066e-01
3.695012002928742323e+00,1.053592678827573570e+00
2.938122100371014067e+00,9.425203911618155184e-01
2.089775827389937835e+00,1.158040542600232703e+00
2.167893048103480602e+00,9.146393888766853886e-01
1.770624256076898773e+00,9.929280568461239520e-01
1.654409866984592137e+00,9.572672471832289753e-01
1.656349664246357989e+00,1.202208006119294792e+00
1.354013830902805360e+00,1.142213297459883092e+00
1.353639365048509013e+00,1.039317294114455059e+00
1.194938923333066727e+00,1.236647562039285608e+00
9.768788862331780898e-01,1.199686300297475583e+00
1.701455842721341094e+00,2.109072110436374103e+00
2.495242919908798207e+00,4.020820778658553252e+00
2.522669681794006635e+00,9.490144207073960558e+00
3.691238707535120067e+00,2.565592464615475166e+01
4.963107937609406939e+00,5.310374931791854891e+01
5.221708138555908540e+00,1.122454081369775878e+02
8.544257268864862809e+00,2.354119800913693155e+02
1.129527154567384528e+01,3.854575761521964523e+02
1.426733054423410607e+01,8.687198531230272920e+02
1.764826637060853542e+01,2.386406401816318066e+03
2.836756294076063156e+01,3.519573164949038983e+03
1.199783964046568610e+06,4.126639610698435234e+01
1.374849100319533609e+06,3.610216954429685643e+01
1.807314445312693948e+06,2.302563610351076306e+01
1.359720036313724006e+06,1.721487850124054830e+01
1.449107657690341817e+06,1.026560833918380844e+01
1.588577206020734971e+06,6.943602021094830157e+00
1.652262306633790955e+06,5.163482862881914492e+00
1.187442325086244149e+06,2.927723375484323487e+00
1.479133536219820846e+06,2.056204878521227464e+00
1.242845004617819330e+06,1.368106508480082750e+00
1.170806306464696769e+06,1.025669749802184505e+00
1.175698738579794066e+06,9.000320758908850749e-01
1.535198042403741041e+06,1.092534557150115937e+00
9.730500674798643449e+05,8.129689824241370655e-01
1.215451060457802145e+06,8.723803405464588545e-01
9.225079300608254271e+05,8.403884591213927058e-01
9.892941792821282288e+05,9.888708585454144551e-01
6.099852494103183271e+05,9.468555808492870041e-01
5.765704071114150574e+05,8.096292678017321665e-01
7.056473572901088046e+05,9.478733390576292717e-01
5.093815663731506211e+05,1.212254347765481910e+00
4.253801177947787801e+05,9.440405341174141762e-01
4.997807398579167784e+05,1.481944842339343094e+00
6.178340113971410319e+05,2.183679527279925203e+00
4.934920176506599528e+05,2.751500368950143383e+00
6.366854365259979386e+05,5.744178542992648850e+00
6.074518035802051891e+05,6.479275687574602038e+00
6.184615818331777118e+05,1.172415318764392289e+01
5.520505334318758687e+05,1.593299874067149702e+01
4.256461632795560872e+05,1.689834410008796439e+01
5.606886265675465111e+05,2.742334917498424929e+01
4.576854676494510495e+05,4.839094246883817618e+01
4.704965838209877838e+05,4.111276925081240563e+01
5.889459787733557168e+05,4.988541232500471523e+01
6.302451386173811043e+05,6.189627143927631181e+01
5.445097659048829228e+05,5.763705258967885925e+01
4.017608917312205886e+05,5.685661237802231938e+01
5.025573205104661174e+05,6.747733425921079231e+01
4.251194343221648596e+05,7.922183878243983202e+01
4.853454642732000793e+05,9.433319619856229110e+01
4.515907218181616045e+05,7.407186952906016586e+01
4.069228196470698458e+05,7.994710773453252273e+01
4.298894371508547920e+05,9.423382224291613340e+01
3.799645827227368718e+05,9.658645917314386509e+01
3.786506823649369180e+05,1.239690109775600888e+02
4.088337763160388567e+05,9.455672179816235712e+01
3.942766529651734163e+05,1.134560296690697783e+02
4.120163498588438961e+05,1.345818318583287692e+02
3.746329694996841135e+05,1.423358205518004240e+02
3.350186910644207965e+05,1.431201133007872954e+02
3.124584277800175478e+05,1.737665704151581565e+02
3.439476361669854959e+05,1.757043086650431292e+02
4.298157179923149524e+05,1.903790677038383592e+02
3.849908225752371363e+05,1.416026465580273452e+02
3.762542671318414505e+05,2.145963571722374184e+02
3.397257142988168634e+05,2.125067238601178872e+02
2.678632409555711783e+05,2.011719721206118834e+02
3.199733639253861038e+05,1.628553798139157891e+02
3.169574089806254487e+05,1.945413793486715406e+02
2.649438694102985319e+05,2.221768073203170104e+02
2.644130149180649896e+05,1.780830915589957613e+02
2.052511195625560358e+05,2.043869299731396154e+02
2.207756753919913899e+05,1.858427244892482406e+02
1.864551413755911344e+05,2.203256141310710063e+02
1.799441587098443415e+05,2.187351998416436345e+02
1.705104905440743023e+05,2.094889075701642014e+02
2.006602723942576558e+05,2.540425930391275244e+02
1.556526752952534880e+05,2.167287790382320054e+02
1.603253421308138350e+05,2.639115621400109148e+02
1.268076783463916217e+05,2.226253203771338747e+02
1.231999894240803987e+05,2.120609168388978958e+02
1.785212634976582776e+05,2.174320686591505591e+02
1.392012907606805966e+05,2.622953161728580085e+02
1.174153277933831559e+05,2.654986380165216246e+02
1.295702876177293219e+05,2.574247202131443260e+02
1.221527917845227785e+05,3.079167376316041214e+02
1.147171183256648073e+05,2.464496395564717659e+02
1.161992643671851984e+05,2.837715092020431484e+02
7.890533809405332431e+04,2.098337249773491351e+02
6.834970529913884820e+04,2.627647475644978954e+02
8.495114601413696073e+04,2.264118430742065868e+02
6.720952409196805093e+04,2.249847703538799237e+02
5.827090032379401964e+04,2.328671318492986870e+02
6.998917307687780703e+04,2.446262746760098992e+02
4.898887575245246990e+04,2.106037647423747217e+02
4.450364617938081938e+04,2.262429778706973593e+02
4.641186262403067667e+04,2.209690576695836057e+02
5.198427755244882428e+04,2.201105596159219999e+02
4.729921237265928357e+04,1.877735687184212736e+02
5.140581104727774073e+04,1.504589269537908365e+02
4.922316770464400179e+04,1.695538209245235919e+02
4.223981109090292739e+04,1.512462969827343500e+02
3.394190954010854330e+04,1.744783741280242566e+02
3.016845178101151396e+04,1.548709227838245113e+02
3.785854715636269248e+04,1.175474160488771957e+02
2.690449573504087311e+04,1.431424268721321766e+02
2.704425305141457648e+04,1.099951074129966884e+02
2.897874272056950940e+04,1.020349853379677540e+02
2.453788070868431532e+04,1.259298587678114671e+02
2.370283169923576133e+04,1.135489241533182536e+02
2.318279431819658930e+04,9.664024439505487862e+01
3.076722317413691781e+04,9.431673427015367395e+01
2.329831634503982787e+04,8.840743598671681980e+01
2.434834883767266365e+04,7.960726828294625079e+01
2.171970961671473560e+04,8.770200225471489830e+01
2.319362421981091757e+04,8.206744173619524929e+01
1.976478848621639918e+04,6.376669221495485118e+01
2.515837807374117619e+04,7.182562465880469915e+01
1.870987278572620562e+04,4.720368855358707094e+01
2.415205240225438683e+04,6.638836798359695024e+01
2.176698483313524775e+04,4.661572743492241955e+01
2.401147299628133624e+04,4.372200221495981509e+01
2.098619816176156382e+04,3.916940002277515731e+01
2.595082443372851048e+04,4.375708860030435687e+01
1.991012072704356251e+04,3.615365760744507639e+01
2.431953003253045244e+04,3.031928481793464769e+01
1.925262356239175642e+04,2.031089460175043016e+01
1.739748006000988971e+04,1.053356452296155865e+01
1.808715805310420910e+04,8.140332552187084403e+00
1.692364203816524241e+04,6.530452936590572577e+00
2.248097355725881062e+04,3.896335098815244091e+00
2.632547629574699022e+04,4.167757935670598712e+00
1.719306655895340737e+04,2.268235768485387993e+00
1.745563526836410165e+04,1.420790520023446524e+00
2.314525712713633766e+04,1.466960478136838830e+00
1.971368609891672168e+04,1.017171418945958861e+00
1.571818884152702594e+04,8.169542112239854825e-01
1.633634912267647451e+04,9.733587902137292858e-01
1.452187554684242241e+04,9.867602539342832380e-01
1.203349781178559169e+04,8.666669880902684309e-01
1.489574392205683398e+04,8.831228207364776317e-01
1.289667057242226656e+04,1.124882930884572918e+00
8.685825486018291485e+03,9.784568705532342703e-01
8.788410656967265822e+03,1.130192462988619306e+00
9.731953166540350139e+03,9.282215288828348232e-01
7.544508332641243214e+03,9.944905220534474566e-01
7.249181485904367037e+03,2.151375671720156646e+00
6.967218372688577801e+03,4.211983001106307967e+00
7.432677931234226890e+03,6.743092849473231176e+00
8.030087746583145417e+03,1.079716754979729210e+01
6.866109151149269564e+03,1.804460311464528743e+01
6.898747867281989784e+03,3.345649563859937103e+01
8.431195517670750633e+03,6.963202871079923284e+01
7.995701767435431066e+03,1.563130275041350217e+02
8.684754191514986815e+03,2.673856543801770727e+02
6.463005456420177325e+03,4.373661379363155106e+02
6.451288126579986965e+03,4.330342868835338663e+02
