x,y
3.147664158482406105e+00,3.639171981710619093e+03
2.997638996331394523e+00,3.627700225828995372e+03
4.627218451527772558e+00,5.377226884906001942e+03
4.262877506591162380e+00,3.688956072161684915e+03
4.692597926563515820e+00,4.253995633148656452e+03
6.230246661145768527e+00,4.924145025816148518e+03
6.815058429655876715e+00,3.600034574165395497e+03
7.945839704471824305e+00,5.434619115759240231e+03
8.903039100097565495e+00,5.335507594374004839e+03
1.451887637996670755e+01,4.013988760890221329e+03
1.512709925767735442e+01,3.835972042921305274e+03
1.447699787587904829e+01,3.554186532586650173e+03
2.038089759329713146e+01,1.887224254794668468e+03
2.755208385189113329e+01,1.406990782048087340e+03
3.097102272530695544e+01,6.853737129916903541e+02
4.826712372163729725e+01,3.757258501503613388e+02
4.905646823265067979e+01,2.642170198929772482e+02
5.937751152446836045e+01,1.409313126768085453e+02
7.614575394377575890e+01,7.498365622638318939e+01
9.722025367714178401e+01,6.112088645226631911e+01
8.862485376379099478e+01,2.935169525684604608e+01
1.584648809586147422e+02,1.525915548645686037e+01
1.733072198935441861e+02,2.277504453720978717e+01
2.021034076369932109e+02,2.994361625923025727e+01
1.997717578427970295e+02,6.422748072656391116e+01
3.445506640851090197e+02,1.034358795957353152e+02
3.176451405327907196e+02,1.794733010015039838e+02
4.013803456932438962e+02,3.475106590271721529e+02
5.674216264233562015e+02,4.657244445673711084e+02
5.675741077494578803e+02,7.544198994902118329e+02
9.939603986958926498e+02,1.725677346491492017e+03
9.664178900406499224e+02,3.047240952361578820e+03
1.376024610417095118e+03,4.648486762660018940e+03
1.623814974291399494e+03,3.547171918382930926e+03
1.553814302319442504e+03,4.075735884607656317e+03
2.109463604949959063e+03,4.990409589370453432e+03
2.458812959613985640e+03,4.658575505245934437e+03
3.340478638827918985e+03,4.807344361056476373e+03
2.649201492108070852e+03,4.800633670892098962e+03
3.585965069298343224e+03,4.486522626077543464e+03
4.698852762637513479e+03,4.380204135217456496e+03
6.160084218154805058e+03,4.383783359631312123e+03
6.976898567334465042e+03,5.218369022247044086e+03
6.426981233971936490e+03,3.435397606565100432e+03
7.373720569068241275e+03,1.903114836457362799e+03
7.388310725450141945e+03,6.530591726134650798e+02
5.912727095385973371e+03,3.024537011795067087e+02
6.370938145942064693e+03,1.515607283256412074e+02
6.238685531331269885e+03,6.619569023640714533e+01
