x,y
3.208780474840337238e+00,4.443448708963347599e+03
4.168558655454317474e+00,4.658196460172576735e+03
5.327728151036643212e+00,4.696608697141899938e+03
4.805403626018074803e+00,3.766089773275191419e+03
5.564280621218760103e+00,5.474688141652256490e+03
6.541230335792015183e+00,4.669854581160959242e+03
6.741870322196706233e+00,5.454948961989435702e+03
1.097230328873874861e+01,5.043832259230698583e+03
9.070126235367439449e+00,5.448545141097892156e+03
1.573092517552897540e+01,4.797655839164221106e+03
1.303674403963809780e+01,3.999100062387584330e+03
2.041432533987797626e+01,4.326017013933307680e+03
2.057644485240678378e+01,1.890908484611017229e+03
3.304279900591812691e+01,1.215664171716341116e+03
3.900866176155747667e+01,7.714322368885440255e+02
4.122739095524738673e+01,3.953533883585398030e+02
5.830743636971609334e+01,2.489305343359509379e+02
4.865930683913659749e+01,1.709545614903940134e+02
6.386949431101626828e+01,7.899592198800503695e+01
7.074588830305157217e+01,5.824622015049858703e+01
9.485300737752893951e+01,2.797028720415173098e+01
1.482561033016251884e+02,2.242197133533858633e+01
1.590727187868040460e+02,2.104433331166723065e+01
1.785752543351227928e+02,4.175348743616191882e+01
2.172503257002711052e+02,6.874007741519076831e+01
3.118800373764743767e+02,1.007807853293176805e+02
4.512259749167001814e+02,1.466615154654411413e+02
4.523300570191562997e+02,2.896111123450361902e+02
6.527233813710030290e+02,5.406782340475439241e+02
5.615372952949359160e+02,1.055494530216619069e+03
6.981558959004859162e+02,1.562720566072335941e+03
1.245318298965619988e+03,2.302418940428908627e+03
1.421108931165011199e+03,4.620514481283022178e+03
1.323121358795489641e+03,3.981074507508378701e+03
1.730281374923981048e+03,5.240483462471754137e+03
1.895573738685324770e+03,4.920373008571695209e+03
2.504929037578967382e+03,3.648713642206019358e+03
2.156011123683665573e+03,3.808894503501606778e+03
3.706110041340345106e+03,5.510769867401583724e+03
4.338672567736585734e+03,4.982828947725585749e+03
3.795117174701447766e+03,4.255499170527354181e+03
5.474031615974790839e+03,5.346325568062886305e+03
6.284398034686316350e+03,3.850647169951594606e+03
7.457049651855623779e+03,3.013297693551232442e+03
7.772530845007337120e+03,1.857779987672100333e+03
5.988771436817887661e+03,8.983117033855404543e+02
7.395311887360933724e+03,4.303612558067646887e+02
7.965066349087246635e+03,1.347805633438428288e+02
7.661684095171843182e+03,8.018836687682184561e+01
6.228465005079531693e+03,3.086789254342203748e+01
5.569419165612850520e+03,1.328235370022221495e+01
8.159154577831642200e+03,6.754936609084106536e+00
7.119158501843110571e+03,3.585847203152902729e+00
7.472125867771691446e+03,1.648186247196840037e+00
6.146065530673727153e+03,9.238948454449477099e-01
6.372336994274716744e+03,9.397563782628620688e-01
6.359709455727976092e+03,1.023019202887468504e+00
4.174276556981603790e+03,1.119501301066550658e+00
3.739622355514583887e+03,8.013759953316211826e-01
4.225272635376644757e+03,1.031604058647894950e+00
3.273072730552247776e+03,8.939017648644190794e-01
2.484729775806616999e+03,9.901610412231318659e-01
2.363222993769021741e+03,1.196112711016775965e+00
2.890121101926398751e+03,9.747090931536749325e-01
1.839571213022625443e+03,8.634085155928236111e-01
1.983370917049569471e+03,1.677163795520471457e+00
2.594445709267051825e+03,3.269905016819929067e+00
1.853481166917196560e+03,7.819472647217777350e+00
2.196559731252472375e+03,1.219883882926789020e+01
2.301200432953758991e+03,2.318167901890587856e+01
2.447995267449264247e+03,5.153934975252065698e+01
2.545241752329801784e+03,1.169793897241153218e+02
2.386133902625523206e+03,2.128394760489494217e+02
2.752424278412829153e+03,4.577690078411700370e+02
1.908140306962670138e+03,1.053682014940075760e+03
1.706882621755440141e+03,1.436746090985019009e+03
2.121954800715386682e+03,7.063215343503558188e+02
1.269681199799049182e+03,5.904983057023176798e+02
1.428218978422144801e+03,2.407205351289829309e+02
1.037710927511478531e+03,1.698477717010488277e+02
8.774947933216005822e+02,9.163093158467637522e+01
7.051528986140923507e+02,6.390948713279662741e+01
6.072320275128362255e+02,3.074628771049378528e+01
4.073174267049511741e+02,2.296443411689018888e+01
3.980155395875701174e+02,1.424426162857531963e+01
3.321379253952705426e+02,7.158548788757565617e+00
2.311088187588198082e+02,5.526591393189224988e+00
2.730333460265215422e+02,5.286506549077789607e+00
1.581150305488319248e+02,4.579109626517603893e+00
