x,y
4.827485263923508541e+01,1.232327910230599173e+03
4.507745303480219690e+01,1.171567271152905278e+03
3.560864429842815326e+01,9.150994797465735928e+02
3.275867069096972983e+01,5.038558937923050394e+02
2.576022365169340134e+01,3.679163020102183737e+02
2.723199605016326075e+01,2.421497113085667081e+02
2.871272613928474371e+01,1.707437322599240588e+02
2.438235604446489191e+01,1.736902650321277406e+02
2.050829287285774072e+01,1.315418397864808355e+02
1.768894979049347427e+01,9.752984882145088363e+01
1.953072862200606963e+01,5.761214522979552299e+01
1.212739018636626476e+01,3.815986704396149776e+01
1.091902644042334281e+01,2.609295434324330287e+01
1.160535152780633261e+01,2.065651299167546995e+01
1.349706197711267208e+01,1.929771258421282809e+01
2.188531370561986833e+01,2.645608236837508187e+01
1.871661112932497417e+01,2.094746429039081903e+01
3.165757602931251924e+01,2.695938477745024642e+01
4.140514242359611785e+01,2.462258778256177294e+01
4.021580588418163416e+01,2.572806518619394467e+01
5.549188430334774580e+01,1.873843252611901278e+01
8.085839418054369787e+01,2.128890003805209830e+01
9.064979933827264347e+01,2.782235124222861700e+01
1.171051895374982053e+02,2.744982154054202184e+01
1.590378720740837082e+02,2.511702897021708480e+01
2.225816552394232133e+02,2.203283504630891798e+01
2.075791430117772620e+02,1.882726822293582813e+01
1.806752133435132635e+02,2.491689004164369692e+01
2.323854187513464638e+02,3.908501743493943792e+01
1.993985530312309322e+02,4.993251600659546341e+01
1.216094965320849042e+02,8.861067423411024890e+01
1.436109350751153215e+02,1.333324522690775211e+02
1.117521372794845291e+02,1.249687829081157275e+02
1.084531594401483119e+02,2.404534320118360995e+02
1.137818905454114145e+02,2.970016466447224275e+02
8.860494732554953146e+01,4.952999609099488225e+02
7.605354734625673530e+01,4.436806581370008189e+02
5.173914668889848656e+01,6.952214553827825512e+02
5.778416598041618357e+01,9.603076684331474553e+02
4.593661029204575641e+01,1.641117123789512107e+03
2.377572727675972786e+01,3.671365302766474088e+03
3.474149118367117239e+01,4.024005372077831453e+03
4.080945766950694775e+01,3.831638518714381917e+03
4.012672750201035399e+01,3.575444649385078719e+03
3.882368244570784555e+01,4.617023632660517251e+03
4.675665492352231212e+01,4.148827646732101130e+03
6.036771814164825400e+01,3.798998601846194106e+03
5.934607523409086838e+01,4.011634051701133558e+03
7.882352127780430351e+01,4.994317677360279959e+03
8.404215085426227461e+01,4.788829634102517048e+03
7.233288699420663193e+01,3.836742689669591073e+03
1.115995907744770932e+02,3.801722410670080535e+03
1.311602069249135809e+02,2.724863848898045489e+03
1.598350767683587037e+02,1.340645609579951952e+03
2.467576966213999583e+02,4.966434241629116286e+02
3.018454222330559560e+02,2.793204154353877584e+02
3.532865436687637839e+02,1.043421769618987440e+02
5.817090449312232749e+02,6.534673476846606377e+01
7.948444243509086391e+02,2.297716854225354410e+01
1.067148156898304251e+03,9.701937820821468605e+00
1.237574634459483605e+03,4.891343853631188843e+00
1.478521522311385752e+03,3.112650942976743718e+00
2.145032925960674220e+03,1.021479649788177735e+00
1.766257974217829542e+03,1.069573336656900020e+00
1.588866499019163030e+03,1.222656329958572874e+00
1.741625282672868934e+03,1.000291482514740871e+00
1.370457396932147276e+03,1.256447699261751261e+00
1.280188192748213169e+03,1.140920003980162800e+00
1.406199514875768500e+03,9.110002475197688243e-01
1.462267149451158048e+03,8.447251193794541591e-01
9.340357980731079124e+02,1.194759437203140262e+00
9.115261661313846844e+02,9.090533580060676799e-01
