x,y
4.970959071344604752e+01,1.685178527314669736e+03
3.657335060549659289e+01,1.195636904996858448e+03
4.881776035645769696e+01,6.471926655334524412e+02
3.271217534333484167e+01,6.244132900478355168e+02
3.321535213168258593e+01,3.815108295640135907e+02
2.748659275414948411e+01,3.449635928131931450e+02
3.147865247982857539e+01,2.413551580020006213e+02
2.761596325325515267e+01,1.701073243920563129e+02
2.404773424433518514e+01,1.282842483912359057e+02
1.824064310524801158e+01,6.828523809835652969e+01
1.732409794607123743e+01,6.151794464084478165e+01
1.350610377209203428e+01,3.426060025613553961e+01
1.478677703696439849e+01,3.346164098015252364e+01
1.153780405968797673e+01,2.221198769354390024e+01
1.387474293578732620e+01,1.925852569362336553e+01
2.053347495740739603e+01,1.898146680621248805e+01
2.011434770255347004e+01,2.004808009443754457e+01
2.731265534522420424e+01,2.741145503817421059e+01
4.198956078971229999e+01,2.054854392140420671e+01
3.680985484528930129e+01,2.401920639828334458e+01
7.264322367789310420e+01,2.254825631433174848e+01
6.888153293223538753e+01,2.072742617605713988e+01
1.156032592969766313e+02,2.454469261086759246e+01
1.397556644227621234e+02,2.783370828170715328e+01
1.460673753817302440e+02,2.662707507677696483e+01
1.571778200908829888e+02,2.010775695272943508e+01
2.046369871583457325e+02,1.849522832117821736e+01
2.431872920062532160e+02,3.806704303365500408e+01
1.544562517665064547e+02,4.464844811942357694e+01
1.815394894017413208e+02,6.905156648695371757e+01
1.361545877036263619e+02,7.150953924500269920e+01
1.254511725875959769e+02,1.363938000619987179e+02
1.069204527213674538e+02,1.392929343539606464e+02
1.129443850801783213e+02,1.817988930912290186e+02
8.177855219089558148e+01,3.585548610557490292e+02
8.826437178195944000e+01,4.252358880432972796e+02
7.076174981200618674e+01,6.914211580951581482e+02
6.153034509537476993e+01,8.730014638876866684e+02
6.455578769721323340e+01,9.119934523579845518e+02
4.394689252785880740e+01,1.412764203638290610e+03
2.490970505339668506e+01,3.969244490112039784e+03
3.249445812874853345e+01,3.583483012608043737e+03
4.031388125556991042e+01,3.694828534111437421e+03
3.964214111720869482e+01,4.561607959715521247e+03
4.547685085026028418e+01,3.717290647633879416e+03
4.829066672908060553e+01,5.271710177480583297e+03
5.061471299572482252e+01,3.620436467157292554e+03
7.534303410888519181e+01,5.087001436059776097e+03
6.632154541409084914e+01,3.785877805811591770e+03
8.494745697537049978e+01,4.397461227932964903e+03
7.726083731917819364e+01,4.054833783753655553e+03
9.643882531205129283e+01,3.989456975412489555e+03
1.432061597538609306e+02,2.772185730642214367e+03
1.343066789195363526e+02,9.728858221726816282e+02
2.151366848742482887e+02,4.597781001493916051e+02
2.770494456125708780e+02,2.550238861895336129e+02
3.661514667450676939e+02,9.497802845302054209e+01
4.561113244909889772e+02,4.630166043652887709e+01
6.815549083534971260e+02,2.658977471002040716e+01
1.065434466721943863e+03,1.011395226549093351e+01
9.969136341556418301e+02,5.667196905542788876e+00
1.556048972556959825e+03,2.432357695302969081e+00
2.450151350639666362e+03,1.470982520569603214e+00
1.911437655047839826e+03,8.616048022227239533e-01
2.314608296857371897e+03,8.979005552406836843e-01
2.054332900745997449e+03,1.163671313031110932e+00
1.867959747227118442e+03,1.251845223919314298e+00
1.634073493987274560e+03,1.105863036416983691e+00
1.117342424015867437e+03,9.424104527814445298e-01
1.168792051073774928e+03,8.146908574546366522e-01
1.219580741391437869e+03,8.863323732101431318e-01
8.398976556561850657e+02,1.048837620558143557e+00
9.401277353422066199e+02,8.848792793588804440e-01
8.343775855839966198e+02,9.400165748052464743e-01
8.170592562151397260e+02,1.013179368866258478e+00
7.585205044742766631e+02,1.123073938891488321e+00
5.775149687368895002e+02,1.412198354912549858e+00
7.133651674504781113e+02,1.893030185847323077e+00
5.142307607505241549e+02,2.599712910993229098e+00
4.333702551526465072e+02,3.513801829085450024e+00
4.017781503443186466e+02,4.101672312557121280e+00
4.876460302157440196e+02,4.864229866441708516e+00
4.148582850632929535e+02,5.220373034480028096e+00
4.765310256429319224e+02,5.569962466509196020e+00
3.145499023260753120e+02,8.695463747102717633e+00
3.489152629134920858e+02,6.886173784813267140e+00
2.016750431784622890e+02,1.040298852919618078e+01
1.218822830471055170e+02,8.315709614536647365e+00
9.809666971555137138e+01,9.679267600117645642e+00
8.864765568980143939e+01,8.597946114239276127e+00
5.552264696461102744e+01,1.031064509914187255e+01
4.152689413814903929e+01,7.236121941165371219e+00
2.664845004715926180e+01,7.280810294059101295e+00
1.530768470912162194e+01,7.092966326295548463e+00
1.505438857774694483e+01,8.019079138858451472e+00
1.116789522262782341e+01,7.821156988884157890e+00
7.919769639261966532e+00,7.107856112370492419e+00
8.349896074113742017e+00,6.816759425769507885e+00
7.096318579612250765e+00,5.915524127582134639e+00
7.135227356303152746e+00,5.010008184919730212e+00
5.659204981174604576e+00,3.608699062560990267e+00
5.953054835662133115e+00,2.488759072421921736e+00
5.268207016780153573e+00,2.472809754693026552e+00
3.872060921405615197e+00,2.053162726672290717e+00
4.504295919406564153e+00,1.451991145005664174e+00
3.255321724394874661e+00,1.266799243239491002e+00
4.141844257906493354e+00,1.117302122012536092e+00
4.205208463007958919e+00,8.360125641095600413e-01
