x,y
2.680398114696009415e+00,3.807682699384538410e+03
3.546385829685283930e+00,4.773821619926391577e+03
5.019102373813979945e+00,4.939912833982533812e+03
4.410759593617602725e+00,3.540842985820591366e+03
6.554181368319707879e+00,5.280385891452831856e+03
6.421252573160213473e+00,5.286991166249930757e+03
9.374643803092030936e+00,4.425382185943855802e+03
7.988147957847258063e+00,4.320596710775200336e+03
1.206209898837185435e+01,3.736467102593483560e+03
1.441269853393026423e+01,4.912659162068724982e+03
1.514756369759834342e+01,5.556120471525535322e+03
2.210071108317886512e+01,3.355661483761845375e+03
2.025045254046285592e+01,1.752017534690666707e+03
3.072857018813275332e+01,1.296994046968394741e+03
3.691463768817225599e+01,7.419033054071583138e+02
4.370751180862545482e+01,3.748437561655426862e+02
4.201269394220704356e+01,3.086599493538295178e+02
6.279150513226719710e+01,1.810515054653665175e+02
6.892042991033078181e+01,7.562519754371788849e+01
1.001998647647269536e+02,4.632838762536697885e+01
8.621200478173153670e+01,2.708764341601504810e+01
1.526551412914548393e+02,1.651517308923377669e+01
1.312339843332552505e+02,1.725351751673964174e+01
1.971254306001732459e+02,3.499978220812374019e+01
2.641625625316733590e+02,6.372514681548918247e+01
3.713573260466528723e+02,8.297012898333588282e+01
4.527954771202181519e+02,1.845765047139218780e+02
4.872183299743900307e+02,2.527184479912251334e+02
4.473780333391634372e+02,5.599288992794508886e+02
8.048890463762207901e+02,7.955513331602155631e+02
7.096208425776691229e+02,1.191385436359272262e+03
1.067143303631354456e+03,2.695353038609589930e+03
1.071037319531961657e+03,4.049772929876876788e+03
1.331565960668429852e+03,3.823334359691416012e+03
2.033755725301741904e+03,3.551151730566205515e+03
1.557244012025499615e+03,4.027459979713747998e+03
2.129680841769712970e+03,4.930253032198838810e+03
3.280435986599270109e+03,4.603111884088608349e+03
3.306074182717281474e+03,5.454212884306111846e+03
3.170812342696111045e+03,5.071731550587527636e+03
3.555529221906930161e+03,5.048928132920543248e+03
4.444927008801070770e+03,4.778023021498494018e+03
5.894227266112073266e+03,5.300408771029668969e+03
5.342529948033541586e+03,3.662660154761050308e+03
6.707026362505578618e+03,2.085514615660484651e+03
6.853254585663309626e+03,8.724260420842738313e+02
7.384337385073336009e+03,4.081203836312856765e+02
5.342490062911540008e+03,1.400385837216171296e+02
5.847764754073974473e+03,6.119493502539195617e+01
6.436579287044699413e+03,3.000839256687599033e+01
5.418980563758213066e+03,1.474494373868292207e+01
5.519944554719723783e+03,5.792602698555145757e+00
7.438834855120864631e+03,3.492358393511211911e+00
5.436744860520338079e+03,1.489922738198975471e+00
6.363064100641477125e+03,1.054829492198166907e+00
4.767941548152094583e+03,8.737908166774770446e-01
4.242874374135192738e+03,8.795172597643291512e-01
3.734522997106121238e+03,8.265161821090940553e-01
