Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Soricomorpha,Soricidae,Crocidura,hildegardeae,Crocidura hildegardeae,-999,10.28,-999.0,-999.0,-999.0,-999.0,29.9,11.5,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,347.22,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,730;1822;2399;2655,-999.0,-999.0,-999.0,-999.0,1955205.86,4.96,-4.64,0.16,36.82,16.78,26.8,0,43.36,2.0,0.15,131.45,233.67,1383.7,1595.35
Cetacea,Delphinidae,Sotalia,fluviatilis,Sotalia fluviatilis,3,42833.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,310.25,1,-999.0,-999.0,-999.0,0.97,-999.0,-999.0,-999.0,-999.0,-999.0,4.0,-999.0,9.0,-999,-999,3,-999.0,-999.0,-999,890;905;1297;1577;2151;2475;2655,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus lineatus,-999,24.34,46.59,-999.0,-999.0,-999.0,32.19,21.9,2,-999.0,107.97,1,-999.0,-999.0,-999.0,0.99,2.0,122.4,8.3,46.5,-999.0,-999.0,-999.0,-999.0,-999,2,2,-999.0,-999.0,-999,196;543;889;1297;1658;1822;1948;2151;2655;3035;3036;3037;3038,-999.0,-999.0,-999.0,-999.0,6717965.67,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0,38.44,1.0,0.09,118.26,211.12,1128.68,1399.18
Artiodactyla,Cervidae,Muntiacus,crinifrons,Muntiacus crinifrons,-999,18590.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4,-999.0,195.57,-999,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,2,-999.0,-999.0,-999,200;653;899;3010,-999.0,-999.0,-999.0,-999.0,128303.4,31.8,27.08,29.44,120.6,116.66,118.63,99,327.45,105.0,0.05,117.9,142.0,1020.0,1047.24
Chiroptera,Natalidae,Natalus,stramineus,Natalus stramineus,-999,5.68,38.86,-999.0,17.0,-999.0,-999.0,-999.0,1,-999.0,244.85,1,-999.0,-999.0,-999.0,0.99,1.0,57.96,1.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,3,50.53,4.14,-999,465;657;889;1297;1658;2040;2143;2151;2655;2750,-999.0,-999.0,-999.0,-999.0,3998095.4,30.42,-22.96,3.72,-34.79,-112.03,-73.41,0,48.8,1.0,0.1,120.63,230.73,1097.42,1522.72
Rodentia,Caviidae,Dolichotis,patagonum,Dolichotis patagonum,3,8000.0,-999.0,663.84,-999.0,243.33,-999.0,-999.0,2,-999.0,97.97,2,0.69,0.83,99.61,1.75,3.5,168.0,578.96,-999.0,-999.0,69.0,216.03,2.0,8,1,1,76.28,-999.0,-999,511;539;543;890;1044;1297;1573;2151;2655;2788,-999.0,-999.0,-999.0,-999.0,824849.06,-27.06,-46.29,-36.67,-61.81,-71.46,-66.63,0,6.05,0.0,0.09,26.12,123.6,350.51,810.75
Chiroptera,Vespertilionidae,Scotophilus,viridis,Scotophilus viridis,-999,19.81,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,3,-999.0,-999.0,-999,1257;1297;2151;2655,-999.0,-999.0,-999.0,-999.0,11311741.69,14.4,-29.7,-7.65,42.25,-16.82,12.71,0,36.14,1.0,0.14,108.74,234.29,1062.18,1527.45
Carnivora,Felidae,Lynx,pardinus,Lynx pardinus,-999,11050.0,-999.0,960.08,-999.0,-999.0,-999.0,-999.0,1,-999.0,69.44,1,7.19,7.2,-999.0,2.5,-999.0,-999.0,-999.0,-999.0,0.32,-999.0,-999.0,-999.0,-999,1,3,-999.0,-999.0,-999,542;1113;1297;1573;2655,-999.0,-999.0,-999.0,-999.0,27058.5,43.05,36.84,39.94,2.43,-8.26,-2.91,5,36.98,10.0,-0.003119629,48.41,133.69,474.5,972.28
Chiroptera,Hipposideridae,Hipposideros,lamottei,Hipposideros lamottei,-999,-999.0,55.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,1658;2151,24.9,-999.0,-999.0,-999.0,452875.3,9.89,5.71,7.8,0.02,-12.36,-6.17,3,45.56,5.0,0.1,141.3,259.36,1223.53,1546.69
Carnivora,Canidae,Vulpes,cana,Vulpes cana,1,988.5,-999.0,425.92,-999.0,-999.0,-999.0,-999.0,6,150.0,57.35,1,1.17,1.52,-999.0,2.0,-999.0,120.0,29.0,-999.0,1.25,-999.0,380.55,-999.0,-999,1,2,44.74,-999.0,-999,543;966;1113;2655,-999.0,-999.0,-999.0,-999.0,2162391.85,40.82,13.29,27.06,68.31,29.73,49.02,0,33.51,1.0,0.15,19.76,165.74,240.12,1247.38
