Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Chiroptera,Vespertilionidae,Myotis,austroriparius,Myotis austroriparius,-999,7.35,38.0,-999.0,-999.0,365.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,1.88,1.0,72.0,1.12,-999.0,-999.0,-999.0,188.68,-999.0,-999,2,-999,46.8,-999.0,-999,1006;1297;1413;1516;1658;1705;2151;2215;2352;2427;2602;2655,-999.0,-999.0,-999.0,-999.0,873318.39,39.51,26.78,33.14,-77.14,-95.76,-86.45,1,43.91,6.0,0.05,102.72,178.18,998.26,1108.45
Cingulata,Dasypodidae,Dasypus,novemcinctus,Dasypus novemcinctus,2,3949.01,-999.0,442.79,0.0,-999.0,866.97,3510.0,5,-999.0,134.0,2,0.04,0.03,-999.0,3.96,-999.0,180.0,96.48,-999.0,20.37,-999.0,511.16,1.0,4,1,2,136.87,-999.0,-999,454;543;730;889;890;905;966;1171;1172;1297;1757;1822;1914;1928;1946;2151;2431;2649;2655,-999.0,-999.0,-999.0,-999.0,17080218.63,40.84,-31.88,4.48,-34.79,-108.7,-71.74,0,30.67,0.0,0.1,132.38,225.09,1181.55,1448.33
Rodentia,Echimyidae,Thrichomys,pachyurus,Thrichomys pachyurus,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Primates,Cercopithecidae,Trachypithecus,laotum,Trachypithecus laotum,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,1544,-999.0,-999.0,-999.0,-999.0,3111.96,18.22,17.64,17.93,105.04,104.28,104.66,9,28.81,9.0,0.09,169.2,226.01,1085.89,1312.18
Primates,Pitheciidae,Cacajao,calvus,Cacajao calvus,3,3421.04,-999.0,540.55,-999.0,1306.7,-999.0,-999.0,4,-999.0,180.0,1,-999.0,-999.0,775.62,1.01,-999.0,324.0,-999.0,-999.0,15.1,-999.0,1262.74,23.7,-999,2,2,339.29,-999.0,-999,208;543;890;996;1015;1297;1544;1547;1848;2151;2251;2344;2655;2660;2986,-999.0,0.75,-999.0,-999.0,103819.04,-1.84,-9.62,-5.73,-65.4,-74.59,-69.99,0,2.02,0.0,0.08,211.86,255.26,1515.98,1535.61
Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Dasycercus cristicauda,2,99.54,-999.0,175.0,-999.0,-999.0,46.62,91.0,2,-999.0,38.99,2,-999.0,-999.0,365.0,6.5,1.0,84.0,-999.0,-999.0,-999.0,1.0,364.12,-999.0,-999,1,3,105.85,20.97,-999,511;543;955;1015;1297;1412;1760;1822;2655,-999.0,-999.0,-999.0,-999.0,913420.52,-18.34,-31.7,-25.02,139.93,114.47,127.2,0,0.009012388,0.0,0.0,20.59,226.16,303.31,1346.21
Rodentia,Capromyidae,Mesocapromys,angelcabrerai,Mesocapromys angelcabrerai,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,2,-999.0,-999.0,-999,2151,-999.0,-999.0,-999.0,-999.0,3.55,21.57,21.53,21.55,-78.75,-78.77,-78.76,87,87.0,87.0,0.07,111.0,246.0,-999.0,-999.0
Rodentia,Muridae,Leopoldamys,sabanus,Leopoldamys sabanus,-999,347.61,-999.0,228.41,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,3.33,-999.0,24.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,456;1268;1297;1787;2152;2506;2655,-999.0,-999.0,-999.0,-999.0,2396697.79,23.55,-8.78,7.38,119.26,95.18,107.22,1,134.62,4.0,0.12,204.74,239.67,1433.88,1632.13
Pilosa,Bradypodidae,Bradypus,pygmaeus,Bradypus pygmaeus,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,3.43,9.1,9.09,9.09,-81.54,-81.56,-81.55,7,7.0,7.0,-0.22,-999.0,-999.0,-999.0,-999.0
Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Lagorchestes hirsutus,1,1407.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,1,-999.0,-999.0,125.0,1.0,-999.0,96.0,-999.0,-999.0,18.13,-999.0,373.77,8.0,-999,1,1,150.0,499.99,-999,511;899;955;1412;1760;1848;2655;2986,-999.0,1.89,-999.0,-999.0,89.5,-24.76,-25.27,-25.01,113.16,113.05,113.11,0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0
