Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Chiroptera,Pteropodidae,Pteropus,vampyrus,Pteropus vampyrus,-999,1027.54,200.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.99,1.0,-999.0,-999.0,-999.0,-999.0,1500.0,-999.0,-999.0,-999,2,1,104.69,-999.0,-999,78;196;212;360;1297;1439;1621;1658;2017;2151;2295;2655;2719;2885;2910,-999.0,-999.0,-999.0,-999.0,2034681.18,18.65,-10.62,4.01,127.3,95.18,111.24,0,165.58,4.0,0.13,217.99,249.98,1525.79,1714.19
Macroscelidea,Macroscelididae,Elephantulus,rufescens,Elephantulus rufescens,2,52.78,-999.0,249.83,0.0,144.0,56.86,53.0,5,-999.0,57.0,1,0.002648142,0.0030428,92.6,1.41,-999.0,72.0,10.29,-999.0,200.0,-999.0,61.87,1.0,6,1,2,24.85,-999.0,-999,477;543;775;966;1297;1573;1585;1657;1822;1834;1901;1947;2113;2114;2115;2151;2390;2391;2392;2655;2842,-999.0,2.2,-999.0,-999.0,1140379.85,10.33,-7.94,1.19,45.94,29.12,37.53,0,40.38,1.0,0.11,54.57,236.1,786.77,1586.51
Rodentia,Erethizontidae,Echinoprocta,rufescens,Echinoprocta rufescens,-999,831.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2655,-999.0,-999.0,-999.0,-999.0,32259.39,1.66,-3.52,-0.92,-75.8,-78.51,-77.15,2,23.17,2.0,0.13,207.19,206.06,1374.84,1395.21
Rodentia,Dasyproctidae,Dasyprocta,mexicana,Dasyprocta mexicana,3,4999.99,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,1,1,140.0,-999.0,-999,905;2151;2655,-999.0,-999.0,-999.0,-999.0,70505.63,19.41,16.73,18.07,-92.56,-97.39,-94.97,6,78.32,12.0,0.07,139.62,244.82,1246.28,1570.05
Chiroptera,Rhinolophidae,Rhinolophus,mehelyi,Rhinolophus mehelyi,-999,14.03,48.5,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,3,-999.0,-999.0,-999,196;679;1658;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,2078525.97,47.89,28.21,38.05,52.72,-9.49,21.61,1,133.41,10.0,0.04,47.24,123.7,451.06,961.77
Artiodactyla,Cervidae,Muntiacus,putaoensis,Muntiacus putaoensis,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,42695.33,27.89,25.55,26.72,98.61,95.97,97.29,1,7.79,1.0,0.05,194.24,142.94,1188.0,1274.6
Primates,Cheirogaleidae,Phaner,pallescens,Phaner pallescens,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,43081.65,-15.2,-23.1,-19.15,47.07,43.75,45.41,2,9.07,3.0,0.19,83.91,244.48,870.02,1577.4
Diprotodontia,Pseudocheiridae,Pseudochirulus,herbertensis,Pseudochirulus herbertensis,-999,1098.34,-999.0,-999.0,-999.0,486.66,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,332.0,1.89,1.05,-999.0,0.17,-999.0,899.99,-999.0,544.23,-999.0,-999,2,-999,159.09,117.5,-999,955;1297;1412;1760;2644;2655,-999.0,-999.0,-999.0,-999.0,10352.35,-16.45,-18.38,-17.41,145.86,144.9,145.38,0,10.26,0.0,0.06,126.29,209.01,1178.57,1652.93
Artiodactyla,Cervidae,Muntiacus,reevesi,Muntiacus reevesi,-999,13499.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,214.24,-999,0.12,0.11,215.25,0.98,-999.0,-999.0,1050.0,-999.0,0.67,-999.0,295.12,-999.0,-999,-999,1,-999.0,-999.0,-999,200;653;789;1297;1573;2525;2655;2986;3010,-999.0,1.43,-999.0,-999.0,1767640.73,34.11,20.22,27.17,122.13,104.67,113.4,41,356.66,94.0,0.06,109.52,157.1,1016.93,1071.65
Rodentia,Cricetidae,Oecomys,flavicans,Oecomys flavicans,-999,73.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2655,-999.0,-999.0,-999.0,-999.0,40871.5,11.14,7.79,9.46,-66.02,-73.04,-69.53,7,176.78,11.0,0.11,99.0,233.69,1363.89,1725.75
