Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Primates,Cercopithecidae,Macaca,mulatta,Macaca mulatta,3,6455.19,-999.0,555.0,-999.0,1460.0,2239.0,6225.0,1,-999.0,166.07,-999,5.91,-999.0,385.5,1.01,1.0,432.0,471.47,-999.0,11.1,48.9,1101.07,38.5,-999,-999,1,304.16,1314.91,-999,208;543;730;1127;1167;1297;1347;1544;1547;1577;1594;1611;1763;1767;1848;1979;2338;2344;2489;2493;2620;2655;2660;2986,-999.0,-999.0,-999.0,-999.0,6566547.23,36.45,13.69,25.07,122.13,71.21,96.67,0,241.88,4.0,0.08,117.36,168.8,902.19,1218.04
Rodentia,Spalacidae,Tachyoryctes,naivashae,Tachyoryctes naivashae,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,16998.77,-0.6,-1.96,-1.28,37.9,36.07,36.99,15,176.31,15.0,0.17,59.6,194.29,988.2,1569.29
Rodentia,Octodontidae,Aconaemys,sagei,Aconaemys sagei,3,96.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,1,-999,-999.0,-999.0,-999,890;2151;2655,-999.0,-999.0,-999.0,-999.0,10262.34,-38.66,-40.15,-39.41,-71.09,-73.04,-72.06,2,20.25,2.0,0.11,91.85,83.77,703.44,903.46
Chiroptera,Hipposideridae,Hipposideros,camerunensis,Hipposideros camerunensis,-999,-999.0,75.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,1658;2151,58.98,-999.0,-999.0,-999.0,336169.3,5.29,-1.22,2.03,35.97,9.02,22.49,1,43.65,2.0,0.14,148.83,232.62,1441.11,1602.42
Rodentia,Sciuridae,Tamias,ruficaudus,Tamias ruficaudus,3,60.06,-999.0,124.26,-999.0,365.0,-999.0,-999.0,4,-999.0,-999.0,2,-999.0,-999.0,-999.0,4.85,1.0,96.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999,2,2,-999.0,-999.0,-999,227;319;543;1297;1781;2655,-999.0,-999.0,-999.0,-999.0,147756.79,50.52,44.95,47.73,-112.28,-118.08,-115.18,0,5.63,0.0,0.12,52.71,32.81,411.97,685.73
Monotremata,Tachyglossidae,Zaglossus,bruijni,Zaglossus bruijni,1,8951.71,-999.0,675.0,-999.0,-999.0,1215.4,10700.0,1,-999.0,10.0,1,-999.0,-999.0,-999.0,1.0,-999.0,372.0,-999.0,-999.0,1.6,1.0,-999.0,1.0,-999,1,3,90.73,400.0,-999,511;543;899;1297;1822;1848;1947;1991;2152;2484;2655,-999.0,-999.0,-999.0,-999.0,25654.49,-0.007690132,-4.14,-2.07,136.38,130.2,133.29,2,10.12,2.0,0.12,211.51,220.2,1735.9,1953.0
Rodentia,Muridae,Pelomys,isseli,Pelomys isseli,-999,59.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2655,-999.0,-999.0,-999.0,-999.0,85.9,-0.04,-0.68,-0.36,32.81,32.27,32.54,96,184.33,96.0,0.25,-999.0,-999.0,-999.0,-999.0
Dasyuromorphia,Dasyuridae,Dasyurus,spartacus,Dasyurus spartacus,2,885.67,-999.0,356.27,-999.0,-999.0,-999.0,-999.0,5,121.66,19.12,1,-999.0,-999.0,-999.0,6.78,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7,1,2,97.65,-999.0,-999,977;1760;1848;1991;2152;2907,-999.0,-999.0,-999.0,-999.0,990.45,-8.65,-9.2,-8.93,141.67,141.46,141.57,1,1.0,1.0,0.0,153.32,260.66,1435.01,1639.33
Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,14.86,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2751,-999.0,-999.0,-999.0,-999.0,382245.88,20.59,11.5,16.04,-85.19,-104.59,-94.89,6,101.0,12.0,0.09,110.37,208.13,1026.23,1610.02
Chiroptera,Vespertilionidae,Lasiurus,insularis,Lasiurus insularis,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,107157.22,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,108.76,16.0,0.02,103.5,252.34,1271.0,1782.03
