Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus idahoensis,2,431.19,-999.0,265.1,-999.0,-999.0,-999.0,-999.0,2,-999.0,38.99,2,0.003792025,0.003557593,39.0,5.81,2.0,-999.0,-999.0,72.0,864.86,-999.0,252.73,-999.0,-999,1,1,-999.0,-999.0,-999,95;1178;1297;1573;2124;2655,-999.0,-999.0,18.75,-999.0,506906.1,47.84,37.39,42.62,-110.71,-121.49,-116.1,0,5.86,0.0,0.07,23.12,68.98,292.21,842.69
Diprotodontia,Potoroidae,Caloprymnus,campestris,Caloprymnus campestris,1,927.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,1.0,-999.0,156.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,543;955;1297;1760;2655,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Soricomorpha,Soricidae,Sorex,hoyi,Sorex hoyi,2,3.37,-999.0,53.99,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,5.84,1.0,-999.0,-999.0,-999.0,52.0,-999.0,-999.0,-999.0,8,1,3,-999.0,-999.0,-999,34;35;176;626;1020;1297;1445;1806;1807;2655;2786,-999.0,-999.0,-999.0,-999.0,6973125.22,67.4,34.61,51.0,-60.17,-160.31,-110.24,0,10.71,0.0,0.03,52.03,-7.28,397.82,443.43
Rodentia,Geomyidae,Geomys,breviceps,Geomys breviceps,1,136.47,-999.0,150.63,-999.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,1,-999.0,-999.0,-999.0,2.53,1.7,-999.0,-999.0,-999.0,51.76,-999.0,88.43,-999.0,-999,1,1,-999.0,-999.0,-999,730;906;2760;3073,-999.0,-999.0,-999.0,-999.0,341932.19,36.81,28.7,32.75,-91.63,-97.75,-94.69,2,42.94,5.0,0.05,89.36,181.35,961.24,1153.43
Rodentia,Muridae,Gerbillurus,paeba,Gerbillurus paeba,1,25.91,-999.0,93.22,16.0,-999.0,27.23,33.9,4,-999.0,26.0,2,0.01,0.01,-999.0,3.64,-999.0,-999.0,2.09,30.68,866.8,-999.0,72.41,-999.0,6,1,2,22.84,13.49,53,730;1297;1584;1822;2121;2262;2655;2754;2978,-999.0,-999.0,-999.0,-999.0,2281938.71,-14.94,-34.83,-24.89,33.78,11.71,22.75,0,8.06,0.0,0.09,31.08,190.68,444.46,1303.31
Artiodactyla,Bovidae,Hippotragus,equinus,Hippotragus equinus,3,264173.96,-999.0,1150.0,-999.0,1049.37,-999.0,-999.0,5,-999.0,278.23,1,-999.0,-999.0,317.0,0.98,-999.0,240.0,16412.18,-999.0,0.96,-999.0,841.82,12.0,4,1,1,119.27,-999.0,-999,543;730;859;869;1297;1525;1848;2629;2655;2693;2986,-999.0,1.18,-999.0,-999.0,8018853.26,16.13,-25.3,-4.58,38.45,-17.53,10.45,0,30.36,1.0,0.13,89.35,240.77,884.32,1551.46
Cetacea,Ziphiidae,Mesoplodon,traversii,Mesoplodon traversii,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Carnivora,Mustelidae,Martes,martes,Martes martes,1,1299.99,-999.0,457.01,29.96,365.0,948.6,1185.5,1,157.5,30.63,1,2.15,2.31,365.0,3.49,0.75,204.0,30.0,-999.0,0.44,-999.0,508.47,-999.0,4,1,3,54.19,679.99,-999,367;542;543;1113;1297;1573;2655;2986,-999.0,-999.0,-999.0,-999.0,8361437.29,70.06,36.65,53.35,84.51,-10.47,37.01,0,75.76,0.0,-0.000647706,51.92,42.55,399.41,439.22
Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus avellanarius,2,29.19,-999.0,76.37,18.0,-999.0,-999.0,-999.0,8,-999.0,24.97,1,0.003271485,0.002902243,50.0,4.3,1.5,72.0,0.8,-999.0,-999.0,-999.0,346.11,-999.0,-999,2,2,37.61,-999.0,-999,461;462;543;1297;1573;2151;2655;2678;2805,-999.0,-999.0,-999.0,-999.0,3331818.71,59.53,36.38,47.96,52.15,-5.72,23.21,5,137.76,17.0,0.009613441,59.66,79.39,491.79,595.43
Scandentia,Tupaiidae,Tupaia,moellendorffi,Tupaia moellendorffi,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,1403.25,12.33,10.79,11.56,121.08,119.84,120.46,29,104.83,29.0,0.21,-999.0,-999.0,-999.0,-999.0
