Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Primates,Atelidae,Ateles,geoffroyi,Ateles geoffroyi,3,7582.4,-999.0,433.07,-999.0,2080.5,-999.0,-999.0,2,-999.0,226.37,1,0.73,1.07,1048.15,1.01,-999.0,327.6,425.85,-999.0,19.06,-999.0,2104.57,42.0,-999,2,1,816.35,3478.06,-999,208;730;1297;1544;1547;1763;1767;1848;2145;2151;2344;2463;2488;2489;2493;2655;2660;2912;2986,-999.0,0.64,-999.0,-999.0,806609.19,24.09,0.67,12.38,-70.23,-98.85,-84.54,2,55.14,4.0,0.14,153.93,243.16,1344.08,1624.94
Chiroptera,Pteropodidae,Myonycteris,brachycephala,Myonycteris brachycephala,-999,-999.0,63.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,273;1658;2151,35.81,-999.0,-999.0,-999.0,862.58,0.41,0.02,0.22,6.76,6.47,6.61,144,144.0,144.0,0.11,-999.0,-999.0,-999.0,-999.0
Diprotodontia,Macropodidae,Onychogalea,unguifera,Onychogalea unguifera,-999,6494.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,1,-999,-999.0,-999.0,-999,955;1760;1848;2655;2986,-999.0,-999.0,-999.0,-999.0,1113729.55,-11.11,-19.58,-15.35,144.06,122.13,133.09,0,0.43,0.0,0.003661654,66.62,264.27,740.07,1711.29
Rodentia,Nesomyidae,Cricetomys,ansorgei,Cricetomys ansorgei,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Carnivora,Canidae,Cerdocyon,thous,Cerdocyon thous,1,5741.66,-999.0,648.06,14.0,-999.0,1556.56,5592.83,7,195.0,57.18,1,1.41,1.49,243.33,3.09,-999.0,138.0,140.0,-999.0,3.54,-999.0,279.15,-999.0,-999,1,2,72.33,-999.0,-999,367;543;730;890;1113;1297;1573;1822;2655,-999.0,1.35,-999.0,-999.0,7091683.41,12.22,-34.68,-11.22,-34.79,-76.57,-55.68,0,35.64,0.0,0.1,118.7,229.96,1176.04,1459.24
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Dicerorhinus sumatrensis,2,1046156.04,-999.0,2769.99,-999.0,-999.0,-999.0,-999.0,2,-999.0,310.19,2,11.87,12.72,1277.5,1.0,-999.0,420.0,22849.5,911.99,1.05,1.0,2784.26,-999.0,-999,1,1,362.93,-999.0,-999,511;543;730;899;997;1197;1297;2152;2335;2628;2655;3105,-999.0,0.58,-999.0,-999.0,594010.97,6.73,-5.38,0.67,119.26,95.34,107.3,3,79.31,4.0,0.17,238.66,248.86,1703.18,1778.81
Didelphimorphia,Didelphidae,Glironia,venusta,Glironia venusta,1,114.0,-999.0,176.13,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,2,-999.0,-999.0,-999,511;890;905;1185;1889;2151;2655,-999.0,-999.0,-999.0,-999.0,840174.99,0.04,-17.67,-8.81,-55.81,-78.78,-67.29,0,4.63,0.0,0.15,176.89,245.88,1378.68,1492.08
Rodentia,Cuniculidae,Cuniculus,taczanowskii,Cuniculus taczanowskii,1,8999.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4,-999.0,-999.0,2,-999.0,-999.0,-999.0,1.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8,1,1,-999.0,-999.0,-999,511;2151;2655,-999.0,-999.0,-999.0,-999.0,392199.69,9.8,-14.53,-2.36,-68.94,-80.13,-74.54,1,48.14,2.0,0.1,157.32,191.81,1318.39,1498.95
Macroscelidea,Macroscelididae,Elephantulus,fuscus,Elephantulus fuscus,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999,-999.0,-999.0,-999.0,1.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,3,-999.0,-999.0,-999,1297;2629,-999.0,-999.0,-999.0,-999.0,269841.51,-13.6,-20.25,-16.92,37.0,29.92,33.46,1,36.08,3.5,0.24,81.71,233.81,915.24,1519.3
Rodentia,Nesomyidae,Petromyscus,shortridgei,Petromyscus shortridgei,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,65327.98,-12.48,-19.6,-16.04,17.84,12.08,14.96,0,4.18,0.0,0.11,25.63,173.09,476.52,1340.82
Rodentia,Heteromyidae,Perognathus,parvus,Perognathus parvus,2,21.56,-999.0,81.57,-999.0,-999.0,-999.0,-999.0,3,-999.0,23.5,2,0.001580096,0.001847215,-999.0,4.86,2.0,48.0,1.5,-999.0,2738.17,-999.0,341.37,1.0,-999,1,2,21.0,-999.0,-999,730;808;1215;1297;1514;1577;2134;2165;2655;2692;2936,-999.0,-999.0,-999.0,-999.0,922062.88,50.98,35.8,43.39,-109.26,-122.64,-115.95,0,6.23,0.0,0.09,26.55,71.38,301.59,868.48
Carnivora,Eupleridae,Mungotictis,decemlineata,Mungotictis decemlineata,3,657.03,-999.0,311.18,0.0,-999.0,-999.0,-999.0,2,729.99,100.83,2,1.19,-999.0,-999.0,0.99,-999.0,-999.0,49.13,-999.0,7.33,2.0,755.15,-999.0,2,2,3,45.1,-999.0,-999,730;1045;1048;1113;1297;1740;2151;2333;2655;3123,-999.0,-999.0,-999.0,-999.0,17099.69,-19.69,-21.89,-20.79,45.35,43.55,44.45,2,8.12,2.0,0.21,63.23,241.32,845.91,1565.75
Rodentia,Cricetidae,Xenomys,nelsoni,Xenomys nelsoni,-999,129.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,2,-999.0,-999.0,-999.0,1.6,-999.0,-999.0,4.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,568;2655,-999.0,-999.0,-999.0,-999.0,28727.89,22.87,18.76,20.82,-103.64,-105.96,-104.8,7,37.09,9.0,0.07,79.07,222.62,831.97,1619.83
Carnivora,Canidae,Canis,latrans,Canis latrans,2,11989.1,-999.0,872.39,11.94,365.0,3699.0,10450.0,1,255.0,61.74,1,18.88,19.91,365.0,5.72,-999.0,262.0,200.01,-999.0,0.25,-999.0,372.9,-999.0,8,1,3,43.71,-999.0,-999,367;542;543;730;1113;1297;1573;1822;2655,-999.0,1.1,-999.0,-999.0,17099094.3,71.39,8.02,39.7,-67.07,-168.12,-117.6,0,27.27,0.0,0.06,53.03,58.18,503.02,728.37
Rodentia,Muridae,Gerbilliscus,boehmi,Gerbilliscus boehmi,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,4.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,1297,-999.0,-999.0,-999.0,-999.0,3560603.77,-5.19,-25.03,-15.11,40.35,12.68,26.51,0,18.05,1.0,0.18,77.59,217.62,819.06,1459.09
Rodentia,Echimyidae,Callistomys,pictus,Callistomys pictus,-999,518.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2655,-999.0,-999.0,-999.0,-999.0,37773.91,-11.33,-13.77,-12.55,-37.36,-39.75,-38.55,17,211.59,20.0,0.08,123.66,239.11,1250.37,1682.91
Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,Platyrrhinus umbratus,-999,25.17,45.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,889;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,1151725.92,12.46,-0.56,5.94,-60.56,-80.46,-70.51,0,62.93,1.0,0.12,134.77,237.9,1372.44,1653.51
Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,Chlorotalpa sclateri,-999,38.3,-999.0,100.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,-999,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,1.0,4,-999,3,-999.0,-999.0,-999,285;1848;2131;2629;2655;2818,-999.0,-999.0,-999.0,-999.0,352293.84,-27.01,-32.28,-29.65,30.77,20.56,25.66,0,15.7,0.0,0.1,38.02,156.24,534.62,1105.83
