Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Artiodactyla,Bovidae,Philantomba,monticola,Philantomba monticola,3,4896.05,-999.0,692.3,-999.0,577.91,1806.0,4200.0,3,-999.0,205.0,1,-999.0,-999.0,265.0,0.98,-999.0,144.0,709.41,-999.0,35.98,-999.0,351.59,1.9,4,1,2,27.28,-999.0,-999,200;543;869;904;917;1297;1525;1822;1848;2655;2693;3046,-999.0,1.29,-999.0,-999.0,6552145.69,9.54,-34.44,-12.45,40.52,5.92,23.22,0,33.48,1.0,0.15,118.15,229.51,1145.04,1523.17
Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,-999,19.65,47.34,-999.0,-999.0,-999.0,32.89,19.7,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,1,-999.0,-999.0,-999,9;196;889;1658;1822;1948;2151;2655;3037;3038,-999.0,-999.0,-999.0,-999.0,6473389.12,10.01,-13.01,-1.5,-34.79,-75.23,-55.01,0,12.37,0.0,0.1,168.66,251.8,1374.77,1592.68
Rodentia,Nesomyidae,Petromyscus,monticularis,Petromyscus monticularis,-999,20.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,2655,-999.0,-999.0,-999.0,-999.0,50605.31,-26.2,-28.55,-27.37,20.01,16.99,18.5,0,0.43,0.0,0.0,9.28,199.03,183.26,1181.65
Rodentia,Chinchillidae,Lagidium,viscacia,Lagidium viscacia,3,1539.99,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999,-999.0,129.99,-999,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,258.61,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999,-999,1.94,-999.0,-999,890;1297;2151;2655,-999.0,-999.0,-999.0,-999.0,736737.68,-14.18,-43.3,-28.74,-63.59,-71.75,-67.67,0,11.82,0.0,0.06,43.07,33.35,491.81,1206.41
Diprotodontia,Pseudocheiridae,Petropseudes,dahli,Petropseudes dahli,-999,1877.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,18.0,-999.0,-999.0,-999.0,-999,2,1,-999.0,-999.0,-999,955;1760;1848;2655,-999.0,-999.0,-999.0,-999.0,319548.62,-11.69,-19.86,-15.77,139.63,124.05,131.84,0,0.08,0.0,0.0,68.96,263.53,745.11,1723.03
Rodentia,Sciuridae,Spermophilus,mexicanus,Spermophilus mexicanus,-999,177.49,-999.0,193.4,-999.0,-999.0,-999.0,-999.0,5,-999.0,-999.0,2,-999.0,-999.0,-999.0,5.91,-999.0,-999.0,4.31,52.6,-999.0,-999.0,-999.0,1.0,4,1,2,-999.0,-999.0,-999,876;1297;2655;3117,-999.0,-999.0,-999.0,-999.0,718436.33,34.33,18.45,26.39,-96.39,-106.51,-101.45,0,60.09,0.0,0.08,46.83,191.94,646.58,1218.78
Artiodactyla,Camelidae,Lama,glama,Lama glama,-999,78322.67,-999.0,1595.1,-999.0,-999.0,-999.0,-999.0,2,-999.0,342.74,1,-999.0,-999.0,-999.0,1.0,1.0,339.6,8999.99,-999.0,0.45,8.0,676.66,-999.0,-999,1,1,131.7,29000.0,-999,543;613;730;890;1015;1297;1594;1848;2655,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Diprotodontia,Burramyidae,Cercartetus,caudatus,Cercartetus caudatus,1,23.05,-999.0,97.97,49.5,465.0,-999.0,-999.0,3,-999.0,-999.0,3,-999.0,-999.0,183.0,2.37,2.0,38.4,-999.0,-999.0,49.99,-999.0,464.04,3.0,4,2,2,76.04,8.97,-999,131;511;661;955;975;977;1297;1760;1991;2152;2644;2645;2655;2877;2969,-999.0,-999.0,-999.0,-999.0,221311.97,-1.09,-18.08,-9.58,150.93,133.77,142.35,0,8.67,0.0,0.13,233.35,203.07,1518.15,1688.53
Rodentia,Capromyidae,Capromys,pilorides,Capromys pilorides,-999,5200.0,-999.0,-999.0,-999.0,-999.0,604.9,2630.0,3,-999.0,125.0,1,-999.0,-999.0,-999.0,2.0,-999.0,136.0,199.49,-999.0,-999.0,-999.0,314.64,-999.0,4,2,2,41.99,-999.0,-999,543;1297;1627;1822;2151;2655,-999.0,-999.0,-999.0,-999.0,109410.88,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,104.74,16.0,0.02,103.29,252.28,1271.0,1782.03
Soricomorpha,Soricidae,Crocidura,negligens,Crocidura negligens,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
