Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Rodentia,Geomyidae,Orthogeomys,cuniculus,Orthogeomys cuniculus,1,499.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,1,1,-999.0,-999.0,-999,511;2151;2655,-999.0,-999.0,-999.0,-999.0,609.71,16.6,16.39,16.5,-94.15,-94.46,-94.3,6,14.51,6.0,0.12,223.14,233.05,1114.8,1588.95
Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Aepyprymnus rufescens,1,2810.31,-999.0,-999.0,-999.0,319.37,1111.23,2845.0,-999,-999.0,22.8,-999,-999.0,-999.0,117.0,1.03,3.0,96.0,-999.0,-999.0,40.0,-999.0,345.41,-999.0,-999,-999,-999,163.07,-999.0,-999,543;955;1297;1412;1760;1822;2655,-999.0,-999.0,-999.0,-999.0,641274.9,-15.85,-36.56,-26.2,153.63,143.95,148.79,0,8.87,0.0,0.06,69.59,194.53,812.51,1432.31
Primates,Cebidae,Saguinus,niger,Saguinus niger,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,295763.89,-0.08,-5.48,-2.78,-46.16,-52.57,-49.37,0,12.41,1.0,0.14,173.23,248.51,1422.58,1637.1
Rodentia,Muridae,Melomys,leucogaster,Melomys leucogaster,-999,104.17,-999.0,153.32,10.0,-999.0,-999.0,-999.0,3,-999.0,-999.0,2,-999.0,-999.0,-999.0,2.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4,2,1,20.0,-999.0,-999,456;977;1297;2152;2655;2803,-999.0,-999.0,-999.0,-999.0,188251.48,-4.6,-10.16,-7.38,148.15,138.39,143.27,1,5.31,1.0,0.15,266.38,251.27,1627.02,1656.83
Rodentia,Heteromyidae,Perognathus,flavus,Perognathus flavus,1,7.97,-999.0,59.6,15.5,-999.0,17.3,8.3,3,-999.0,26.0,2,0.001896819,0.002037232,-999.0,3.94,2.0,60.0,-999.0,-999.0,150.0,-999.0,-999.0,1.0,6,1,2,29.83,-999.0,-999,332;730;884;982;1020;1297;1514;1822;2473;2655;2888,-999.0,-999.0,-999.0,-999.0,1564512.87,43.48,18.74,31.11,-96.97,-113.79,-105.38,0,32.37,0.0,0.1,34.25,137.72,519.98,1085.79
Afrosoricida,Chrysochloridae,Cryptochloris,wintoni,Cryptochloris wintoni,-999,-999.0,-999.0,89.99,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999,1,3,-999.0,-999.0,-999,948;1339;1848;2131;2629,22.88,-999.0,-999.0,-999.0,1.45,-29.24,-29.25,-29.24,16.88,16.86,16.87,2,2.0,2.0,0.0,-999.0,-999.0,-999.0,-999.0
Chiroptera,Emballonuridae,Cyttarops,alecto,Cyttarops alecto,1,5.3,47.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,196;889;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,581976.9,12.55,-5.22,3.66,-47.41,-84.42,-65.92,0,4.07,0.0,0.1,157.02,251.18,1420.81,1663.41
Rodentia,Sciuridae,Marmota,bobak,Marmota bobak,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,1072.3,40.49,-999,-999.0,-999.0,730.0,6.2,1.0,180.0,-999.0,-999.0,-999.0,-999.0,1241.53,-999.0,-999,-999,-999,37.5,-999.0,-999,116;543;1297,-999.0,-999.0,-999.0,-999.0,817297.88,55.59,47.32,51.45,78.78,36.19,57.48,0,20.94,0.0,-0.008910771,25.58,28.3,337.92,508.28
Chiroptera,Molossidae,Chaerephon,pumilus,Chaerephon pumilus,-999,10.98,38.99,-999.0,0.0,152.08,-999.0,-999.0,1,-999.0,62.57,1,-999.0,-999.0,-999.0,1.0,3.0,60.0,3.63,36.29,-999.0,56.0,140.97,-999.0,-999,2,3,24.5,-999.0,-999,44;196;1257;1258;1297;1384;1658;1685;1784;1885;1938;1956;2094;2143;2151;2295;2636;2655;2688;2719;2895;2896;2897;2900;3014;3023,-999.0,-999.0,-999.0,-999.0,14309050.1,17.23,-34.83,-8.8,50.26,-17.53,16.36,0,36.24,1.0,0.14,96.01,238.79,958.76,1545.68
Rodentia,Cricetidae,Microtus,umbrosus,Microtus umbrosus,-999,41.99,-999.0,118.39,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4,-999,-999,-999.0,-999.0,-999,1024;2655,-999.0,-999.0,-999.0,-999.0,2683.32,17.25,16.73,16.99,-95.87,-96.42,-96.15,12,20.49,12.0,0.02,95.73,181.24,1042.25,1640.52
