Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Cetacea,Delphinidae,Cephalorhynchus,commersonii,Cephalorhynchus commersonii,-999,72400.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.98,-999.0,216.0,5834.74,-999.0,-999.0,-999.0,2207.29,-999.0,-999,-999,3,-999.0,-999.0,-999,543;890;1297;2151;2655,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Chiroptera,Nycteridae,Nycteris,arge,Nycteris arge,-999,10.79,41.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,58.26,-999.0,-999,196;1297;1658;2151;2295;2399;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,4579333.7,9.32,-8.92,0.2,35.95,-13.29,11.32,0,46.53,1.0,0.12,141.85,241.31,1308.37,1560.3
Chiroptera,Hipposideridae,Hipposideros,muscinus,Hipposideros muscinus,-999,-999.0,45.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,1658;2151,14.09,-999.0,-999.0,-999.0,239509.29,-4.84,-9.72,-7.28,147.89,138.45,143.17,1,8.34,1.0,0.17,268.65,226.75,1636.57,1664.98
Didelphimorphia,Didelphidae,Thylamys,karimii,Thylamys karimii,-999,-999.0,-999.0,95.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,890,26.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Didelphimorphia,Didelphidae,Marmosops,impavidus,Marmosops impavidus,1,41.71,-999.0,137.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,889;890;1760;2655,-999.0,-999.0,-999.0,-999.0,973342.07,8.19,-10.27,-1.03,-65.38,-79.66,-72.52,0,27.97,0.0,0.11,199.1,227.51,1417.42,1513.91
Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,5.86,28.49,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,3,-999.0,-999.0,-999,890;1297;1658;2151;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,7264791.36,5.26,-35.81,-15.27,-34.79,-76.61,-55.7,0,25.92,0.0,0.1,120.67,219.38,1133.59,1365.99
Chiroptera,Pteropodidae,Pteropus,pohlei,Pteropus pohlei,-999,352.75,131.0,197.33,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999,2,-999,-999.0,-999.0,-999,978;1658;2151;2655,-999.0,-999.0,-999.0,-999.0,5156.49,-0.62,-1.9,-1.26,136.9,134.79,135.85,2,23.0,2.0,0.05,225.99,252.0,-999.0,-999.0
Carnivora,Canidae,Canis,latrans,Canis latrans,2,11989.1,-999.0,872.39,11.94,365.0,3699.0,10450.0,1,255.0,61.74,1,18.88,19.91,365.0,5.72,-999.0,262.0,200.01,-999.0,0.25,-999.0,372.9,-999.0,8,1,3,43.71,-999.0,-999,367;542;543;730;1113;1297;1573;1822;2655,-999.0,1.1,-999.0,-999.0,17099094.3,71.39,8.02,39.7,-67.07,-168.12,-117.6,0,27.27,0.0,0.06,53.03,58.18,503.02,728.37
Primates,Cheirogaleidae,Cheirogaleus,adipicaudatus,Cheirogaleus adipicaudatus,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,40707.46,-21.95,-25.04,-23.49,47.11,44.07,45.59,4,13.12,4.0,0.22,73.64,220.3,918.09,1559.95
Chiroptera,Pteropodidae,Nyctimene,albiventer,Nyctimene albiventer,-999,29.95,54.78,82.32,-999.0,-999.0,33.31,29.55,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.98,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.5,-999,2,1,-999.0,-999.0,-999,81;196;406;1297;1658;1822;1948;1950;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,527482.57,2.64,-10.7,-4.02,153.11,127.28,140.19,1,11.28,1.0,0.12,256.72,234.76,1658.55,1691.54
