Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass_g,AdultForearmLen_mm,AdultHeadBodyLen_mm,AgeatEyeOpening_d,AgeatFirstBirth_d,BasalMetRate_mLO2hr,BasalMetRateMass_g,DietBreadth,DispersalAge_d,GestationLen_d,HabitatBreadth,HomeRange_km2,HomeRange_Indiv_km2,InterbirthInterval_d,LitterSize,LittersPerYear,MaxLongevity_m,NeonateBodyMass_g,NeonateHeadBodyLen_mm,PopulationDensity_n/km2,PopulationGrpSize,SexualMaturityAge_d,SocialGrpSize,TeatNumber,Terrestriality,TrophicLevel,WeaningAge_d,WeaningBodyMass_g,WeaningHeadBodyLen_mm,Unnamed: 35,AdultBodyMass_g_EXT,LittersPerYear_EXT,NeonateBodyMass_g_EXT,WeaningBodyMass_g_EXT,GR_Area_km2,GR_MaxLat_dd,GR_MinLat_dd,GR_MidRangeLat_dd,GR_MaxLong_dd,GR_MinLong_dd,GR_MidRangeLong_dd,HuPopDen_Min_n/km2,HuPopDen_Mean_n/km2,HuPopDen_5p_n/km2,HuPopDen_Change,Precip_Mean_mm,Temp_Mean_01degC,AET_Mean_mm,PET_Mean_mm
Cetacea,Delphinidae,Lagenorhynchus,obscurus,Lagenorhynchus obscurus,-999,127499.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,-999.0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,3,-999.0,-999.0,-999,5;58;890;2151;2655,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Primates,Cercopithecidae,Colobus,vellerosus,Colobus vellerosus,3,7700.18,-999.0,635.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,0.29,-999.0,-999.0,1.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.0,-999,-999,-999,-999.0,-999.0,-999,741;1544;1547;1848;2344;2660,-999.0,-999.0,-999.0,-999.0,502614.85,10.15,4.73,7.44,4.07,-5.84,-0.88,3,99.44,7.0,0.13,106.72,268.35,1173.09,1620.46
Artiodactyla,Bovidae,Gazella,cuvieri,Gazella cuvieri,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,1047003.29,37.09,23.78,30.43,10.11,-15.82,-2.85,0,50.98,0.0,0.16,19.8,177.16,266.43,1174.07
Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii,Rhinopoma hardwickii,-999,13.1,59.5,59.8,-999.0,365.0,-999.0,-999.0,1,-999.0,98.28,1,-999.0,-999.0,365.0,0.99,1.0,-999.0,2.5,-999.0,-999.0,551.0,320.04,-999.0,-999,2,3,52.04,9.68,-999,196;211;679;1297;1384;1388;1553;1658;1860;2143;2151;2349;2622;2655;3023;3110,-999.0,-999.0,-999.0,-999.0,16925604.79,36.49,0.69,18.59,99.73,-12.83,43.44,0,82.34,0.0,0.1,31.77,241.26,327.0,1374.32
Carnivora,Mustelidae,Mustela,itatsi,Mustela itatsi,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,362403.77,45.52,30.98,38.25,145.82,129.55,137.69,56,312.45,73.0,0.009916039,132.24,90.59,743.5,799.35
Chiroptera,Molossidae,Eumops,auripendulus,Eumops auripendulus,-999,28.49,61.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,1,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,2,-999,-999.0,-999.0,-999,196;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,14266279.15,21.62,-31.91,-5.14,-34.79,-95.95,-65.37,0,26.44,0.0,0.11,148.58,236.35,1282.56,1519.3
Chiroptera,Rhinolophidae,Rhinolophus,beddomei,Rhinolophus beddomei,-999,-999.0,59.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999,-999,-999,-999.0,-999.0,-999,83;428,29.78,-999.0,-999.0,-999.0,285940.98,19.13,5.91,12.52,81.7,72.85,77.27,94,370.24,128.0,0.06,121.02,257.44,965.54,1617.7
Soricomorpha,Soricidae,Sorex,hoyi,Sorex hoyi,2,3.37,-999.0,53.99,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,5.84,1.0,-999.0,-999.0,-999.0,52.0,-999.0,-999.0,-999.0,8,1,3,-999.0,-999.0,-999,34;35;176;626;1020;1297;1445;1806;1807;2655;2786,-999.0,-999.0,-999.0,-999.0,6973125.22,67.4,34.61,51.0,-60.17,-160.31,-110.24,0,10.71,0.0,0.03,52.03,-7.28,397.82,443.43
Carnivora,Mustelidae,Neovison,vison,Neovison vison,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,13218592.49,71.39,24.94,48.16,-55.61,-168.12,-111.87,0,20.21,0.0,0.03,55.37,14.91,458.26,529.25
Chiroptera,Vespertilionidae,Myotis,adversus,Myotis adversus,-999,10.41,39.81,-999.0,-999.0,-999.0,-999.0,-999.0,1,-999.0,-999.0,1,-999.0,-999.0,-999.0,1.0,2.5,-999.0,-999.0,-999.0,-999.0,-999.0,231.09,-999.0,-999,2,3,56.28,-999.0,-999,76;196;864;1297;1521;1658;2143;2151;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,418891.81,25.29,-15.6,4.84,167.21,100.03,133.62,3,387.9,4.0,0.11,219.39,239.98,1623.62,1768.83
