SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
ROT_20240308,Rotterdam,2024-03-08,Friday,56.8,63.6,144
GRO_20231113,Groningen,2023-11-13,Monday,52.1,73.4,159
GRO_20230724,Groningen,2023-07-24,Monday,51.9,72.6,158
ROT_20230914,Rotterdam,2023-09-14,Thursday,55.1,61.3,144
UTR_20240116,Utrecht,2024-01-16,Tuesday,70.4,75.2,133
ROT_20240102,Rotterdam,2024-01-02,Tuesday,56.5,67.5,146
AMS_20230731,Amsterdam,2023-07-31,Monday,57.2,75.2,152
GRO_20240309,Groningen,2024-03-09,Saturday,53.8,71.5,154
UTR_20230530,Utrecht,2023-05-30,Tuesday,68.5,75.3,135
GRO_20231012,Groningen,2023-10-12,Thursday,56.3,76.2,155
AMS_20240104,Amsterdam,2024-01-04,Thursday,61.1,72.7,145
GRO_20240329,Groningen,2024-03-29,Friday,52.1,69.0,155
AMS_20240216,Amsterdam,2024-02-16,Friday,60.9,73.4,146
MAA_20240318,Maastricht,2024-03-18,Monday,57.1,71.3,150
UTR_20230509,Utrecht,2023-05-09,Tuesday,70.9,79.1,135
MAA_20230815,Maastricht,2023-08-15,Tuesday,56.8,74.6,153
UTR_20230608,Utrecht,2023-06-08,Thursday,67.7,73.9,136
MAA_20231114,Maastricht,2023-11-14,Tuesday,53.0,74.1,157
MAA_20240113,Maastricht,2024-01-13,Saturday,56.0,70.7,150
MAA_20240216,Maastricht,2024-02-16,Friday,53.0,72.4,156
ROT_20230510,Rotterdam,2023-05-10,Wednesday,58.0,63.0,141
AMS_20240306,Amsterdam,2024-03-06,Wednesday,57.9,79.0,155
GRO_20231221,Groningen,2023-12-21,Thursday,57.2,69.0,147
MAA_20230930,Maastricht,2023-09-30,Saturday,58.2,71.2,148
MAA_20240120,Maastricht,2024-01-20,Saturday,52.1,67.9,154
AMS_20230611,Amsterdam,2023-06-11,Sunday,59.5,73.2,147
AMS_20230906,Amsterdam,2023-09-06,Wednesday,59.1,75.3,151
AMS_20231123,Amsterdam,2023-11-23,Thursday,58.4,74.5,150
MAA_20240305,Maastricht,2024-03-05,Tuesday,60.4,71.8,145
ROT_20230411,Rotterdam,2023-04-11,Tuesday,58.6,64.6,141
ROT_20230708,Rotterdam,2023-07-08,Saturday,55.4,60.1,143
GRO_20231205,Groningen,2023-12-05,Tuesday,54.5,67.7,151
AMS_20230728,Amsterdam,2023-07-28,Friday,58.0,74.1,151
ROT_20230730,Rotterdam,2023-07-30,Sunday,57.9,65.6,144
UTR_20230925,Utrecht,2023-09-25,Monday,71.7,76.5,132
