SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230913,Maastricht,2023-09-13,Wednesday,57.1,68.7,148
GRO_20230523,Groningen,2023-05-23,Tuesday,53.7,69.4,153
AMS_20230917,Amsterdam,2023-09-17,Sunday,56.3,75.3,154
MAA_20230712,Maastricht,2023-07-12,Wednesday,56.4,75.0,154
UTR_20240328,Utrecht,2024-03-28,Thursday,67.6,73.6,136
UTR_20230908,Utrecht,2023-09-08,Friday,71.5,76.9,132
UTR_20230811,Utrecht,2023-08-11,Friday,68.7,75.3,135
MAA_20230531,Maastricht,2023-05-31,Wednesday,56.6,73.6,152
GRO_20230718,Groningen,2023-07-18,Tuesday,52.2,71.4,157
ROT_20230723,Rotterdam,2023-07-23,Sunday,57.5,60.9,140
MAA_20230820,Maastricht,2023-08-20,Sunday,58.6,72.4,148
ROT_20240326,Rotterdam,2024-03-26,Tuesday,59.8,59.4,136
MAA_20230603,Maastricht,2023-06-03,Saturday,59.4,71.4,146
MAA_20240125,Maastricht,2024-01-25,Thursday,55.3,70.4,151
UTR_20230814,Utrecht,2023-08-14,Monday,70.0,76.9,135
ROT_20230919,Rotterdam,2023-09-19,Tuesday,55.9,64.5,146
GRO_20240128,Groningen,2024-01-28,Sunday,55.3,67.6,150
MAA_20240216,Maastricht,2024-02-16,Friday,53.0,72.4,156
MAA_20231018,Maastricht,2023-10-18,Wednesday,57.4,74.7,151
UTR_20230720,Utrecht,2023-07-20,Thursday,67.5,75.8,137
MAA_20230602,Maastricht,2023-06-02,Friday,56.9,72.3,150
UTR_20231222,Utrecht,2023-12-22,Friday,73.7,76.8,128
MAA_20230530,Maastricht,2023-05-30,Tuesday,55.2,69.4,151
AMS_20230827,Amsterdam,2023-08-27,Sunday,58.7,72.8,148
MAA_20230608,Maastricht,2023-06-08,Thursday,58.0,71.0,148
UTR_20240305,Utrecht,2024-03-05,Tuesday,68.0,74.0,136
MAA_20240301,Maastricht,2024-03-01,Friday,54.7,74.9,156
AMS_20230420,Amsterdam,2023-04-20,Thursday,59.9,73.8,147
GRO_20240218,Groningen,2024-02-18,Sunday,58.3,71.7,148
AMS_20230407,Amsterdam,2023-04-07,Friday,60.9,74.3,146
UTR_20230707,Utrecht,2023-07-07,Friday,70.6,76.9,134
ROT_20231221,Rotterdam,2023-12-21,Thursday,59.9,63.3,139
ROT_20230729,Rotterdam,2023-07-29,Saturday,56.3,60.5,142
UTR_20231224,Utrecht,2023-12-24,Sunday,69.0,75.5,136
ROT_20240323,Rotterdam,2024-03-23,Saturday,53.5,62.6,149
UTR_20230423,Utrecht,2023-04-23,Sunday,67.8,73.5,135
UTR_20230713,Utrecht,2023-07-13,Thursday,65.5,75.3,139
GRO_20230822,Groningen,2023-08-22,Tuesday,54.6,72.3,154
UTR_20230825,Utrecht,2023-08-25,Friday,69.2,72.9,132
UTR_20230718,Utrecht,2023-07-18,Tuesday,71.1,73.9,130
ROT_20231229,Rotterdam,2023-12-29,Friday,58.2,60.1,139
AMS_20230714,Amsterdam,2023-07-14,Friday,60.6,74.8,147
GRO_20231029,Groningen,2023-10-29,Sunday,54.8,72.2,153
UTR_20230724,Utrecht,2023-07-24,Monday,66.8,72.0,136
UTR_20231030,Utrecht,2023-10-30,Monday,70.4,73.5,131
UTR_20230715,Utrecht,2023-07-15,Saturday,69.3,77.6,136
GRO_20231221,Groningen,2023-12-21,Thursday,57.2,69.0,147
MAA_20231128,Maastricht,2023-11-28,Tuesday,55.4,74.5,155
UTR_20230727,Utrecht,2023-07-27,Thursday,71.8,73.7,129
ROT_20231016,Rotterdam,2023-10-16,Monday,57.1,62.9,143
MAA_20230501,Maastricht,2023-05-01,Monday,58.1,73.0,149
UTR_20230504,Utrecht,2023-05-04,Thursday,69.6,76.8,135
UTR_20230611,Utrecht,2023-06-11,Sunday,72.3,75.3,130
MAA_20240123,Maastricht,2024-01-23,Tuesday,55.0,70.7,152
UTR_20230910,Utrecht,2023-09-10,Sunday,70.6,78.6,135
ROT_20230910,Rotterdam,2023-09-10,Sunday,50.9,63.1,153
GRO_20230703,Groningen,2023-07-03,Monday,55.9,69.6,150
MAA_20240329,Maastricht,2024-03-29,Friday,58.0,74.8,150
AMS_20230422,Amsterdam,2023-04-22,Saturday,60.7,74.6,147
GRO_20240209,Groningen,2024-02-09,Friday,51.6,68.2,154
ROT_20240221,Rotterdam,2024-02-21,Wednesday,52.1,61.1,148
GRO_20230809,Groningen,2023-08-09,Wednesday,54.4,66.8,150
AMS_20240220,Amsterdam,2024-02-20,Tuesday,53.1,71.6,156
ROT_20231030,Rotterdam,2023-10-30,Monday,56.4,62.4,144
UTR_20230511,Utrecht,2023-05-11,Thursday,71.4,77.4,133
UTR_20230528,Utrecht,2023-05-28,Sunday,70.5,73.8,131
ROT_20230818,Rotterdam,2023-08-18,Friday,56.3,60.3,142
AMS_20230916,Amsterdam,2023-09-16,Saturday,56.8,73.0,151
ROT_20240119,Rotterdam,2024-01-19,Friday,58.6,63.2,141
MAA_20231002,Maastricht,2023-10-02,Monday,56.6,71.9,150
UTR_20231218,Utrecht,2023-12-18,Monday,71.2,75.9,132
AMS_20231231,Amsterdam,2023-12-31,Sunday,57.1,77.6,155
UTR_20240219,Utrecht,2024-02-19,Monday,71.9,76.8,131
AMS_20231214,Amsterdam,2023-12-14,Thursday,59.9,76.0,148
MAA_20230520,Maastricht,2023-05-20,Saturday,57.0,70.3,150
MAA_20240303,Maastricht,2024-03-03,Sunday,59.4,70.5,145
GRO_20231212,Groningen,2023-12-12,Tuesday,54.9,70.4,152
AMS_20230618,Amsterdam,2023-06-18,Sunday,53.9,75.1,157
GRO_20231009,Groningen,2023-10-09,Monday,55.0,70.4,153
MAA_20231112,Maastricht,2023-11-12,Sunday,58.1,71.5,149
ROT_20240107,Rotterdam,2024-01-07,Sunday,59.0,62.1,138
UTR_20230704,Utrecht,2023-07-04,Tuesday,69.9,74.3,132
GRO_20230612,Groningen,2023-06-12,Monday,51.8,68.9,156
MAA_20231029,Maastricht,2023-10-29,Sunday,56.2,74.5,154
ROT_20240217,Rotterdam,2024-02-17,Saturday,59.2,62.4,139
UTR_20230830,Utrecht,2023-08-30,Wednesday,68.2,76.9,137
MAA_20230416,Maastricht,2023-04-16,Sunday,57.2,68.4,147
MAA_20240401,Maastricht,2024-04-01,Monday,58.8,71.3,147
UTR_20240109,Utrecht,2024-01-09,Tuesday,70.4,73.3,131
GRO_20240107,Groningen,2024-01-07,Sunday,53.4,66.7,152
UTR_20230515,Utrecht,2023-05-15,Monday,71.4,76.6,132
GRO_20240116,Groningen,2024-01-16,Tuesday,58.1,70.8,147
UTR_20231209,Utrecht,2023-12-09,Saturday,72.4,75.2,130
