SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
GRO_20240326,Groningen,2024-03-26,Tuesday,55.7,67.5,148
ROT_20230505,Rotterdam,2023-05-05,Friday,55.4,59.4,143
ROT_20231122,Rotterdam,2023-11-22,Wednesday,55.8,62.5,145
GRO_20230705,Groningen,2023-07-05,Wednesday,53.9,68.0,151
AMS_20231018,Amsterdam,2023-10-18,Wednesday,59.7,77.4,151
MAA_20231006,Maastricht,2023-10-06,Friday,59.4,74.5,149
AMS_20230501,Amsterdam,2023-05-01,Monday,56.6,74.1,152
UTR_20231021,Utrecht,2023-10-21,Saturday,70.7,76.5,132
UTR_20230427,Utrecht,2023-04-27,Thursday,71.5,75.2,131
MAA_20230628,Maastricht,2023-06-28,Wednesday,57.6,71.0,148
ROT_20230909,Rotterdam,2023-09-09,Saturday,55.1,62.4,145
ROT_20231021,Rotterdam,2023-10-21,Saturday,55.7,62.0,144
MAA_20230724,Maastricht,2023-07-24,Monday,55.3,72.9,154
MAA_20231223,Maastricht,2023-12-23,Saturday,57.5,74.9,151
ROT_20231104,Rotterdam,2023-11-04,Saturday,56.4,64.1,145
UTR_20230614,Utrecht,2023-06-14,Wednesday,71.1,73.7,130
GRO_20240401,Groningen,2024-04-01,Monday,56.2,70.5,151
UTR_20230819,Utrecht,2023-08-19,Saturday,69.1,74.8,134
GRO_20230723,Groningen,2023-07-23,Sunday,54.1,68.9,152
ROT_20231215,Rotterdam,2023-12-15,Friday,55.1,64.1,147
UTR_20240212,Utrecht,2024-02-12,Monday,70.6,74.5,132
GRO_20230626,Groningen,2023-06-26,Monday,55.8,67.9,149
AMS_20230514,Amsterdam,2023-05-14,Sunday,58.1,72.6,149
AMS_20230717,Amsterdam,2023-07-17,Monday,62.2,72.7,142
UTR_20230408,Utrecht,2023-04-08,Saturday,72.0,74.3,130
AMS_20240302,Amsterdam,2024-03-02,Saturday,60.6,75.1,148
AMS_20231006,Amsterdam,2023-10-06,Friday,53.9,72.7,154
GRO_20231127,Groningen,2023-11-27,Monday,51.7,70.1,157
GRO_20240127,Groningen,2024-01-27,Saturday,54.4,69.6,152
AMS_20230614,Amsterdam,2023-06-14,Wednesday,57.0,76.9,154
ROT_20230625,Rotterdam,2023-06-25,Sunday,56.7,63.4,144
AMS_20240223,Amsterdam,2024-02-23,Friday,61.0,76.5,148
GRO_20230404,Groningen,2023-04-04,Tuesday,56.8,68.2,147
UTR_20230509,Utrecht,2023-05-09,Tuesday,70.9,79.1,135
ROT_20230924,Rotterdam,2023-09-24,Sunday,58.8,61.5,139
