SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230819,Maastricht,2023-08-19,Saturday,55.3,68.6,150
GRO_20230929,Groningen,2023-09-29,Friday,57.0,69.9,149
ROT_20230412,Rotterdam,2023-04-12,Wednesday,57.9,63.6,142
ROT_20231106,Rotterdam,2023-11-06,Monday,56.9,59.0,140
UTR_20231205,Utrecht,2023-12-05,Tuesday,70.9,78.8,134
MAA_20230510,Maastricht,2023-05-10,Wednesday,57.9,74.8,151
UTR_20230828,Utrecht,2023-08-28,Monday,71.7,73.5,130
GRO_20230617,Groningen,2023-06-17,Saturday,58.1,67.2,145
ROT_20231217,Rotterdam,2023-12-17,Sunday,57.3,60.6,141
MAA_20240105,Maastricht,2024-01-05,Friday,56.0,73.1,153
ROT_20230818,Rotterdam,2023-08-18,Friday,56.3,60.3,142
AMS_20230911,Amsterdam,2023-09-11,Monday,61.0,74.9,146
ROT_20230603,Rotterdam,2023-06-03,Saturday,56.9,62.0,143
MAA_20240109,Maastricht,2024-01-09,Tuesday,57.0,73.6,151
AMS_20230604,Amsterdam,2023-06-04,Sunday,58.3,75.5,150
MAA_20230908,Maastricht,2023-09-08,Friday,56.2,73.2,152
UTR_20231230,Utrecht,2023-12-30,Saturday,70.9,74.7,131
ROT_20230929,Rotterdam,2023-09-29,Friday,59.1,67.4,144
AMS_20230505,Amsterdam,2023-05-05,Friday,57.7,75.5,153
GRO_20230606,Groningen,2023-06-06,Tuesday,57.8,69.0,147
AMS_20230725,Amsterdam,2023-07-25,Tuesday,55.2,73.3,154
ROT_20230817,Rotterdam,2023-08-17,Thursday,60.4,64.7,139
AMS_20230920,Amsterdam,2023-09-20,Wednesday,58.2,76.2,151
GRO_20240318,Groningen,2024-03-18,Monday,57.9,70.8,148
MAA_20240319,Maastricht,2024-03-19,Tuesday,53.5,71.5,154
UTR_20230503,Utrecht,2023-05-03,Wednesday,74.0,81.9,133
AMS_20231024,Amsterdam,2023-10-24,Tuesday,56.4,75.7,155
AMS_20231204,Amsterdam,2023-12-04,Monday,58.0,75.8,151
GRO_20230422,Groningen,2023-04-22,Saturday,56.4,67.2,148
AMS_20230425,Amsterdam,2023-04-25,Tuesday,52.8,76.4,160
UTR_20231014,Utrecht,2023-10-14,Saturday,71.1,72.1,129
UTR_20240118,Utrecht,2024-01-18,Thursday,69.6,76.3,135
UTR_20240328,Utrecht,2024-03-28,Thursday,67.6,73.6,136
GRO_20231124,Groningen,2023-11-24,Friday,53.5,69.5,153
