SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
ROT_20230727,Rotterdam,2023-07-27,Thursday,58.2,63.0,142
MAA_20240112,Maastricht,2024-01-12,Friday,55.6,69.6,150
MAA_20231211,Maastricht,2023-12-11,Monday,56.7,71.7,150
MAA_20231025,Maastricht,2023-10-25,Wednesday,58.8,74.2,149
GRO_20240128,Groningen,2024-01-28,Sunday,55.3,67.6,150
MAA_20230609,Maastricht,2023-06-09,Friday,59.6,68.2,143
MAA_20231227,Maastricht,2023-12-27,Wednesday,56.7,74.6,153
UTR_20230830,Utrecht,2023-08-30,Wednesday,68.2,76.9,137
MAA_20230729,Maastricht,2023-07-29,Saturday,56.7,73.3,152
GRO_20231207,Groningen,2023-12-07,Thursday,56.5,72.0,151
ROT_20230426,Rotterdam,2023-04-26,Wednesday,57.1,65.0,145
GRO_20231115,Groningen,2023-11-15,Wednesday,53.3,70.1,155
ROT_20230831,Rotterdam,2023-08-31,Thursday,55.2,57.4,141
AMS_20240130,Amsterdam,2024-01-30,Tuesday,57.8,75.3,152
MAA_20230815,Maastricht,2023-08-15,Tuesday,56.8,74.6,153
UTR_20231206,Utrecht,2023-12-06,Wednesday,73.5,77.6,130
UTR_20240115,Utrecht,2024-01-15,Monday,73.6,77.3,130
ROT_20230424,Rotterdam,2023-04-24,Monday,55.2,61.7,144
MAA_20230623,Maastricht,2023-06-23,Friday,57.5,71.1,148
MAA_20230811,Maastricht,2023-08-11,Friday,59.7,73.5,147
UTR_20240229,Utrecht,2024-02-29,Thursday,72.3,73.4,129
UTR_20230416,Utrecht,2023-04-16,Sunday,69.9,73.2,132
MAA_20230509,Maastricht,2023-05-09,Tuesday,59.1,73.1,149
MAA_20240216,Maastricht,2024-02-16,Friday,53.0,72.4,156
GRO_20230925,Groningen,2023-09-25,Monday,57.0,68.5,147
AMS_20240121,Amsterdam,2024-01-21,Sunday,57.3,75.9,153
ROT_20240129,Rotterdam,2024-01-29,Monday,58.4,61.8,140
UTR_20240219,Utrecht,2024-02-19,Monday,71.9,76.8,131
ROT_20231103,Rotterdam,2023-11-03,Friday,53.1,63.2,150
UTR_20230817,Utrecht,2023-08-17,Thursday,70.1,78.5,136
GRO_20240108,Groningen,2024-01-08,Monday,57.4,68.4,147
ROT_20231124,Rotterdam,2023-11-24,Friday,52.4,60.8,148
MAA_20240222,Maastricht,2024-02-22,Thursday,54.0,72.2,155
GRO_20231002,Groningen,2023-10-02,Monday,53.0,72.2,156
UTR_20230510,Utrecht,2023-05-10,Wednesday,71.3,73.5,130
AMS_20231003,Amsterdam,2023-10-03,Tuesday,57.1,75.5,153
MAA_20230416,Maastricht,2023-04-16,Sunday,57.2,68.4,147
MAA_20231212,Maastricht,2023-12-12,Tuesday,56.3,68.6,148
ROT_20240212,Rotterdam,2024-02-12,Monday,55.8,64.0,146
AMS_20240129,Amsterdam,2024-01-29,Monday,58.4,75.2,151
MAA_20231209,Maastricht,2023-12-09,Saturday,57.6,70.3,148
UTR_20230627,Utrecht,2023-06-27,Tuesday,69.5,77.9,137
AMS_20230920,Amsterdam,2023-09-20,Wednesday,58.2,76.2,151
UTR_20240111,Utrecht,2024-01-11,Thursday,68.9,72.7,133
AMS_20240223,Amsterdam,2024-02-23,Friday,61.0,76.5,148
AMS_20230610,Amsterdam,2023-06-10,Saturday,59.9,76.0,149
AMS_20231219,Amsterdam,2023-12-19,Tuesday,57.9,71.4,149
ROT_20231218,Rotterdam,2023-12-18,Monday,55.8,62.2,144
UTR_20230922,Utrecht,2023-09-22,Friday,72.4,79.1,133
AMS_20230712,Amsterdam,2023-07-12,Wednesday,59.1,74.3,149
ROT_20231028,Rotterdam,2023-10-28,Saturday,53.5,60.1,145
UTR_20230909,Utrecht,2023-09-09,Saturday,69.5,75.6,134
UTR_20230530,Utrecht,2023-05-30,Tuesday,68.5,75.3,135
UTR_20240316,Utrecht,2024-03-16,Saturday,72.3,78.6,132
MAA_20231021,Maastricht,2023-10-21,Saturday,60.7,73.1,145
MAA_20230803,Maastricht,2023-08-03,Thursday,59.5,73.8,147
MAA_20240302,Maastricht,2024-03-02,Saturday,56.3,72.6,152
MAA_20230826,Maastricht,2023-08-26,Saturday,59.5,71.7,146
MAA_20230614,Maastricht,2023-06-14,Wednesday,54.5,76.8,158
UTR_20231129,Utrecht,2023-11-29,Wednesday,71.7,78.7,133
MAA_20231114,Maastricht,2023-11-14,Tuesday,53.0,74.1,157
AMS_20231017,Amsterdam,2023-10-17,Tuesday,58.7,76.2,150
GRO_20240213,Groningen,2024-02-13,Tuesday,53.9,73.2,155
AMS_20230917,Amsterdam,2023-09-17,Sunday,56.3,75.3,154
AMS_20230826,Amsterdam,2023-08-26,Saturday,57.8,72.1,149
MAA_20230402,Maastricht,2023-04-02,Sunday,56.3,73.5,152
MAA_20230401,Maastricht,2023-04-01,Saturday,57.9,76.8,152
MAA_20240329,Maastricht,2024-03-29,Friday,58.0,74.8,150
ROT_20230510,Rotterdam,2023-05-10,Wednesday,58.0,63.0,141
AMS_20230512,Amsterdam,2023-05-12,Friday,62.4,72.7,142
MAA_20240316,Maastricht,2024-03-16,Saturday,55.4,73.2,154
AMS_20240101,Amsterdam,2024-01-01,Monday,56.9,73.9,152
UTR_20230625,Utrecht,2023-06-25,Sunday,67.5,77.4,139
ROT_20230925,Rotterdam,2023-09-25,Monday,54.8,63.1,147
UTR_20230809,Utrecht,2023-08-09,Wednesday,72.4,74.7,128
ROT_20230406,Rotterdam,2023-04-06,Thursday,58.9,64.6,142
GRO_20230412,Groningen,2023-04-12,Wednesday,55.1,71.0,153
AMS_20231028,Amsterdam,2023-10-28,Saturday,57.7,73.9,150
MAA_20230414,Maastricht,2023-04-14,Friday,56.0,72.0,152
GRO_20230705,Groningen,2023-07-05,Wednesday,53.9,68.0,151
UTR_20230702,Utrecht,2023-07-02,Sunday,68.9,77.4,136
ROT_20230505,Rotterdam,2023-05-05,Friday,55.4,59.4,143
AMS_20230911,Amsterdam,2023-09-11,Monday,61.0,74.9,146
MAA_20240114,Maastricht,2024-01-14,Sunday,58.0,72.6,149
GRO_20230520,Groningen,2023-05-20,Saturday,58.3,68.2,145
MAA_20230920,Maastricht,2023-09-20,Wednesday,58.0,75.0,151
AMS_20231126,Amsterdam,2023-11-26,Sunday,57.9,75.3,151
MAA_20231216,Maastricht,2023-12-16,Saturday,59.3,71.9,146
MAA_20240121,Maastricht,2024-01-21,Sunday,59.2,69.5,143
AMS_20240111,Amsterdam,2024-01-11,Thursday,58.9,73.6,149
AMS_20231014,Amsterdam,2023-10-14,Saturday,58.1,73.8,150
AMS_20230824,Amsterdam,2023-08-24,Thursday,55.2,71.3,152
ROT_20231126,Rotterdam,2023-11-26,Sunday,56.3,60.9,142
ROT_20230707,Rotterdam,2023-07-07,Friday,54.0,60.3,146
ROT_20230924,Rotterdam,2023-09-24,Sunday,58.8,61.5,139
AMS_20231227,Amsterdam,2023-12-27,Wednesday,60.9,75.1,147
ROT_20230418,Rotterdam,2023-04-18,Tuesday,55.3,66.7,149
AMS_20230618,Amsterdam,2023-06-18,Sunday,53.9,75.1,157
UTR_20230426,Utrecht,2023-04-26,Wednesday,68.0,74.8,136
UTR_20240108,Utrecht,2024-01-08,Monday,73.4,74.0,127
AMS_20231204,Amsterdam,2023-12-04,Monday,58.0,75.8,151
GRO_20240324,Groningen,2024-03-24,Sunday,53.5,69.2,153
UTR_20230914,Utrecht,2023-09-14,Thursday,70.3,75.8,133
AMS_20240214,Amsterdam,2024-02-14,Wednesday,58.9,76.0,151
ROT_20230927,Rotterdam,2023-09-27,Wednesday,56.6,63.1,143
