SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
GRO_20240207,Groningen,2024-02-07,Wednesday,56.1,70.8,151
MAA_20240304,Maastricht,2024-03-04,Monday,59.1,71.4,147
UTR_20231203,Utrecht,2023-12-03,Sunday,70.1,69.7,128
GRO_20230918,Groningen,2023-09-18,Monday,55.8,69.0,149
GRO_20230812,Groningen,2023-08-12,Saturday,53.3,70.6,154
GRO_20231228,Groningen,2023-12-28,Thursday,55.7,71.2,152
UTR_20231014,Utrecht,2023-10-14,Saturday,71.1,72.1,129
UTR_20240313,Utrecht,2024-03-13,Wednesday,66.3,76.9,140
ROT_20240120,Rotterdam,2024-01-20,Saturday,57.8,60.9,140
UTR_20231026,Utrecht,2023-10-26,Thursday,73.1,75.2,128
AMS_20230809,Amsterdam,2023-08-09,Wednesday,55.4,78.4,158
UTR_20230705,Utrecht,2023-07-05,Wednesday,72.9,73.2,128
ROT_20230801,Rotterdam,2023-08-01,Tuesday,55.5,61.9,144
AMS_20230803,Amsterdam,2023-08-03,Thursday,62.3,73.2,144
MAA_20240204,Maastricht,2024-02-04,Sunday,59.9,72.5,145
ROT_20230819,Rotterdam,2023-08-19,Saturday,58.9,66.0,143
ROT_20230412,Rotterdam,2023-04-12,Wednesday,57.9,63.6,142
AMS_20230924,Amsterdam,2023-09-24,Sunday,59.3,71.4,146
GRO_20240319,Groningen,2024-03-19,Tuesday,53.9,69.7,154
MAA_20230418,Maastricht,2023-04-18,Tuesday,53.4,69.9,153
ROT_20240107,Rotterdam,2024-01-07,Sunday,59.0,62.1,138
AMS_20230717,Amsterdam,2023-07-17,Monday,62.2,72.7,142
ROT_20231025,Rotterdam,2023-10-25,Wednesday,55.6,63.8,146
GRO_20231129,Groningen,2023-11-29,Wednesday,53.7,71.1,155
AMS_20230601,Amsterdam,2023-06-01,Thursday,59.4,75.7,149
UTR_20230912,Utrecht,2023-09-12,Tuesday,70.7,77.9,135
ROT_20230705,Rotterdam,2023-07-05,Wednesday,57.6,60.9,141
GRO_20240117,Groningen,2024-01-17,Wednesday,57.6,68.8,147
AMS_20240221,Amsterdam,2024-02-21,Wednesday,59.6,75.6,149
UTR_20240303,Utrecht,2024-03-03,Sunday,71.4,73.6,130
AMS_20240106,Amsterdam,2024-01-06,Saturday,55.7,75.5,155
MAA_20230602,Maastricht,2023-06-02,Friday,56.9,72.3,150
GRO_20240303,Groningen,2024-03-03,Sunday,56.2,71.9,151
ROT_20230504,Rotterdam,2023-05-04,Thursday,56.8,62.3,142
ROT_20240203,Rotterdam,2024-02-03,Saturday,55.7,63.8,145
ROT_20231103,Rotterdam,2023-11-03,Friday,53.1,63.2,150
MAA_20240103,Maastricht,2024-01-03,Wednesday,57.8,73.3,149
UTR_20230921,Utrecht,2023-09-21,Thursday,72.7,74.2,128
GRO_20230710,Groningen,2023-07-10,Monday,55.0,69.9,153
GRO_20240331,Groningen,2024-03-31,Sunday,54.6,70.3,153
AMS_20230626,Amsterdam,2023-06-26,Monday,56.1,74.6,152
ROT_20231225,Rotterdam,2023-12-25,Monday,57.0,65.7,146
ROT_20230531,Rotterdam,2023-05-31,Wednesday,54.1,58.5,144
ROT_20231106,Rotterdam,2023-11-06,Monday,56.9,59.0,140
AMS_20230813,Amsterdam,2023-08-13,Sunday,57.1,76.0,153
ROT_20230827,Rotterdam,2023-08-27,Sunday,59.2,62.0,139
GRO_20240219,Groningen,2024-02-19,Monday,57.6,67.0,145
UTR_20230615,Utrecht,2023-06-15,Thursday,69.6,76.2,134
GRO_20231207,Groningen,2023-12-07,Thursday,56.5,72.0,151
AMS_20230802,Amsterdam,2023-08-02,Wednesday,59.0,77.6,152
UTR_20230610,Utrecht,2023-06-10,Saturday,70.7,73.1,131
ROT_20240110,Rotterdam,2024-01-10,Wednesday,63.0,64.3,135
MAA_20240214,Maastricht,2024-02-14,Wednesday,54.8,74.5,155
AMS_20230704,Amsterdam,2023-07-04,Tuesday,62.3,70.8,141
GRO_20230913,Groningen,2023-09-13,Wednesday,53.2,69.0,154
GRO_20240121,Groningen,2024-01-21,Sunday,55.4,69.6,150
MAA_20240129,Maastricht,2024-01-29,Monday,52.2,74.3,159
MAA_20230717,Maastricht,2023-07-17,Monday,56.5,74.1,153
UTR_20230412,Utrecht,2023-04-12,Wednesday,71.1,79.7,134
UTR_20231007,Utrecht,2023-10-07,Saturday,69.4,75.2,134
UTR_20230513,Utrecht,2023-05-13,Saturday,71.7,76.9,132
AMS_20230507,Amsterdam,2023-05-07,Sunday,54.2,74.7,157
ROT_20230920,Rotterdam,2023-09-20,Wednesday,53.8,64.1,148
AMS_20230627,Amsterdam,2023-06-27,Tuesday,55.9,74.2,153
ROT_20231215,Rotterdam,2023-12-15,Friday,55.1,64.1,147
GRO_20231014,Groningen,2023-10-14,Saturday,51.3,69.3,157
GRO_20230825,Groningen,2023-08-25,Friday,55.9,70.3,151
MAA_20230809,Maastricht,2023-08-09,Wednesday,59.9,70.8,144
ROT_20240125,Rotterdam,2024-01-25,Thursday,55.1,61.6,144
ROT_20231020,Rotterdam,2023-10-20,Friday,56.5,57.9,140
GRO_20240315,Groningen,2024-03-15,Friday,56.2,72.2,151
ROT_20240301,Rotterdam,2024-03-01,Friday,55.6,61.9,144
UTR_20230416,Utrecht,2023-04-16,Sunday,69.9,73.2,132
ROT_20230830,Rotterdam,2023-08-30,Wednesday,59.7,61.7,138
AMS_20240325,Amsterdam,2024-03-25,Monday,59.7,74.0,148
UTR_20230625,Utrecht,2023-06-25,Sunday,67.5,77.4,139
MAA_20231008,Maastricht,2023-10-08,Sunday,57.4,68.9,147
GRO_20231108,Groningen,2023-11-08,Wednesday,57.0,70.7,150
AMS_20230707,Amsterdam,2023-07-07,Friday,59.7,75.4,148
AMS_20230718,Amsterdam,2023-07-18,Tuesday,60.3,76.3,149
GRO_20230426,Groningen,2023-04-26,Wednesday,54.9,70.8,152
GRO_20231126,Groningen,2023-11-26,Sunday,56.6,70.8,150
UTR_20231113,Utrecht,2023-11-13,Monday,68.9,78.5,137
AMS_20231208,Amsterdam,2023-12-08,Friday,63.3,75.7,144
MAA_20230503,Maastricht,2023-05-03,Wednesday,57.3,72.2,151
MAA_20231004,Maastricht,2023-10-04,Wednesday,59.0,69.9,145
MAA_20240330,Maastricht,2024-03-30,Saturday,57.7,72.4,150
MAA_20230530,Maastricht,2023-05-30,Tuesday,55.2,69.4,151
ROT_20230613,Rotterdam,2023-06-13,Tuesday,56.8,58.3,139
MAA_20240216,Maastricht,2024-02-16,Friday,53.0,72.4,156
MAA_20240222,Maastricht,2024-02-22,Thursday,54.0,72.2,155
ROT_20240118,Rotterdam,2024-01-18,Thursday,54.0,61.0,146
AMS_20230909,Amsterdam,2023-09-09,Saturday,55.1,73.4,153
GRO_20240329,Groningen,2024-03-29,Friday,52.1,69.0,155
MAA_20230527,Maastricht,2023-05-27,Saturday,59.8,72.0,145
GRO_20230804,Groningen,2023-08-04,Friday,54.5,69.5,152
ROT_20240314,Rotterdam,2024-03-14,Thursday,53.4,61.9,148
ROT_20230419,Rotterdam,2023-04-19,Wednesday,56.1,57.2,141
MAA_20231220,Maastricht,2023-12-20,Wednesday,54.0,71.1,155
ROT_20240102,Rotterdam,2024-01-02,Tuesday,56.5,67.5,146
UTR_20230803,Utrecht,2023-08-03,Thursday,70.7,76.5,133
ROT_20230514,Rotterdam,2023-05-14,Sunday,55.1,65.5,149
AMS_20240213,Amsterdam,2024-02-13,Tuesday,58.7,75.6,151
AMS_20230804,Amsterdam,2023-08-04,Friday,58.4,79.1,153
AMS_20240328,Amsterdam,2024-03-28,Thursday,57.5,74.3,151
AMS_20240302,Amsterdam,2024-03-02,Saturday,60.6,75.1,148
AMS_20240203,Amsterdam,2024-02-03,Saturday,56.9,75.5,154
AMS_20240115,Amsterdam,2024-01-15,Monday,62.0,74.4,144
UTR_20231017,Utrecht,2023-10-17,Tuesday,66.4,75.6,138
MAA_20231105,Maastricht,2023-11-05,Sunday,57.7,73.3,149
UTR_20231108,Utrecht,2023-11-08,Wednesday,70.9,71.5,129
UTR_20230821,Utrecht,2023-08-21,Monday,73.4,77.9,130
AMS_20230407,Amsterdam,2023-04-07,Friday,60.9,74.3,146
MAA_20231203,Maastricht,2023-12-03,Sunday,57.8,71.2,148
ROT_20240112,Rotterdam,2024-01-12,Friday,58.0,63.3,142
AMS_20230917,Amsterdam,2023-09-17,Sunday,56.3,75.3,154
ROT_20230829,Rotterdam,2023-08-29,Tuesday,57.5,64.0,143
MAA_20231122,Maastricht,2023-11-22,Wednesday,56.0,74.0,153
AMS_20230710,Amsterdam,2023-07-10,Monday,59.5,75.9,150
UTR_20240302,Utrecht,2024-03-02,Saturday,66.7,74.7,137
UTR_20240217,Utrecht,2024-02-17,Saturday,68.0,74.2,135
