SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
AMS_20240124,Amsterdam,2024-01-24,Wednesday,57.7,75.0,152
ROT_20240330,Rotterdam,2024-03-30,Saturday,56.8,60.9,142
MAA_20230518,Maastricht,2023-05-18,Thursday,56.7,71.5,149
AMS_20231201,Amsterdam,2023-12-01,Friday,60.1,75.7,149
UTR_20230503,Utrecht,2023-05-03,Wednesday,74.0,81.9,133
ROT_20231231,Rotterdam,2023-12-31,Sunday,56.1,64.4,146
ROT_20230827,Rotterdam,2023-08-27,Sunday,59.2,62.0,139
GRO_20231204,Groningen,2023-12-04,Monday,54.9,70.3,153
MAA_20230811,Maastricht,2023-08-11,Friday,59.7,73.5,147
UTR_20231231,Utrecht,2023-12-31,Sunday,65.0,74.4,140
AMS_20230507,Amsterdam,2023-05-07,Sunday,54.2,74.7,157
AMS_20231116,Amsterdam,2023-11-16,Thursday,58.9,74.0,149
UTR_20240323,Utrecht,2024-03-23,Saturday,71.1,74.0,131
ROT_20230617,Rotterdam,2023-06-17,Saturday,55.5,61.6,144
MAA_20231101,Maastricht,2023-11-01,Wednesday,58.1,71.5,148
ROT_20231212,Rotterdam,2023-12-12,Tuesday,54.5,61.8,146
AMS_20231010,Amsterdam,2023-10-10,Tuesday,55.0,77.0,157
ROT_20240117,Rotterdam,2024-01-17,Wednesday,55.2,63.0,145
ROT_20240131,Rotterdam,2024-01-31,Wednesday,56.8,62.8,144
UTR_20231212,Utrecht,2023-12-12,Tuesday,73.9,77.5,129
GRO_20240127,Groningen,2024-01-27,Saturday,54.4,69.6,152
AMS_20230924,Amsterdam,2023-09-24,Sunday,59.3,71.4,146
GRO_20240306,Groningen,2024-03-06,Wednesday,56.3,68.8,149
UTR_20231203,Utrecht,2023-12-03,Sunday,70.1,69.7,128
MAA_20230407,Maastricht,2023-04-07,Friday,58.7,74.5,149
AMS_20230929,Amsterdam,2023-09-29,Friday,56.4,75.9,154
UTR_20231129,Utrecht,2023-11-29,Wednesday,71.7,78.7,133
GRO_20230531,Groningen,2023-05-31,Wednesday,54.9,70.3,152
GRO_20240307,Groningen,2024-03-07,Thursday,57.3,70.7,149
GRO_20230422,Groningen,2023-04-22,Saturday,56.4,67.2,148
AMS_20231105,Amsterdam,2023-11-05,Sunday,58.0,74.7,151
AMS_20230826,Amsterdam,2023-08-26,Saturday,57.8,72.1,149
ROT_20230423,Rotterdam,2023-04-23,Sunday,57.3,62.4,142
UTR_20231119,Utrecht,2023-11-19,Sunday,66.9,77.2,139
GRO_20240131,Groningen,2024-01-31,Wednesday,51.4,68.9,156
GRO_20231123,Groningen,2023-11-23,Thursday,54.4,69.9,153
GRO_20231127,Groningen,2023-11-27,Monday,51.7,70.1,157
ROT_20231130,Rotterdam,2023-11-30,Thursday,55.5,62.9,145
MAA_20230615,Maastricht,2023-06-15,Thursday,58.4,71.0,147
AMS_20240119,Amsterdam,2024-01-19,Friday,56.9,73.7,152
ROT_20231011,Rotterdam,2023-10-11,Wednesday,54.4,64.6,148
UTR_20230528,Utrecht,2023-05-28,Sunday,70.5,73.8,131
MAA_20231125,Maastricht,2023-11-25,Saturday,56.4,71.1,150
AMS_20240205,Amsterdam,2024-02-05,Monday,55.1,70.3,152
AMS_20231009,Amsterdam,2023-10-09,Monday,53.6,75.2,158
GRO_20240327,Groningen,2024-03-27,Wednesday,53.6,65.6,151
UTR_20231214,Utrecht,2023-12-14,Thursday,70.4,76.2,134
ROT_20231125,Rotterdam,2023-11-25,Saturday,54.7,62.0,145
AMS_20231225,Amsterdam,2023-12-25,Monday,58.4,73.8,150
UTR_20231006,Utrecht,2023-10-06,Friday,69.6,72.6,131
MAA_20230705,Maastricht,2023-07-05,Wednesday,55.1,74.7,155
GRO_20230908,Groningen,2023-09-08,Friday,52.8,70.0,154
GRO_20231014,Groningen,2023-10-14,Saturday,51.3,69.3,157
ROT_20240324,Rotterdam,2024-03-24,Sunday,56.7,61.8,142
MAA_20230921,Maastricht,2023-09-21,Thursday,56.6,71.6,151
UTR_20230530,Utrecht,2023-05-30,Tuesday,68.5,75.3,135
MAA_20240122,Maastricht,2024-01-22,Monday,58.1,73.1,149
UTR_20240108,Utrecht,2024-01-08,Monday,73.4,74.0,127
ROT_20240329,Rotterdam,2024-03-29,Friday,57.1,60.9,141
MAA_20230411,Maastricht,2023-04-11,Tuesday,56.5,70.6,150
ROT_20240213,Rotterdam,2024-02-13,Tuesday,57.1,63.9,143
ROT_20230808,Rotterdam,2023-08-08,Tuesday,55.6,62.6,145
MAA_20240213,Maastricht,2024-02-13,Tuesday,58.0,73.2,149
ROT_20231229,Rotterdam,2023-12-29,Friday,58.2,60.1,139
GRO_20230519,Groningen,2023-05-19,Friday,53.8,71.3,154
MAA_20231203,Maastricht,2023-12-03,Sunday,57.8,71.2,148
UTR_20230629,Utrecht,2023-06-29,Thursday,71.4,75.2,132
ROT_20230524,Rotterdam,2023-05-24,Wednesday,57.1,59.4,140
UTR_20240331,Utrecht,2024-03-31,Sunday,67.9,77.9,139
ROT_20230917,Rotterdam,2023-09-17,Sunday,58.5,62.1,140
ROT_20230626,Rotterdam,2023-06-26,Monday,54.8,64.6,147
AMS_20230406,Amsterdam,2023-04-06,Thursday,58.6,72.9,148
UTR_20240118,Utrecht,2024-01-18,Thursday,69.6,76.3,135
ROT_20240220,Rotterdam,2024-02-20,Tuesday,56.7,63.4,143
AMS_20231122,Amsterdam,2023-11-22,Wednesday,61.5,70.6,143
GRO_20230811,Groningen,2023-08-11,Friday,56.4,66.2,147
ROT_20240106,Rotterdam,2024-01-06,Saturday,56.0,63.0,144
UTR_20231217,Utrecht,2023-12-17,Sunday,67.7,80.5,142
ROT_20240311,Rotterdam,2024-03-11,Monday,57.1,62.3,142
UTR_20240125,Utrecht,2024-01-25,Thursday,70.7,73.1,131
GRO_20240316,Groningen,2024-03-16,Saturday,50.9,70.0,158
GRO_20230424,Groningen,2023-04-24,Monday,56.0,69.9,149
UTR_20230424,Utrecht,2023-04-24,Monday,67.7,77.0,138
GRO_20231115,Groningen,2023-11-15,Wednesday,53.3,70.1,155
UTR_20230412,Utrecht,2023-04-12,Wednesday,71.1,79.7,134
ROT_20230804,Rotterdam,2023-08-04,Friday,58.2,61.5,141
GRO_20230906,Groningen,2023-09-06,Wednesday,55.3,71.3,152
ROT_20240323,Rotterdam,2024-03-23,Saturday,53.5,62.6,149
ROT_20231102,Rotterdam,2023-11-02,Thursday,51.3,63.6,152
MAA_20240325,Maastricht,2024-03-25,Monday,57.3,73.8,151
MAA_20230601,Maastricht,2023-06-01,Thursday,58.0,76.5,153
ROT_20240303,Rotterdam,2024-03-03,Sunday,56.3,60.2,141
GRO_20230610,Groningen,2023-06-10,Saturday,55.6,72.5,152
UTR_20240401,Utrecht,2024-04-01,Monday,71.0,76.4,133
GRO_20240201,Groningen,2024-02-01,Thursday,55.4,72.4,152
MAA_20230804,Maastricht,2023-08-04,Friday,62.0,73.2,144
MAA_20231130,Maastricht,2023-11-30,Thursday,57.4,74.2,150
AMS_20230527,Amsterdam,2023-05-27,Saturday,56.2,73.1,152
GRO_20240221,Groningen,2024-02-21,Wednesday,55.1,70.3,151
UTR_20231001,Utrecht,2023-10-01,Sunday,68.5,73.4,134
MAA_20230727,Maastricht,2023-07-27,Thursday,57.7,73.3,151
AMS_20230428,Amsterdam,2023-04-28,Friday,57.0,73.1,151
AMS_20231119,Amsterdam,2023-11-19,Sunday,59.8,74.4,147
ROT_20230527,Rotterdam,2023-05-27,Saturday,56.1,64.6,146
UTR_20230909,Utrecht,2023-09-09,Saturday,69.5,75.6,134
ROT_20230712,Rotterdam,2023-07-12,Wednesday,57.8,63.1,143
GRO_20230910,Groningen,2023-09-10,Sunday,54.1,68.0,151
AMS_20230721,Amsterdam,2023-07-21,Friday,57.7,73.1,150
AMS_20230531,Amsterdam,2023-05-31,Wednesday,55.9,75.7,155
UTR_20240326,Utrecht,2024-03-26,Tuesday,68.7,75.1,136
ROT_20231101,Rotterdam,2023-11-01,Wednesday,57.7,62.6,142
AMS_20240328,Amsterdam,2024-03-28,Thursday,57.5,74.3,151
MAA_20230408,Maastricht,2023-04-08,Saturday,60.2,73.8,147
AMS_20231205,Amsterdam,2023-12-05,Tuesday,58.4,73.2,149
MAA_20230609,Maastricht,2023-06-09,Friday,59.6,68.2,143
ROT_20240313,Rotterdam,2024-03-13,Wednesday,53.5,60.6,146
MAA_20230724,Maastricht,2023-07-24,Monday,55.3,72.9,154
UTR_20240321,Utrecht,2024-03-21,Thursday,71.4,73.9,131
GRO_20230430,Groningen,2023-04-30,Sunday,52.2,66.8,153
AMS_20230709,Amsterdam,2023-07-09,Sunday,59.3,73.1,147
AMS_20231102,Amsterdam,2023-11-02,Thursday,57.9,74.3,151
ROT_20231117,Rotterdam,2023-11-17,Friday,55.2,61.6,144
UTR_20230526,Utrecht,2023-05-26,Friday,71.0,77.9,135
AMS_20240130,Amsterdam,2024-01-30,Tuesday,57.8,75.3,152
AMS_20230608,Amsterdam,2023-06-08,Thursday,59.0,75.8,150
MAA_20231110,Maastricht,2023-11-10,Friday,59.7,75.9,151
ROT_20231026,Rotterdam,2023-10-26,Thursday,60.4,61.8,137
AMS_20230508,Amsterdam,2023-05-08,Monday,62.9,74.3,143
MAA_20231228,Maastricht,2023-12-28,Thursday,57.6,70.4,147
AMS_20240104,Amsterdam,2024-01-04,Thursday,61.1,72.7,145
ROT_20240207,Rotterdam,2024-02-07,Wednesday,55.9,61.2,143
GRO_20230408,Groningen,2023-04-08,Saturday,56.3,72.4,151
AMS_20231121,Amsterdam,2023-11-21,Tuesday,54.9,75.9,156
