SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
UTR_20231101,Utrecht,2023-11-01,Wednesday,68.9,77.4,136
GRO_20230922,Groningen,2023-09-22,Friday,54.9,72.5,154
UTR_20231206,Utrecht,2023-12-06,Wednesday,73.5,77.6,130
MAA_20231207,Maastricht,2023-12-07,Thursday,57.6,70.7,148
GRO_20231031,Groningen,2023-10-31,Tuesday,54.3,67.6,150
ROT_20240113,Rotterdam,2024-01-13,Saturday,56.3,61.9,143
UTR_20240307,Utrecht,2024-03-07,Thursday,65.9,73.6,139
ROT_20240227,Rotterdam,2024-02-27,Tuesday,54.9,60.5,145
MAA_20230730,Maastricht,2023-07-30,Sunday,58.7,70.4,147
AMS_20240125,Amsterdam,2024-01-25,Thursday,56.4,75.5,154
ROT_20231230,Rotterdam,2023-12-30,Saturday,60.9,60.4,134
AMS_20230511,Amsterdam,2023-05-11,Thursday,60.8,71.9,145
GRO_20230812,Groningen,2023-08-12,Saturday,53.3,70.6,154
ROT_20231224,Rotterdam,2023-12-24,Sunday,53.6,60.0,145
MAA_20240119,Maastricht,2024-01-19,Friday,57.8,73.2,150
UTR_20231112,Utrecht,2023-11-12,Sunday,70.9,70.2,128
UTR_20230508,Utrecht,2023-05-08,Monday,67.8,76.6,138
AMS_20240322,Amsterdam,2024-03-22,Friday,57.9,75.7,152
UTR_20230830,Utrecht,2023-08-30,Wednesday,68.2,76.9,137
MAA_20231230,Maastricht,2023-12-30,Saturday,56.5,72.6,152
AMS_20240304,Amsterdam,2024-03-04,Monday,56.7,73.8,152
AMS_20240105,Amsterdam,2024-01-05,Friday,57.6,74.6,152
MAA_20230628,Maastricht,2023-06-28,Wednesday,57.6,71.0,148
UTR_20231127,Utrecht,2023-11-27,Monday,73.1,77.7,131
MAA_20231224,Maastricht,2023-12-24,Sunday,60.1,69.6,144
ROT_20240130,Rotterdam,2024-01-30,Tuesday,52.7,63.5,149
UTR_20240214,Utrecht,2024-02-14,Wednesday,66.5,74.9,138
UTR_20240303,Utrecht,2024-03-03,Sunday,71.4,73.6,130
AMS_20230814,Amsterdam,2023-08-14,Monday,57.7,75.0,152
AMS_20230817,Amsterdam,2023-08-17,Thursday,61.1,75.0,147
MAA_20230525,Maastricht,2023-05-25,Thursday,54.9,71.2,152
UTR_20231015,Utrecht,2023-10-15,Sunday,70.6,76.1,134
MAA_20231220,Maastricht,2023-12-20,Wednesday,54.0,71.1,155
MAA_20230920,Maastricht,2023-09-20,Wednesday,58.0,75.0,151
