SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
UTR_20240118,Utrecht,2024-01-18,Thursday,69.6,76.3,135
ROT_20230513,Rotterdam,2023-05-13,Saturday,54.0,62.0,148
GRO_20230414,Groningen,2023-04-14,Friday,55.5,72.5,153
MAA_20231030,Maastricht,2023-10-30,Monday,57.9,72.1,148
MAA_20230929,Maastricht,2023-09-29,Friday,56.3,72.3,151
MAA_20231110,Maastricht,2023-11-10,Friday,59.7,75.9,151
ROT_20230421,Rotterdam,2023-04-21,Friday,61.6,65.0,138
MAA_20231216,Maastricht,2023-12-16,Saturday,59.3,71.9,146
MAA_20231127,Maastricht,2023-11-27,Monday,54.2,70.3,152
ROT_20240126,Rotterdam,2024-01-26,Friday,57.1,62.2,142
AMS_20230924,Amsterdam,2023-09-24,Sunday,59.3,71.4,146
AMS_20230623,Amsterdam,2023-06-23,Friday,59.8,79.0,152
GRO_20230405,Groningen,2023-04-05,Wednesday,55.6,68.3,149
ROT_20230711,Rotterdam,2023-07-11,Tuesday,56.1,61.7,144
AMS_20240324,Amsterdam,2024-03-24,Sunday,54.9,73.9,156
ROT_20230625,Rotterdam,2023-06-25,Sunday,56.7,63.4,144
AMS_20231118,Amsterdam,2023-11-18,Saturday,57.4,75.4,152
GRO_20230609,Groningen,2023-06-09,Friday,58.3,68.2,145
UTR_20230423,Utrecht,2023-04-23,Sunday,67.8,73.5,135
AMS_20230815,Amsterdam,2023-08-15,Tuesday,59.4,72.5,146
MAA_20231226,Maastricht,2023-12-26,Tuesday,56.1,70.6,150
AMS_20231214,Amsterdam,2023-12-14,Thursday,59.9,76.0,148
GRO_20230719,Groningen,2023-07-19,Wednesday,55.9,70.0,150
UTR_20230506,Utrecht,2023-05-06,Saturday,71.0,77.0,133
ROT_20230703,Rotterdam,2023-07-03,Monday,58.2,62.8,142
AMS_20230917,Amsterdam,2023-09-17,Sunday,56.3,75.3,154
GRO_20231214,Groningen,2023-12-14,Thursday,51.0,69.3,157
GRO_20230809,Groningen,2023-08-09,Wednesday,54.4,66.8,150
GRO_20230623,Groningen,2023-06-23,Friday,53.9,71.4,154
AMS_20230906,Amsterdam,2023-09-06,Wednesday,59.1,75.3,151
MAA_20230924,Maastricht,2023-09-24,Sunday,56.4,71.4,150
ROT_20231120,Rotterdam,2023-11-20,Monday,53.1,59.0,146
UTR_20231122,Utrecht,2023-11-22,Wednesday,71.5,77.1,133
MAA_20230413,Maastricht,2023-04-13,Thursday,60.2,74.0,147
AMS_20231229,Amsterdam,2023-12-29,Friday,58.2,76.9,152
ROT_20231015,Rotterdam,2023-10-15,Sunday,54.7,60.9,145
AMS_20240215,Amsterdam,2024-02-15,Thursday,58.4,76.1,151
GRO_20230821,Groningen,2023-08-21,Monday,53.3,70.2,155
ROT_20230828,Rotterdam,2023-08-28,Monday,55.0,60.6,144
GRO_20230807,Groningen,2023-08-07,Monday,50.8,71.5,159
ROT_20230618,Rotterdam,2023-06-18,Sunday,57.1,62.5,142
UTR_20230823,Utrecht,2023-08-23,Wednesday,73.6,75.3,127
AMS_20240109,Amsterdam,2024-01-09,Tuesday,56.9,73.4,152
MAA_20240310,Maastricht,2024-03-10,Sunday,59.0,71.3,147
UTR_20230813,Utrecht,2023-08-13,Sunday,71.3,73.4,130
MAA_20240107,Maastricht,2024-01-07,Sunday,59.0,72.2,148
ROT_20240105,Rotterdam,2024-01-05,Friday,57.3,61.5,142
AMS_20230412,Amsterdam,2023-04-12,Wednesday,55.6,75.1,154
MAA_20230623,Maastricht,2023-06-23,Friday,57.5,71.1,148
GRO_20231007,Groningen,2023-10-07,Saturday,56.7,70.6,149
AMS_20230829,Amsterdam,2023-08-29,Tuesday,56.0,75.7,154
AMS_20231127,Amsterdam,2023-11-27,Monday,55.3,76.2,156
AMS_20240308,Amsterdam,2024-03-08,Friday,59.2,72.7,147
AMS_20240303,Amsterdam,2024-03-03,Sunday,56.6,78.2,156
UTR_20230623,Utrecht,2023-06-23,Friday,70.4,76.7,134
MAA_20230410,Maastricht,2023-04-10,Monday,58.0,76.2,152
MAA_20230717,Maastricht,2023-07-17,Monday,56.5,74.1,153
UTR_20230421,Utrecht,2023-04-21,Friday,69.0,75.5,135
ROT_20230428,Rotterdam,2023-04-28,Friday,54.8,61.8,146
AMS_20231104,Amsterdam,2023-11-04,Saturday,55.8,79.9,158
ROT_20230410,Rotterdam,2023-04-10,Monday,59.9,63.1,138
GRO_20231024,Groningen,2023-10-24,Tuesday,56.3,71.1,151
AMS_20231020,Amsterdam,2023-10-20,Friday,54.4,77.7,159
AMS_20230425,Amsterdam,2023-04-25,Tuesday,52.8,76.4,160
MAA_20230428,Maastricht,2023-04-28,Friday,56.9,72.5,152
AMS_20230808,Amsterdam,2023-08-08,Tuesday,56.8,72.9,151
AMS_20230831,Amsterdam,2023-08-31,Thursday,56.9,72.3,152
GRO_20230711,Groningen,2023-07-11,Tuesday,57.3,71.4,149
AMS_20240229,Amsterdam,2024-02-29,Thursday,59.4,75.5,150
AMS_20240222,Amsterdam,2024-02-22,Thursday,57.9,74.7,150
