SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230920,Maastricht,2023-09-20,Wednesday,58.0,75.0,151
ROT_20240326,Rotterdam,2024-03-26,Tuesday,59.8,59.4,136
GRO_20240127,Groningen,2024-01-27,Saturday,54.4,69.6,152
ROT_20230713,Rotterdam,2023-07-13,Thursday,55.4,64.1,146
ROT_20230528,Rotterdam,2023-05-28,Sunday,61.4,63.0,136
ROT_20231026,Rotterdam,2023-10-26,Thursday,60.4,61.8,137
GRO_20240123,Groningen,2024-01-23,Tuesday,57.0,69.7,148
AMS_20240223,Amsterdam,2024-02-23,Friday,61.0,76.5,148
UTR_20240220,Utrecht,2024-02-20,Tuesday,69.3,74.2,134
UTR_20240313,Utrecht,2024-03-13,Wednesday,66.3,76.9,140
UTR_20231109,Utrecht,2023-11-09,Thursday,69.9,73.9,132
MAA_20230504,Maastricht,2023-05-04,Thursday,55.6,71.8,153
AMS_20231217,Amsterdam,2023-12-17,Sunday,58.8,75.9,151
MAA_20240212,Maastricht,2024-02-12,Monday,58.5,72.1,148
AMS_20230413,Amsterdam,2023-04-13,Thursday,55.3,75.1,155
MAA_20230815,Maastricht,2023-08-15,Tuesday,56.8,74.6,153
UTR_20240210,Utrecht,2024-02-10,Saturday,69.2,73.6,132
ROT_20240131,Rotterdam,2024-01-31,Wednesday,56.8,62.8,144
AMS_20230630,Amsterdam,2023-06-30,Friday,60.3,74.7,147
UTR_20230709,Utrecht,2023-07-09,Sunday,68.3,81.6,141
AMS_20240331,Amsterdam,2024-03-31,Sunday,54.0,76.6,158
AMS_20231108,Amsterdam,2023-11-08,Wednesday,58.2,74.2,151
AMS_20240222,Amsterdam,2024-02-22,Thursday,57.9,74.7,150
ROT_20230430,Rotterdam,2023-04-30,Sunday,55.5,62.9,144
UTR_20231126,Utrecht,2023-11-26,Sunday,70.5,75.5,133
MAA_20230805,Maastricht,2023-08-05,Saturday,56.7,73.7,152
AMS_20230604,Amsterdam,2023-06-04,Sunday,58.3,75.5,150
MAA_20230922,Maastricht,2023-09-22,Friday,54.2,70.7,153
AMS_20240217,Amsterdam,2024-02-17,Saturday,57.9,71.9,149
ROT_20230731,Rotterdam,2023-07-31,Monday,54.3,63.1,148
AMS_20231008,Amsterdam,2023-10-08,Sunday,58.6,74.3,150
MAA_20240108,Maastricht,2024-01-08,Monday,56.0,71.3,151
