SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
AMS_20231001,Amsterdam,2023-10-01,Sunday,57.7,77.1,153
AMS_20230816,Amsterdam,2023-08-16,Wednesday,60.5,75.4,147
MAA_20230502,Maastricht,2023-05-02,Tuesday,57.9,67.6,146
AMS_20231109,Amsterdam,2023-11-09,Thursday,52.7,76.9,161
AMS_20240108,Amsterdam,2024-01-08,Monday,56.7,73.7,152
GRO_20230910,Groningen,2023-09-10,Sunday,54.1,68.0,151
UTR_20231011,Utrecht,2023-10-11,Wednesday,67.4,74.8,137
UTR_20231009,Utrecht,2023-10-09,Monday,68.7,73.3,133
MAA_20231224,Maastricht,2023-12-24,Sunday,60.1,69.6,144
MAA_20240202,Maastricht,2024-02-02,Friday,55.8,73.6,152
AMS_20231209,Amsterdam,2023-12-09,Saturday,56.3,76.1,154
ROT_20230831,Rotterdam,2023-08-31,Thursday,55.2,57.4,141
ROT_20231223,Rotterdam,2023-12-23,Saturday,57.5,62.0,142
AMS_20240306,Amsterdam,2024-03-06,Wednesday,57.9,79.0,155
UTR_20240129,Utrecht,2024-01-29,Monday,68.5,77.8,138
GRO_20240114,Groningen,2024-01-14,Sunday,53.3,70.2,154
AMS_20230606,Amsterdam,2023-06-06,Tuesday,58.7,75.8,151
UTR_20231031,Utrecht,2023-10-31,Tuesday,68.3,74.5,135
AMS_20231014,Amsterdam,2023-10-14,Saturday,58.1,73.8,150
UTR_20240316,Utrecht,2024-03-16,Saturday,72.3,78.6,132
GRO_20240210,Groningen,2024-02-10,Saturday,54.3,69.9,152
GRO_20230612,Groningen,2023-06-12,Monday,51.8,68.9,156
AMS_20230422,Amsterdam,2023-04-22,Saturday,60.7,74.6,147
AMS_20230718,Amsterdam,2023-07-18,Tuesday,60.3,76.3,149
ROT_20231023,Rotterdam,2023-10-23,Monday,57.7,61.7,141
UTR_20230529,Utrecht,2023-05-29,Monday,70.7,75.6,133
GRO_20230507,Groningen,2023-05-07,Sunday,55.9,74.2,154
UTR_20240201,Utrecht,2024-02-01,Thursday,66.1,78.3,141
UTR_20240323,Utrecht,2024-03-23,Saturday,71.1,74.0,131
