SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230917,Maastricht,2023-09-17,Sunday,56.2,70.3,150
ROT_20231217,Rotterdam,2023-12-17,Sunday,57.3,60.6,141
UTR_20230808,Utrecht,2023-08-08,Tuesday,65.5,74.5,139
MAA_20230421,Maastricht,2023-04-21,Friday,54.6,75.5,157
MAA_20230731,Maastricht,2023-07-31,Monday,56.9,72.8,151
GRO_20230723,Groningen,2023-07-23,Sunday,54.1,68.9,152
UTR_20231025,Utrecht,2023-10-25,Wednesday,69.2,72.3,132
AMS_20231103,Amsterdam,2023-11-03,Friday,61.7,77.0,147
MAA_20231005,Maastricht,2023-10-05,Thursday,54.8,69.7,151
ROT_20230718,Rotterdam,2023-07-18,Tuesday,56.2,62.8,144
AMS_20231119,Amsterdam,2023-11-19,Sunday,59.8,74.4,147
ROT_20230428,Rotterdam,2023-04-28,Friday,54.8,61.8,146
AMS_20231028,Amsterdam,2023-10-28,Saturday,57.7,73.9,150
GRO_20230730,Groningen,2023-07-30,Sunday,50.2,71.6,160
MAA_20230508,Maastricht,2023-05-08,Monday,57.9,73.5,149
MAA_20230926,Maastricht,2023-09-26,Tuesday,58.7,74.8,150
AMS_20231206,Amsterdam,2023-12-06,Wednesday,55.2,72.9,153
ROT_20230929,Rotterdam,2023-09-29,Friday,59.1,67.4,144
GRO_20240213,Groningen,2024-02-13,Tuesday,53.9,73.2,155
ROT_20231215,Rotterdam,2023-12-15,Friday,55.1,64.1,147
MAA_20230822,Maastricht,2023-08-22,Tuesday,55.6,73.7,154
UTR_20230410,Utrecht,2023-04-10,Monday,71.4,75.7,131
AMS_20240217,Amsterdam,2024-02-17,Saturday,57.9,71.9,149
GRO_20230819,Groningen,2023-08-19,Saturday,51.1,70.2,157
AMS_20230521,Amsterdam,2023-05-21,Sunday,56.6,75.2,153
AMS_20230903,Amsterdam,2023-09-03,Sunday,59.5,73.7,147
ROT_20240324,Rotterdam,2024-03-24,Sunday,56.7,61.8,142
AMS_20230822,Amsterdam,2023-08-22,Tuesday,53.9,74.2,157
UTR_20230820,Utrecht,2023-08-20,Sunday,70.9,76.1,133
UTR_20231202,Utrecht,2023-12-02,Saturday,69.6,76.4,134
MAA_20230915,Maastricht,2023-09-15,Friday,55.3,72.8,153
ROT_20231123,Rotterdam,2023-11-23,Thursday,58.5,61.7,139
GRO_20231031,Groningen,2023-10-31,Tuesday,54.3,67.6,150
ROT_20230926,Rotterdam,2023-09-26,Tuesday,54.6,62.3,147
AMS_20240124,Amsterdam,2024-01-24,Wednesday,57.7,75.0,152
AMS_20240112,Amsterdam,2024-01-12,Friday,58.4,71.7,149
AMS_20230911,Amsterdam,2023-09-11,Monday,61.0,74.9,146
GRO_20230523,Groningen,2023-05-23,Tuesday,53.7,69.4,153
MAA_20230523,Maastricht,2023-05-23,Tuesday,57.3,71.7,149
ROT_20230517,Rotterdam,2023-05-17,Wednesday,54.7,60.9,144
GRO_20230406,Groningen,2023-04-06,Thursday,53.9,66.4,149
ROT_20231026,Rotterdam,2023-10-26,Thursday,60.4,61.8,137
ROT_20230906,Rotterdam,2023-09-06,Wednesday,55.1,62.6,146
UTR_20230724,Utrecht,2023-07-24,Monday,66.8,72.0,136
MAA_20240219,Maastricht,2024-02-19,Monday,58.9,71.1,147
UTR_20231120,Utrecht,2023-11-20,Monday,67.7,74.8,137
AMS_20231115,Amsterdam,2023-11-15,Wednesday,57.5,74.0,151
GRO_20231130,Groningen,2023-11-30,Thursday,54.1,71.8,154
GRO_20230508,Groningen,2023-05-08,Monday,57.2,67.2,146
AMS_20231123,Amsterdam,2023-11-23,Thursday,58.4,74.5,150
MAA_20230720,Maastricht,2023-07-20,Thursday,56.6,70.7,150
GRO_20231212,Groningen,2023-12-12,Tuesday,54.9,70.4,152
ROT_20231020,Rotterdam,2023-10-20,Friday,56.5,57.9,140
MAA_20230611,Maastricht,2023-06-11,Sunday,55.8,70.3,150
MAA_20230827,Maastricht,2023-08-27,Sunday,53.1,72.8,158
MAA_20230428,Maastricht,2023-04-28,Friday,56.9,72.5,152
MAA_20230818,Maastricht,2023-08-18,Friday,54.6,68.0,151
MAA_20230501,Maastricht,2023-05-01,Monday,58.1,73.0,149
GRO_20230604,Groningen,2023-06-04,Sunday,54.2,71.0,154
UTR_20240114,Utrecht,2024-01-14,Sunday,70.4,79.0,135
UTR_20231121,Utrecht,2023-11-21,Tuesday,68.9,76.4,135
MAA_20230628,Maastricht,2023-06-28,Wednesday,57.6,71.0,148
AMS_20230724,Amsterdam,2023-07-24,Monday,57.1,75.2,152
AMS_20240205,Amsterdam,2024-02-05,Monday,55.1,70.3,152
MAA_20230918,Maastricht,2023-09-18,Monday,57.5,72.5,150
UTR_20240331,Utrecht,2024-03-31,Sunday,67.9,77.9,139
ROT_20230809,Rotterdam,2023-08-09,Wednesday,60.7,66.3,141
MAA_20231123,Maastricht,2023-11-23,Thursday,56.8,77.0,154
ROT_20230615,Rotterdam,2023-06-15,Thursday,59.8,64.7,140
MAA_20230911,Maastricht,2023-09-11,Monday,54.2,69.4,152
UTR_20230419,Utrecht,2023-04-19,Wednesday,72.4,73.6,129
AMS_20230816,Amsterdam,2023-08-16,Wednesday,60.5,75.4,147
UTR_20240206,Utrecht,2024-02-06,Tuesday,65.7,75.5,140
GRO_20230513,Groningen,2023-05-13,Saturday,52.8,73.9,157
GRO_20230611,Groningen,2023-06-11,Sunday,53.4,72.2,156
ROT_20230821,Rotterdam,2023-08-21,Monday,53.2,62.9,148
AMS_20240119,Amsterdam,2024-01-19,Friday,56.9,73.7,152
GRO_20240323,Groningen,2024-03-23,Saturday,56.4,70.3,150
AMS_20230923,Amsterdam,2023-09-23,Saturday,58.1,75.2,151
MAA_20230914,Maastricht,2023-09-14,Thursday,58.6,70.6,147
ROT_20240122,Rotterdam,2024-01-22,Monday,58.1,62.9,142
UTR_20230826,Utrecht,2023-08-26,Saturday,71.8,73.9,130
MAA_20230815,Maastricht,2023-08-15,Tuesday,56.8,74.6,153
GRO_20230417,Groningen,2023-04-17,Monday,56.6,72.3,151
UTR_20240221,Utrecht,2024-02-21,Wednesday,67.6,77.5,139
ROT_20230822,Rotterdam,2023-08-22,Tuesday,55.8,59.0,142
MAA_20240213,Maastricht,2024-02-13,Tuesday,58.0,73.2,149
MAA_20230624,Maastricht,2023-06-24,Saturday,59.4,74.6,149
GRO_20240302,Groningen,2024-03-02,Saturday,56.7,69.8,149
GRO_20231020,Groningen,2023-10-20,Friday,54.8,68.5,151
ROT_20230624,Rotterdam,2023-06-24,Saturday,57.5,59.3,139
UTR_20240105,Utrecht,2024-01-05,Friday,65.9,78.0,141
AMS_20240330,Amsterdam,2024-03-30,Saturday,59.5,74.6,149
UTR_20230502,Utrecht,2023-05-02,Tuesday,68.0,74.9,136
MAA_20240319,Maastricht,2024-03-19,Tuesday,53.5,71.5,154
ROT_20240106,Rotterdam,2024-01-06,Saturday,56.0,63.0,144
GRO_20230425,Groningen,2023-04-25,Tuesday,55.7,68.8,150
GRO_20230708,Groningen,2023-07-08,Saturday,56.8,69.9,148
UTR_20240130,Utrecht,2024-01-30,Tuesday,69.0,74.5,134
MAA_20240320,Maastricht,2024-03-20,Wednesday,57.3,74.6,152
UTR_20231125,Utrecht,2023-11-25,Saturday,69.6,75.6,134
AMS_20230905,Amsterdam,2023-09-05,Tuesday,60.7,78.0,149
AMS_20230925,Amsterdam,2023-09-25,Monday,55.6,73.4,153
AMS_20240215,Amsterdam,2024-02-15,Thursday,58.4,76.1,151
ROT_20230909,Rotterdam,2023-09-09,Saturday,55.1,62.4,145
ROT_20230610,Rotterdam,2023-06-10,Saturday,54.1,60.1,145
GRO_20230726,Groningen,2023-07-26,Wednesday,56.2,70.8,150
UTR_20240129,Utrecht,2024-01-29,Monday,68.5,77.8,138
UTR_20230614,Utrecht,2023-06-14,Wednesday,71.1,73.7,130
MAA_20230607,Maastricht,2023-06-07,Wednesday,60.4,69.1,143
GRO_20240222,Groningen,2024-02-22,Thursday,56.5,70.5,150
MAA_20231227,Maastricht,2023-12-27,Wednesday,56.7,74.6,153
ROT_20230426,Rotterdam,2023-04-26,Wednesday,57.1,65.0,145
GRO_20240118,Groningen,2024-01-18,Thursday,58.0,70.9,147
MAA_20230630,Maastricht,2023-06-30,Friday,59.7,76.5,149
AMS_20230424,Amsterdam,2023-04-24,Monday,61.1,74.7,147
GRO_20231111,Groningen,2023-11-11,Saturday,54.8,71.0,153
ROT_20230425,Rotterdam,2023-04-25,Tuesday,56.5,60.2,141
MAA_20240201,Maastricht,2024-02-01,Thursday,57.0,69.5,149
AMS_20230607,Amsterdam,2023-06-07,Wednesday,60.1,72.0,145
AMS_20230523,Amsterdam,2023-05-23,Tuesday,55.6,76.0,155
GRO_20230520,Groningen,2023-05-20,Saturday,58.3,68.2,145
ROT_20240124,Rotterdam,2024-01-24,Wednesday,55.2,60.9,144
AMS_20240103,Amsterdam,2024-01-03,Wednesday,56.5,74.7,153
UTR_20240203,Utrecht,2024-02-03,Saturday,66.5,78.7,141
GRO_20230610,Groningen,2023-06-10,Saturday,55.6,72.5,152
MAA_20231120,Maastricht,2023-11-20,Monday,57.0,69.8,148
GRO_20230908,Groningen,2023-09-08,Friday,52.8,70.0,154
GRO_20240107,Groningen,2024-01-07,Sunday,53.4,66.7,152
AMS_20240312,Amsterdam,2024-03-12,Tuesday,61.4,73.8,146
AMS_20240221,Amsterdam,2024-02-21,Wednesday,59.6,75.6,149
GRO_20240229,Groningen,2024-02-29,Thursday,54.1,66.1,149
ROT_20231216,Rotterdam,2023-12-16,Saturday,54.3,61.0,145
AMS_20230608,Amsterdam,2023-06-08,Thursday,59.0,75.8,150
AMS_20231204,Amsterdam,2023-12-04,Monday,58.0,75.8,151
UTR_20230908,Utrecht,2023-09-08,Friday,71.5,76.9,132
AMS_20231126,Amsterdam,2023-11-26,Sunday,57.9,75.3,151
GRO_20230505,Groningen,2023-05-05,Friday,54.0,70.7,154
UTR_20231010,Utrecht,2023-10-10,Tuesday,69.0,75.0,134
AMS_20240305,Amsterdam,2024-03-05,Tuesday,58.8,75.8,150
ROT_20240322,Rotterdam,2024-03-22,Friday,57.0,60.5,142
ROT_20230404,Rotterdam,2023-04-04,Tuesday,57.0,62.9,144
MAA_20230717,Maastricht,2023-07-17,Monday,56.5,74.1,153
UTR_20231104,Utrecht,2023-11-04,Saturday,70.4,74.6,132
UTR_20230831,Utrecht,2023-08-31,Thursday,70.9,73.0,130
GRO_20240309,Groningen,2024-03-09,Saturday,53.8,71.5,154
GRO_20230529,Groningen,2023-05-29,Monday,54.0,67.8,151
MAA_20240114,Maastricht,2024-01-14,Sunday,58.0,72.6,149
ROT_20240101,Rotterdam,2024-01-01,Monday,54.3,63.2,147
ROT_20230403,Rotterdam,2023-04-03,Monday,57.2,64.0,144
AMS_20230811,Amsterdam,2023-08-11,Friday,57.8,77.2,152
UTR_20231019,Utrecht,2023-10-19,Thursday,68.7,79.2,138
UTR_20230411,Utrecht,2023-04-11,Tuesday,69.2,77.1,136
GRO_20231211,Groningen,2023-12-11,Monday,52.3,66.3,153
ROT_20230625,Rotterdam,2023-06-25,Sunday,56.7,63.4,144
GRO_20231006,Groningen,2023-10-06,Friday,55.7,65.6,146
UTR_20230720,Utrecht,2023-07-20,Thursday,67.5,75.8,137
MAA_20230504,Maastricht,2023-05-04,Thursday,55.6,71.8,153
UTR_20230615,Utrecht,2023-06-15,Thursday,69.6,76.2,134
GRO_20240106,Groningen,2024-01-06,Saturday,53.2,67.7,152
AMS_20230711,Amsterdam,2023-07-11,Tuesday,58.2,77.3,152
AMS_20230914,Amsterdam,2023-09-14,Thursday,59.8,78.5,150
ROT_20240221,Rotterdam,2024-02-21,Wednesday,52.1,61.1,148
UTR_20231112,Utrecht,2023-11-12,Sunday,70.9,70.2,128
UTR_20240309,Utrecht,2024-03-09,Saturday,67.5,76.1,138
MAA_20231015,Maastricht,2023-10-15,Sunday,60.3,70.8,145
MAA_20231108,Maastricht,2023-11-08,Wednesday,57.7,73.0,150
ROT_20230721,Rotterdam,2023-07-21,Friday,57.7,63.7,143
MAA_20230411,Maastricht,2023-04-11,Tuesday,56.5,70.6,150
ROT_20240222,Rotterdam,2024-02-22,Thursday,55.7,61.9,144
ROT_20240228,Rotterdam,2024-02-28,Wednesday,54.3,65.5,148
MAA_20231204,Maastricht,2023-12-04,Monday,57.9,73.0,149
UTR_20240227,Utrecht,2024-02-27,Tuesday,68.1,74.4,135
AMS_20230909,Amsterdam,2023-09-09,Saturday,55.1,73.4,153
GRO_20230923,Groningen,2023-09-23,Saturday,52.1,71.2,157
UTR_20240202,Utrecht,2024-02-02,Friday,69.1,75.5,135
GRO_20230911,Groningen,2023-09-11,Monday,54.1,71.3,154
UTR_20231015,Utrecht,2023-10-15,Sunday,70.6,76.1,134
MAA_20230823,Maastricht,2023-08-23,Wednesday,57.3,70.6,148
MAA_20231229,Maastricht,2023-12-29,Friday,60.6,71.2,145
AMS_20231216,Amsterdam,2023-12-16,Saturday,59.2,75.1,149
AMS_20230417,Amsterdam,2023-04-17,Monday,58.6,74.0,149
GRO_20231210,Groningen,2023-12-10,Sunday,52.9,71.1,156
UTR_20230606,Utrecht,2023-06-06,Tuesday,67.4,77.4,139
MAA_20230916,Maastricht,2023-09-16,Saturday,53.4,71.9,155
UTR_20230517,Utrecht,2023-05-17,Wednesday,69.0,74.0,134
ROT_20240130,Rotterdam,2024-01-30,Tuesday,52.7,63.5,149
AMS_20230418,Amsterdam,2023-04-18,Tuesday,59.2,76.8,151
ROT_20230520,Rotterdam,2023-05-20,Saturday,52.7,63.0,150
UTR_20230621,Utrecht,2023-06-21,Wednesday,68.3,75.6,136
UTR_20231216,Utrecht,2023-12-16,Saturday,68.0,75.5,136
AMS_20231114,Amsterdam,2023-11-14,Tuesday,59.0,72.3,148
MAA_20231221,Maastricht,2023-12-21,Thursday,58.8,72.5,148
GRO_20240123,Groningen,2024-01-23,Tuesday,57.0,69.7,148
ROT_20230727,Rotterdam,2023-07-27,Thursday,58.2,63.0,142
GRO_20230422,Groningen,2023-04-22,Saturday,56.4,67.2,148
ROT_20230923,Rotterdam,2023-09-23,Saturday,57.7,60.5,140
ROT_20230606,Rotterdam,2023-06-06,Tuesday,55.2,63.3,145
UTR_20230901,Utrecht,2023-09-01,Friday,67.5,76.8,139
UTR_20230729,Utrecht,2023-07-29,Saturday,69.2,73.7,134
GRO_20240216,Groningen,2024-02-16,Friday,50.4,71.2,159
MAA_20230725,Maastricht,2023-07-25,Tuesday,57.0,68.5,147
