SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
AMS_20230426,Amsterdam,2023-04-26,Wednesday,57.4,74.9,151
AMS_20230511,Amsterdam,2023-05-11,Thursday,60.8,71.9,145
AMS_20240312,Amsterdam,2024-03-12,Tuesday,61.4,73.8,146
AMS_20230602,Amsterdam,2023-06-02,Friday,56.3,71.7,151
MAA_20231130,Maastricht,2023-11-30,Thursday,57.4,74.2,150
MAA_20240210,Maastricht,2024-02-10,Saturday,55.3,75.5,155
GRO_20240209,Groningen,2024-02-09,Friday,51.6,68.2,154
ROT_20230629,Rotterdam,2023-06-29,Thursday,54.0,59.0,145
MAA_20230402,Maastricht,2023-04-02,Sunday,56.3,73.5,152
MAA_20230511,Maastricht,2023-05-11,Thursday,59.7,73.7,147
GRO_20230929,Groningen,2023-09-29,Friday,57.0,69.9,149
UTR_20230722,Utrecht,2023-07-22,Saturday,74.8,76.6,126
UTR_20231104,Utrecht,2023-11-04,Saturday,70.4,74.6,132
MAA_20230414,Maastricht,2023-04-14,Friday,56.0,72.0,152
UTR_20231005,Utrecht,2023-10-05,Thursday,69.6,75.3,134
MAA_20231125,Maastricht,2023-11-25,Saturday,56.4,71.1,150
UTR_20240305,Utrecht,2024-03-05,Tuesday,68.0,74.0,136
ROT_20231222,Rotterdam,2023-12-22,Friday,58.1,61.5,141
UTR_20230403,Utrecht,2023-04-03,Monday,69.0,76.2,135
MAA_20240206,Maastricht,2024-02-06,Tuesday,57.0,69.6,148
GRO_20240219,Groningen,2024-02-19,Monday,57.6,67.0,145
MAA_20230705,Maastricht,2023-07-05,Wednesday,55.1,74.7,155
MAA_20240211,Maastricht,2024-02-11,Sunday,55.2,74.6,155
MAA_20230829,Maastricht,2023-08-29,Tuesday,57.0,71.0,150
AMS_20230831,Amsterdam,2023-08-31,Thursday,56.9,72.3,152
ROT_20231112,Rotterdam,2023-11-12,Sunday,53.9,62.1,146
GRO_20231008,Groningen,2023-10-08,Sunday,56.0,73.3,152
UTR_20240131,Utrecht,2024-01-31,Wednesday,69.3,75.4,135
GRO_20230710,Groningen,2023-07-10,Monday,55.0,69.9,153
UTR_20231121,Utrecht,2023-11-21,Tuesday,68.9,76.4,135
