SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
UTR_20240301,Utrecht,2024-03-01,Friday,73.0,77.2,131
ROT_20231130,Rotterdam,2023-11-30,Thursday,55.5,62.9,145
MAA_20230629,Maastricht,2023-06-29,Thursday,55.4,70.5,152
UTR_20240215,Utrecht,2024-02-15,Thursday,69.8,74.9,133
UTR_20230429,Utrecht,2023-04-29,Saturday,70.1,74.1,132
GRO_20231209,Groningen,2023-12-09,Saturday,55.5,67.5,149
MAA_20230428,Maastricht,2023-04-28,Friday,56.9,72.5,152
UTR_20231120,Utrecht,2023-11-20,Monday,67.7,74.8,137
AMS_20231023,Amsterdam,2023-10-23,Monday,59.4,75.7,149
MAA_20240315,Maastricht,2024-03-15,Friday,58.2,74.0,150
GRO_20230926,Groningen,2023-09-26,Tuesday,54.1,70.9,154
ROT_20230717,Rotterdam,2023-07-17,Monday,60.8,60.0,135
MAA_20230608,Maastricht,2023-06-08,Thursday,58.0,71.0,148
MAA_20240323,Maastricht,2024-03-23,Saturday,55.7,73.0,153
GRO_20230904,Groningen,2023-09-04,Monday,53.2,71.0,155
UTR_20231214,Utrecht,2023-12-14,Thursday,70.4,76.2,134
UTR_20230709,Utrecht,2023-07-09,Sunday,68.3,81.6,141
UTR_20240315,Utrecht,2024-03-15,Friday,70.3,73.9,131
GRO_20240107,Groningen,2024-01-07,Sunday,53.4,66.7,152
MAA_20231127,Maastricht,2023-11-27,Monday,54.2,70.3,152
UTR_20230917,Utrecht,2023-09-17,Sunday,65.8,77.0,141
AMS_20231217,Amsterdam,2023-12-17,Sunday,58.8,75.9,151
ROT_20230827,Rotterdam,2023-08-27,Sunday,59.2,62.0,139
MAA_20231015,Maastricht,2023-10-15,Sunday,60.3,70.8,145
AMS_20230729,Amsterdam,2023-07-29,Saturday,56.3,75.8,155
ROT_20230404,Rotterdam,2023-04-04,Tuesday,57.0,62.9,144
AMS_20240122,Amsterdam,2024-01-22,Monday,59.6,75.7,150
GRO_20230816,Groningen,2023-08-16,Wednesday,55.4,70.2,151
AMS_20230521,Amsterdam,2023-05-21,Sunday,56.6,75.2,153
MAA_20231114,Maastricht,2023-11-14,Tuesday,53.0,74.1,157
ROT_20230523,Rotterdam,2023-05-23,Tuesday,56.9,63.3,143
AMS_20231010,Amsterdam,2023-10-10,Tuesday,55.0,77.0,157
GRO_20230530,Groningen,2023-05-30,Tuesday,55.3,71.1,151
UTR_20231227,Utrecht,2023-12-27,Wednesday,69.1,76.8,136
GRO_20240314,Groningen,2024-03-14,Thursday,52.8,69.6,154
AMS_20240102,Amsterdam,2024-01-02,Tuesday,55.3,72.9,153
MAA_20231013,Maastricht,2023-10-13,Friday,59.8,74.1,148
GRO_20230423,Groningen,2023-04-23,Sunday,52.5,70.6,155
UTR_20230404,Utrecht,2023-04-04,Tuesday,69.8,79.9,137
AMS_20231015,Amsterdam,2023-10-15,Sunday,58.7,76.8,151
GRO_20231013,Groningen,2023-10-13,Friday,53.2,69.2,153
UTR_20230430,Utrecht,2023-04-30,Sunday,71.0,76.5,133
UTR_20231201,Utrecht,2023-12-01,Friday,72.0,74.8,130
ROT_20230923,Rotterdam,2023-09-23,Saturday,57.7,60.5,140
UTR_20230630,Utrecht,2023-06-30,Friday,67.3,77.1,138
GRO_20240304,Groningen,2024-03-04,Monday,53.3,66.5,151
GRO_20230511,Groningen,2023-05-11,Thursday,56.4,68.7,149
ROT_20231106,Rotterdam,2023-11-06,Monday,56.9,59.0,140
AMS_20240323,Amsterdam,2024-03-23,Saturday,55.4,76.7,156
MAA_20230713,Maastricht,2023-07-13,Thursday,54.3,73.3,154
AMS_20231201,Amsterdam,2023-12-01,Friday,60.1,75.7,149
ROT_20230915,Rotterdam,2023-09-15,Friday,57.0,65.5,145
GRO_20231126,Groningen,2023-11-26,Sunday,56.6,70.8,150
UTR_20230826,Utrecht,2023-08-26,Saturday,71.8,73.9,130
ROT_20230426,Rotterdam,2023-04-26,Wednesday,57.1,65.0,145
GRO_20240328,Groningen,2024-03-28,Thursday,56.3,71.1,151
ROT_20230423,Rotterdam,2023-04-23,Sunday,57.3,62.4,142
ROT_20231219,Rotterdam,2023-12-19,Tuesday,56.7,61.3,142
MAA_20240206,Maastricht,2024-02-06,Tuesday,57.0,69.6,148
ROT_20240109,Rotterdam,2024-01-09,Tuesday,55.5,65.0,146
MAA_20230625,Maastricht,2023-06-25,Sunday,57.5,74.8,152
GRO_20231002,Groningen,2023-10-02,Monday,53.0,72.2,156
ROT_20230826,Rotterdam,2023-08-26,Saturday,54.7,62.8,147
GRO_20230408,Groningen,2023-04-08,Saturday,56.3,72.4,151
AMS_20231007,Amsterdam,2023-10-07,Saturday,57.3,74.8,153
MAA_20230531,Maastricht,2023-05-31,Wednesday,56.6,73.6,152
ROT_20230521,Rotterdam,2023-05-21,Sunday,54.3,65.6,149
AMS_20231021,Amsterdam,2023-10-21,Saturday,57.9,75.3,151
AMS_20231226,Amsterdam,2023-12-26,Tuesday,56.2,74.3,153
UTR_20230401,Utrecht,2023-04-01,Saturday,69.3,75.7,134
GRO_20240220,Groningen,2024-02-20,Tuesday,50.5,68.6,157
MAA_20240226,Maastricht,2024-02-26,Monday,54.4,69.4,152
UTR_20230607,Utrecht,2023-06-07,Wednesday,67.7,77.3,139
UTR_20240320,Utrecht,2024-03-20,Wednesday,69.5,74.0,133
GRO_20231127,Groningen,2023-11-27,Monday,51.7,70.1,157
ROT_20240108,Rotterdam,2024-01-08,Monday,59.2,60.4,137
MAA_20231004,Maastricht,2023-10-04,Wednesday,59.0,69.9,145
GRO_20230705,Groningen,2023-07-05,Wednesday,53.9,68.0,151
AMS_20230725,Amsterdam,2023-07-25,Tuesday,55.2,73.3,154
AMS_20230909,Amsterdam,2023-09-09,Saturday,55.1,73.4,153
