SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230801,Maastricht,2023-08-01,Tuesday,56.7,75.0,153
AMS_20231117,Amsterdam,2023-11-17,Friday,55.8,76.0,155
UTR_20230826,Utrecht,2023-08-26,Saturday,71.8,73.9,130
AMS_20240219,Amsterdam,2024-02-19,Monday,57.1,70.9,149
ROT_20231006,Rotterdam,2023-10-06,Friday,57.8,61.7,140
AMS_20240212,Amsterdam,2024-02-12,Monday,60.9,74.6,147
GRO_20231125,Groningen,2023-11-25,Saturday,55.2,70.2,152
GRO_20231026,Groningen,2023-10-26,Thursday,58.1,70.8,148
UTR_20231205,Utrecht,2023-12-05,Tuesday,70.9,78.8,134
GRO_20240227,Groningen,2024-02-27,Tuesday,53.8,69.0,152
GRO_20231011,Groningen,2023-10-11,Wednesday,56.0,68.7,149
UTR_20240307,Utrecht,2024-03-07,Thursday,65.9,73.6,139
GRO_20230916,Groningen,2023-09-16,Saturday,57.6,72.6,151
AMS_20240321,Amsterdam,2024-03-21,Thursday,60.3,73.8,147
GRO_20240109,Groningen,2024-01-09,Tuesday,55.7,72.4,152
GRO_20231110,Groningen,2023-11-10,Friday,52.7,71.9,158
MAA_20230509,Maastricht,2023-05-09,Tuesday,59.1,73.1,149
ROT_20231108,Rotterdam,2023-11-08,Wednesday,57.0,63.3,143
MAA_20240310,Maastricht,2024-03-10,Sunday,59.0,71.3,147
ROT_20230729,Rotterdam,2023-07-29,Saturday,56.3,60.5,142
ROT_20230412,Rotterdam,2023-04-12,Wednesday,57.9,63.6,142
GRO_20240316,Groningen,2024-03-16,Saturday,50.9,70.0,158
ROT_20231102,Rotterdam,2023-11-02,Thursday,51.3,63.6,152
UTR_20240102,Utrecht,2024-01-02,Tuesday,69.3,76.1,134
AMS_20240224,Amsterdam,2024-02-24,Saturday,58.0,75.1,150
MAA_20230506,Maastricht,2023-05-06,Saturday,58.7,73.1,148
MAA_20240221,Maastricht,2024-02-21,Wednesday,58.2,73.7,149
AMS_20240118,Amsterdam,2024-01-18,Thursday,58.0,77.1,154
GRO_20230917,Groningen,2023-09-17,Sunday,55.5,71.2,152
MAA_20231230,Maastricht,2023-12-30,Saturday,56.5,72.6,152
GRO_20230618,Groningen,2023-06-18,Sunday,51.6,69.5,156
MAA_20240312,Maastricht,2024-03-12,Tuesday,55.9,68.6,149
UTR_20231202,Utrecht,2023-12-02,Saturday,69.6,76.4,134
GRO_20230602,Groningen,2023-06-02,Friday,54.5,71.9,155
GRO_20230422,Groningen,2023-04-22,Saturday,56.4,67.2,148
ROT_20230508,Rotterdam,2023-05-08,Monday,55.4,62.8,145
MAA_20230722,Maastricht,2023-07-22,Saturday,57.4,74.2,151
GRO_20231203,Groningen,2023-12-03,Sunday,55.9,68.9,149
ROT_20230710,Rotterdam,2023-07-10,Monday,55.2,59.4,143
GRO_20231030,Groningen,2023-10-30,Monday,56.3,70.7,150
MAA_20230612,Maastricht,2023-06-12,Monday,61.1,69.0,141
ROT_20230413,Rotterdam,2023-04-13,Thursday,59.5,61.9,138
AMS_20240120,Amsterdam,2024-01-20,Saturday,59.4,78.4,152
ROT_20231018,Rotterdam,2023-10-18,Wednesday,56.2,63.6,145
GRO_20231207,Groningen,2023-12-07,Thursday,56.5,72.0,151
MAA_20230415,Maastricht,2023-04-15,Saturday,57.2,71.4,149
AMS_20231207,Amsterdam,2023-12-07,Thursday,56.0,76.8,155
UTR_20240218,Utrecht,2024-02-18,Sunday,69.0,77.7,137
ROT_20230421,Rotterdam,2023-04-21,Friday,61.6,65.0,138
UTR_20230424,Utrecht,2023-04-24,Monday,67.7,77.0,138
UTR_20240117,Utrecht,2024-01-17,Wednesday,70.2,71.8,129
GRO_20230630,Groningen,2023-06-30,Friday,52.8,71.3,155
ROT_20240226,Rotterdam,2024-02-26,Monday,53.6,63.9,149
ROT_20230422,Rotterdam,2023-04-22,Saturday,57.9,63.9,143
GRO_20231212,Groningen,2023-12-12,Tuesday,54.9,70.4,152
AMS_20230919,Amsterdam,2023-09-19,Tuesday,59.5,75.7,149
GRO_20230802,Groningen,2023-08-02,Wednesday,52.9,75.5,159
GRO_20231020,Groningen,2023-10-20,Friday,54.8,68.5,151
MAA_20231218,Maastricht,2023-12-18,Monday,59.5,70.6,146
UTR_20230717,Utrecht,2023-07-17,Monday,67.7,76.7,137
GRO_20240124,Groningen,2024-01-24,Wednesday,53.4,68.0,152
UTR_20240328,Utrecht,2024-03-28,Thursday,67.6,73.6,136
GRO_20231217,Groningen,2023-12-17,Sunday,51.2,69.1,157
ROT_20230410,Rotterdam,2023-04-10,Monday,59.9,63.1,138
ROT_20230425,Rotterdam,2023-04-25,Tuesday,56.5,60.2,141
UTR_20231017,Utrecht,2023-10-17,Tuesday,66.4,75.6,138
GRO_20231201,Groningen,2023-12-01,Friday,54.6,69.6,152
MAA_20230727,Maastricht,2023-07-27,Thursday,57.7,73.3,151
UTR_20240310,Utrecht,2024-03-10,Sunday,70.0,81.4,137
GRO_20230717,Groningen,2023-07-17,Monday,56.8,68.4,148
GRO_20230507,Groningen,2023-05-07,Sunday,55.9,74.2,154
AMS_20240105,Amsterdam,2024-01-05,Friday,57.6,74.6,152
UTR_20240105,Utrecht,2024-01-05,Friday,65.9,78.0,141
AMS_20230613,Amsterdam,2023-06-13,Tuesday,54.3,76.1,157
ROT_20230827,Rotterdam,2023-08-27,Sunday,59.2,62.0,139
ROT_20231124,Rotterdam,2023-11-24,Friday,52.4,60.8,148
GRO_20240314,Groningen,2024-03-14,Thursday,52.8,69.6,154
UTR_20230829,Utrecht,2023-08-29,Tuesday,70.3,76.8,133
AMS_20230731,Amsterdam,2023-07-31,Monday,57.2,75.2,152
ROT_20231031,Rotterdam,2023-10-31,Tuesday,54.9,62.7,146
ROT_20231001,Rotterdam,2023-10-01,Sunday,57.4,61.6,141
AMS_20230821,Amsterdam,2023-08-21,Monday,60.1,71.2,144
UTR_20230526,Utrecht,2023-05-26,Friday,71.0,77.9,135
ROT_20240106,Rotterdam,2024-01-06,Saturday,56.0,63.0,144
GRO_20230712,Groningen,2023-07-12,Wednesday,56.9,71.0,149
GRO_20230622,Groningen,2023-06-22,Thursday,57.8,69.4,146
UTR_20230713,Utrecht,2023-07-13,Thursday,65.5,75.3,139
GRO_20231111,Groningen,2023-11-11,Saturday,54.8,71.0,153
ROT_20230620,Rotterdam,2023-06-20,Tuesday,53.8,57.1,144
MAA_20231211,Maastricht,2023-12-11,Monday,56.7,71.7,150
UTR_20240324,Utrecht,2024-03-24,Sunday,65.7,77.5,141
AMS_20230914,Amsterdam,2023-09-14,Thursday,59.8,78.5,150
GRO_20230927,Groningen,2023-09-27,Wednesday,57.4,71.6,150
GRO_20230705,Groningen,2023-07-05,Wednesday,53.9,68.0,151
UTR_20230422,Utrecht,2023-04-22,Saturday,69.0,74.4,134
AMS_20230508,Amsterdam,2023-05-08,Monday,62.9,74.3,143
ROT_20240208,Rotterdam,2024-02-08,Thursday,55.1,64.5,147
AMS_20231001,Amsterdam,2023-10-01,Sunday,57.7,77.1,153
GRO_20230511,Groningen,2023-05-11,Thursday,56.4,68.7,149
MAA_20231122,Maastricht,2023-11-22,Wednesday,56.0,74.0,153
UTR_20231007,Utrecht,2023-10-07,Saturday,69.4,75.2,134
MAA_20230427,Maastricht,2023-04-27,Thursday,57.3,69.5,147
ROT_20231213,Rotterdam,2023-12-13,Wednesday,58.3,64.8,143
MAA_20230524,Maastricht,2023-05-24,Wednesday,56.8,72.5,151
UTR_20231111,Utrecht,2023-11-11,Saturday,65.5,71.5,137
ROT_20230805,Rotterdam,2023-08-05,Saturday,55.9,62.7,145
GRO_20230726,Groningen,2023-07-26,Wednesday,56.2,70.8,150
MAA_20230504,Maastricht,2023-05-04,Thursday,55.6,71.8,153
ROT_20230503,Rotterdam,2023-05-03,Wednesday,55.9,62.5,144
AMS_20230415,Amsterdam,2023-04-15,Saturday,55.0,73.3,154
MAA_20230815,Maastricht,2023-08-15,Tuesday,56.8,74.6,153
AMS_20230518,Amsterdam,2023-05-18,Thursday,58.4,75.2,151
UTR_20240127,Utrecht,2024-01-27,Saturday,69.4,75.1,133
MAA_20231116,Maastricht,2023-11-16,Thursday,60.3,73.4,146
UTR_20231109,Utrecht,2023-11-09,Thursday,69.9,73.9,132
UTR_20230807,Utrecht,2023-08-07,Monday,69.9,75.8,134
ROT_20240123,Rotterdam,2024-01-23,Tuesday,56.7,60.5,141
AMS_20230830,Amsterdam,2023-08-30,Wednesday,56.4,74.5,152
GRO_20231002,Groningen,2023-10-02,Monday,53.0,72.2,156
MAA_20230514,Maastricht,2023-05-14,Sunday,57.3,71.4,149
UTR_20230722,Utrecht,2023-07-22,Saturday,74.8,76.6,126
AMS_20240115,Amsterdam,2024-01-15,Monday,62.0,74.4,144
UTR_20240306,Utrecht,2024-03-06,Wednesday,71.5,75.6,131
ROT_20231205,Rotterdam,2023-12-05,Tuesday,57.6,60.9,141
MAA_20230808,Maastricht,2023-08-08,Tuesday,58.9,72.2,148
GRO_20230505,Groningen,2023-05-05,Friday,54.0,70.7,154
GRO_20240127,Groningen,2024-01-27,Saturday,54.4,69.6,152
AMS_20230608,Amsterdam,2023-06-08,Thursday,59.0,75.8,150
