SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
GRO_20240207,Groningen,2024-02-07,Wednesday,56.1,70.8,151
GRO_20230619,Groningen,2023-06-19,Monday,56.1,70.1,150
UTR_20230831,Utrecht,2023-08-31,Thursday,70.9,73.0,130
AMS_20230520,Amsterdam,2023-05-20,Saturday,58.6,75.2,150
UTR_20231203,Utrecht,2023-12-03,Sunday,70.1,69.7,128
UTR_20230511,Utrecht,2023-05-11,Thursday,71.4,77.4,133
MAA_20231228,Maastricht,2023-12-28,Thursday,57.6,70.4,147
MAA_20230722,Maastricht,2023-07-22,Saturday,57.4,74.2,151
ROT_20230809,Rotterdam,2023-08-09,Wednesday,60.7,66.3,141
MAA_20230915,Maastricht,2023-09-15,Friday,55.3,72.8,153
UTR_20230706,Utrecht,2023-07-06,Thursday,69.4,75.2,134
UTR_20230904,Utrecht,2023-09-04,Monday,70.7,72.6,130
ROT_20230426,Rotterdam,2023-04-26,Wednesday,57.1,65.0,145
MAA_20230802,Maastricht,2023-08-02,Wednesday,54.8,71.8,153
MAA_20230705,Maastricht,2023-07-05,Wednesday,55.1,74.7,155
AMS_20231202,Amsterdam,2023-12-02,Saturday,60.0,78.1,151
GRO_20230930,Groningen,2023-09-30,Saturday,54.2,67.9,151
GRO_20230810,Groningen,2023-08-10,Thursday,56.2,72.9,152
AMS_20230609,Amsterdam,2023-06-09,Friday,65.7,75.9,141
GRO_20231213,Groningen,2023-12-13,Wednesday,54.5,70.7,153
MAA_20230621,Maastricht,2023-06-21,Wednesday,53.3,72.6,156
UTR_20230525,Utrecht,2023-05-25,Thursday,69.7,74.6,133
MAA_20240130,Maastricht,2024-01-30,Tuesday,59.4,69.9,145
UTR_20230905,Utrecht,2023-09-05,Tuesday,69.4,77.1,135
ROT_20230624,Rotterdam,2023-06-24,Saturday,57.5,59.3,139
AMS_20230420,Amsterdam,2023-04-20,Thursday,59.9,73.8,147
UTR_20230611,Utrecht,2023-06-11,Sunday,72.3,75.3,130
GRO_20240225,Groningen,2024-02-25,Sunday,53.2,70.0,153
ROT_20230525,Rotterdam,2023-05-25,Thursday,54.9,60.7,145
ROT_20230818,Rotterdam,2023-08-18,Friday,56.3,60.3,142
