SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
GRO_20240324,Groningen,2024-03-24,Sunday,53.5,69.2,153
UTR_20231217,Utrecht,2023-12-17,Sunday,67.7,80.5,142
ROT_20230509,Rotterdam,2023-05-09,Tuesday,61.0,59.8,135
ROT_20230914,Rotterdam,2023-09-14,Thursday,55.1,61.3,144
GRO_20240320,Groningen,2024-03-20,Wednesday,54.5,70.0,152
ROT_20230907,Rotterdam,2023-09-07,Thursday,54.7,62.3,146
UTR_20230412,Utrecht,2023-04-12,Wednesday,71.1,79.7,134
AMS_20230903,Amsterdam,2023-09-03,Sunday,59.5,73.7,147
AMS_20240121,Amsterdam,2024-01-21,Sunday,57.3,75.9,153
MAA_20230428,Maastricht,2023-04-28,Friday,56.9,72.5,152
ROT_20230826,Rotterdam,2023-08-26,Saturday,54.7,62.8,147
MAA_20230621,Maastricht,2023-06-21,Wednesday,53.3,72.6,156
AMS_20230702,Amsterdam,2023-07-02,Sunday,58.1,74.0,150
MAA_20240323,Maastricht,2024-03-23,Saturday,55.7,73.0,153
ROT_20230608,Rotterdam,2023-06-08,Thursday,57.7,62.2,142
GRO_20230603,Groningen,2023-06-03,Saturday,57.5,67.8,146
GRO_20231228,Groningen,2023-12-28,Thursday,55.7,71.2,152
ROT_20231106,Rotterdam,2023-11-06,Monday,56.9,59.0,140
GRO_20240202,Groningen,2024-02-02,Friday,53.9,69.0,152
ROT_20231117,Rotterdam,2023-11-17,Friday,55.2,61.6,144
GRO_20240222,Groningen,2024-02-22,Thursday,56.5,70.5,150
ROT_20240203,Rotterdam,2024-02-03,Saturday,55.7,63.8,145
ROT_20231201,Rotterdam,2023-12-01,Friday,56.9,62.1,142
UTR_20231108,Utrecht,2023-11-08,Wednesday,70.9,71.5,129
ROT_20240204,Rotterdam,2024-02-04,Sunday,57.7,63.2,143
MAA_20231115,Maastricht,2023-11-15,Wednesday,57.1,68.5,147
ROT_20230802,Rotterdam,2023-08-02,Wednesday,55.2,63.5,146
MAA_20230511,Maastricht,2023-05-11,Thursday,59.7,73.7,147
ROT_20230920,Rotterdam,2023-09-20,Wednesday,53.8,64.1,148
GRO_20240219,Groningen,2024-02-19,Monday,57.6,67.0,145
MAA_20240119,Maastricht,2024-01-19,Friday,57.8,73.2,150
ROT_20240317,Rotterdam,2024-03-17,Sunday,59.3,63.3,139
GRO_20240208,Groningen,2024-02-08,Thursday,57.2,68.9,148
MAA_20230628,Maastricht,2023-06-28,Wednesday,57.6,71.0,148
GRO_20231121,Groningen,2023-11-21,Tuesday,58.2,68.8,145
GRO_20230913,Groningen,2023-09-13,Wednesday,53.2,69.0,154
AMS_20231006,Amsterdam,2023-10-06,Friday,53.9,72.7,154
GRO_20240108,Groningen,2024-01-08,Monday,57.4,68.4,147
MAA_20231017,Maastricht,2023-10-17,Tuesday,58.2,71.2,147
ROT_20230604,Rotterdam,2023-06-04,Sunday,56.1,62.8,144
ROT_20240325,Rotterdam,2024-03-25,Monday,56.4,65.0,144
UTR_20230829,Utrecht,2023-08-29,Tuesday,70.3,76.8,133
GRO_20230828,Groningen,2023-08-28,Monday,53.2,68.6,152
MAA_20231128,Maastricht,2023-11-28,Tuesday,55.4,74.5,155
MAA_20230902,Maastricht,2023-09-02,Saturday,55.5,69.1,150
GRO_20230413,Groningen,2023-04-13,Thursday,53.9,69.0,153
AMS_20230808,Amsterdam,2023-08-08,Tuesday,56.8,72.9,151
UTR_20240103,Utrecht,2024-01-03,Wednesday,69.6,76.9,135
GRO_20230612,Groningen,2023-06-12,Monday,51.8,68.9,156
GRO_20230625,Groningen,2023-06-25,Sunday,55.0,71.3,152
AMS_20240215,Amsterdam,2024-02-15,Thursday,58.4,76.1,151
ROT_20231228,Rotterdam,2023-12-28,Thursday,56.4,61.3,141
GRO_20240302,Groningen,2024-03-02,Saturday,56.7,69.8,149
ROT_20230429,Rotterdam,2023-04-29,Saturday,54.8,62.4,145
UTR_20231219,Utrecht,2023-12-19,Tuesday,68.1,75.9,137
ROT_20230619,Rotterdam,2023-06-19,Monday,57.6,64.6,144
AMS_20231206,Amsterdam,2023-12-06,Wednesday,55.2,72.9,153
ROT_20240201,Rotterdam,2024-02-01,Thursday,54.1,56.2,142
GRO_20231209,Groningen,2023-12-09,Saturday,55.5,67.5,149
UTR_20230828,Utrecht,2023-08-28,Monday,71.7,73.5,130
AMS_20240303,Amsterdam,2024-03-03,Sunday,56.6,78.2,156
MAA_20230813,Maastricht,2023-08-13,Sunday,52.7,74.7,159
UTR_20230911,Utrecht,2023-09-11,Monday,67.3,77.0,139
MAA_20230921,Maastricht,2023-09-21,Thursday,56.6,71.6,151
AMS_20231209,Amsterdam,2023-12-09,Saturday,56.3,76.1,154
UTR_20231216,Utrecht,2023-12-16,Saturday,68.0,75.5,136
MAA_20230623,Maastricht,2023-06-23,Friday,57.5,71.1,148
ROT_20230927,Rotterdam,2023-09-27,Wednesday,56.6,63.1,143
AMS_20240218,Amsterdam,2024-02-18,Sunday,56.6,76.4,154
MAA_20240319,Maastricht,2024-03-19,Tuesday,53.5,71.5,154
AMS_20240313,Amsterdam,2024-03-13,Wednesday,57.9,74.4,151
AMS_20230621,Amsterdam,2023-06-21,Wednesday,57.3,73.8,151
UTR_20230421,Utrecht,2023-04-21,Friday,69.0,75.5,135
AMS_20230918,Amsterdam,2023-09-18,Monday,57.5,72.9,150
ROT_20231111,Rotterdam,2023-11-11,Saturday,56.6,61.4,142
ROT_20230504,Rotterdam,2023-05-04,Thursday,56.8,62.3,142
GRO_20230507,Groningen,2023-05-07,Sunday,55.9,74.2,154
ROT_20231224,Rotterdam,2023-12-24,Sunday,53.6,60.0,145
ROT_20230602,Rotterdam,2023-06-02,Friday,61.7,62.2,136
UTR_20230601,Utrecht,2023-06-01,Thursday,68.1,72.7,134
UTR_20230611,Utrecht,2023-06-11,Sunday,72.3,75.3,130
ROT_20230716,Rotterdam,2023-07-16,Sunday,55.0,60.1,143
AMS_20240224,Amsterdam,2024-02-24,Saturday,58.0,75.1,150
GRO_20231102,Groningen,2023-11-02,Thursday,54.0,69.4,153
AMS_20231020,Amsterdam,2023-10-20,Friday,54.4,77.7,159
GRO_20240218,Groningen,2024-02-18,Sunday,58.3,71.7,148
MAA_20240213,Maastricht,2024-02-13,Tuesday,58.0,73.2,149
UTR_20230502,Utrecht,2023-05-02,Tuesday,68.0,74.9,136
UTR_20240204,Utrecht,2024-02-04,Sunday,70.9,77.6,133
GRO_20240214,Groningen,2024-02-14,Wednesday,52.6,67.8,153
GRO_20230420,Groningen,2023-04-20,Thursday,57.5,72.6,150
GRO_20231223,Groningen,2023-12-23,Saturday,54.5,70.8,153
UTR_20230719,Utrecht,2023-07-19,Wednesday,69.4,77.7,137
MAA_20230629,Maastricht,2023-06-29,Thursday,55.4,70.5,152
ROT_20230702,Rotterdam,2023-07-02,Sunday,55.7,66.5,147
AMS_20230420,Amsterdam,2023-04-20,Thursday,59.9,73.8,147
UTR_20240328,Utrecht,2024-03-28,Thursday,67.6,73.6,136
GRO_20230827,Groningen,2023-08-27,Sunday,55.1,69.7,151
GRO_20230511,Groningen,2023-05-11,Thursday,56.4,68.7,149
AMS_20230908,Amsterdam,2023-09-08,Friday,54.8,75.1,156
ROT_20231109,Rotterdam,2023-11-09,Thursday,60.1,61.0,137
AMS_20240207,Amsterdam,2024-02-07,Wednesday,58.5,73.6,149
UTR_20230801,Utrecht,2023-08-01,Tuesday,75.2,73.5,125
UTR_20240324,Utrecht,2024-03-24,Sunday,65.7,77.5,141
AMS_20240226,Amsterdam,2024-02-26,Monday,57.4,78.3,155
AMS_20240326,Amsterdam,2024-03-26,Tuesday,57.4,78.9,155
UTR_20230625,Utrecht,2023-06-25,Sunday,67.5,77.4,139
ROT_20240205,Rotterdam,2024-02-05,Monday,62.2,63.0,135
AMS_20230410,Amsterdam,2023-04-10,Monday,57.4,73.5,152
GRO_20231029,Groningen,2023-10-29,Sunday,54.8,72.2,153
