SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230407,Maastricht,2023-04-07,Friday,58.7,74.5,149
GRO_20240103,Groningen,2024-01-03,Wednesday,54.9,68.8,150
AMS_20240206,Amsterdam,2024-02-06,Tuesday,57.0,72.7,151
ROT_20230501,Rotterdam,2023-05-01,Monday,57.6,62.2,142
MAA_20240229,Maastricht,2024-02-29,Thursday,57.8,71.8,149
ROT_20230514,Rotterdam,2023-05-14,Sunday,55.1,65.5,149
GRO_20230902,Groningen,2023-09-02,Saturday,52.2,70.9,156
UTR_20230927,Utrecht,2023-09-27,Wednesday,69.4,76.2,134
AMS_20240201,Amsterdam,2024-02-01,Thursday,60.1,72.7,146
GRO_20240331,Groningen,2024-03-31,Sunday,54.6,70.3,153
AMS_20230407,Amsterdam,2023-04-07,Friday,60.9,74.3,146
UTR_20240126,Utrecht,2024-01-26,Friday,70.9,72.0,129
ROT_20230926,Rotterdam,2023-09-26,Tuesday,54.6,62.3,147
ROT_20230606,Rotterdam,2023-06-06,Tuesday,55.2,63.3,145
AMS_20240304,Amsterdam,2024-03-04,Monday,56.7,73.8,152
GRO_20230416,Groningen,2023-04-16,Sunday,56.2,72.4,153
MAA_20230411,Maastricht,2023-04-11,Tuesday,56.5,70.6,150
ROT_20231216,Rotterdam,2023-12-16,Saturday,54.3,61.0,145
UTR_20230904,Utrecht,2023-09-04,Monday,70.7,72.6,130
ROT_20230412,Rotterdam,2023-04-12,Wednesday,57.9,63.6,142
UTR_20230613,Utrecht,2023-06-13,Tuesday,69.8,78.0,135
ROT_20230604,Rotterdam,2023-06-04,Sunday,56.1,62.8,144
AMS_20240217,Amsterdam,2024-02-17,Saturday,57.9,71.9,149
ROT_20231115,Rotterdam,2023-11-15,Wednesday,59.4,58.5,136
MAA_20231217,Maastricht,2023-12-17,Sunday,59.8,72.4,146
AMS_20230711,Amsterdam,2023-07-11,Tuesday,58.2,77.3,152
GRO_20230430,Groningen,2023-04-30,Sunday,52.2,66.8,153
UTR_20231222,Utrecht,2023-12-22,Friday,73.7,76.8,128
MAA_20230830,Maastricht,2023-08-30,Wednesday,57.5,72.7,149
UTR_20230521,Utrecht,2023-05-21,Sunday,66.4,76.5,139
MAA_20230820,Maastricht,2023-08-20,Sunday,58.6,72.4,148
MAA_20230418,Maastricht,2023-04-18,Tuesday,53.4,69.9,153
GRO_20230816,Groningen,2023-08-16,Wednesday,55.4,70.2,151
GRO_20230813,Groningen,2023-08-13,Sunday,57.5,68.3,147
MAA_20230531,Maastricht,2023-05-31,Wednesday,56.6,73.6,152
AMS_20240110,Amsterdam,2024-01-10,Wednesday,60.8,73.6,145
AMS_20230626,Amsterdam,2023-06-26,Monday,56.1,74.6,152
AMS_20231225,Amsterdam,2023-12-25,Monday,58.4,73.8,150
ROT_20230519,Rotterdam,2023-05-19,Friday,53.6,62.9,148
UTR_20230615,Utrecht,2023-06-15,Thursday,69.6,76.2,134
UTR_20240331,Utrecht,2024-03-31,Sunday,67.9,77.9,139
UTR_20230722,Utrecht,2023-07-22,Saturday,74.8,76.6,126
ROT_20231116,Rotterdam,2023-11-16,Thursday,56.4,63.6,144
MAA_20240111,Maastricht,2024-01-11,Thursday,56.4,72.1,152
ROT_20231229,Rotterdam,2023-12-29,Friday,58.2,60.1,139
AMS_20240323,Amsterdam,2024-03-23,Saturday,55.4,76.7,156
GRO_20230924,Groningen,2023-09-24,Sunday,55.0,68.5,151
UTR_20230427,Utrecht,2023-04-27,Thursday,71.5,75.2,131
AMS_20231229,Amsterdam,2023-12-29,Friday,58.2,76.9,152
ROT_20230529,Rotterdam,2023-05-29,Monday,56.1,62.5,144
MAA_20230913,Maastricht,2023-09-13,Wednesday,57.1,68.7,148
AMS_20230907,Amsterdam,2023-09-07,Thursday,60.2,74.5,147
MAA_20230409,Maastricht,2023-04-09,Sunday,54.3,69.9,152
AMS_20230412,Amsterdam,2023-04-12,Wednesday,55.6,75.1,154
MAA_20230502,Maastricht,2023-05-02,Tuesday,57.9,67.6,146
AMS_20231113,Amsterdam,2023-11-13,Monday,59.4,72.5,147
ROT_20240325,Rotterdam,2024-03-25,Monday,56.4,65.0,144
