SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
ROT_20240225,Rotterdam,2024-02-25,Sunday,56.6,63.6,143
ROT_20231211,Rotterdam,2023-12-11,Monday,59.0,60.0,137
GRO_20231022,Groningen,2023-10-22,Sunday,52.8,69.1,155
UTR_20240108,Utrecht,2024-01-08,Monday,73.4,74.0,127
MAA_20230726,Maastricht,2023-07-26,Wednesday,61.4,71.9,143
MAA_20230409,Maastricht,2023-04-09,Sunday,54.3,69.9,152
ROT_20230628,Rotterdam,2023-06-28,Wednesday,55.0,61.9,146
ROT_20230430,Rotterdam,2023-04-30,Sunday,55.5,62.9,144
GRO_20230607,Groningen,2023-06-07,Wednesday,54.3,72.3,153
UTR_20231112,Utrecht,2023-11-12,Sunday,70.9,70.2,128
MAA_20231018,Maastricht,2023-10-18,Wednesday,57.4,74.7,151
AMS_20230705,Amsterdam,2023-07-05,Wednesday,59.2,75.3,149
AMS_20240127,Amsterdam,2024-01-27,Saturday,58.1,72.0,149
GRO_20230924,Groningen,2023-09-24,Sunday,55.0,68.5,151
MAA_20231210,Maastricht,2023-12-10,Sunday,58.1,71.2,147
GRO_20230612,Groningen,2023-06-12,Monday,51.8,68.9,156
MAA_20231016,Maastricht,2023-10-16,Monday,56.4,75.3,153
AMS_20240201,Amsterdam,2024-02-01,Thursday,60.1,72.7,146
UTR_20231020,Utrecht,2023-10-20,Friday,73.6,77.3,130
MAA_20240316,Maastricht,2024-03-16,Saturday,55.4,73.2,154
AMS_20231111,Amsterdam,2023-11-11,Saturday,55.2,73.2,153
MAA_20230418,Maastricht,2023-04-18,Tuesday,53.4,69.9,153
GRO_20231021,Groningen,2023-10-21,Saturday,51.7,74.6,160
MAA_20240118,Maastricht,2024-01-18,Thursday,55.6,71.8,152
UTR_20230508,Utrecht,2023-05-08,Monday,67.8,76.6,138
ROT_20231214,Rotterdam,2023-12-14,Thursday,55.6,61.8,143
MAA_20231006,Maastricht,2023-10-06,Friday,59.4,74.5,149
GRO_20230823,Groningen,2023-08-23,Wednesday,50.5,68.9,157
MAA_20231206,Maastricht,2023-12-06,Wednesday,58.9,72.2,148
AMS_20230519,Amsterdam,2023-05-19,Friday,55.5,72.1,153
MAA_20230913,Maastricht,2023-09-13,Wednesday,57.1,68.7,148
UTR_20230710,Utrecht,2023-07-10,Monday,67.3,73.1,136
AMS_20240309,Amsterdam,2024-03-09,Saturday,54.7,75.5,157
UTR_20231103,Utrecht,2023-11-03,Friday,68.5,75.3,136
UTR_20231017,Utrecht,2023-10-17,Tuesday,66.4,75.6,138
AMS_20231124,Amsterdam,2023-11-24,Friday,58.8,74.6,150
UTR_20230609,Utrecht,2023-06-09,Friday,70.5,76.8,134
MAA_20230806,Maastricht,2023-08-06,Sunday,59.4,74.8,149
ROT_20231005,Rotterdam,2023-10-05,Thursday,54.7,61.2,145
GRO_20230704,Groningen,2023-07-04,Tuesday,55.9,72.5,152
GRO_20230821,Groningen,2023-08-21,Monday,53.3,70.2,155
AMS_20240321,Amsterdam,2024-03-21,Thursday,60.3,73.8,147
MAA_20240222,Maastricht,2024-02-22,Thursday,54.0,72.2,155
ROT_20231006,Rotterdam,2023-10-06,Friday,57.8,61.7,140
ROT_20230901,Rotterdam,2023-09-01,Friday,58.2,61.7,140
AMS_20240102,Amsterdam,2024-01-02,Tuesday,55.3,72.9,153
ROT_20230424,Rotterdam,2023-04-24,Monday,55.2,61.7,144
MAA_20230528,Maastricht,2023-05-28,Sunday,56.3,72.5,151
ROT_20231218,Rotterdam,2023-12-18,Monday,55.8,62.2,144
AMS_20240208,Amsterdam,2024-02-08,Thursday,59.7,76.0,149
UTR_20231219,Utrecht,2023-12-19,Tuesday,68.1,75.9,137
ROT_20230528,Rotterdam,2023-05-28,Sunday,61.4,63.0,136
GRO_20240117,Groningen,2024-01-17,Wednesday,57.6,68.8,147
AMS_20240109,Amsterdam,2024-01-09,Tuesday,56.9,73.4,152
MAA_20240209,Maastricht,2024-02-09,Friday,54.8,73.1,155
AMS_20230820,Amsterdam,2023-08-20,Sunday,60.7,72.8,145
AMS_20240119,Amsterdam,2024-01-19,Friday,56.9,73.7,152
AMS_20231009,Amsterdam,2023-10-09,Monday,53.6,75.2,158
AMS_20230906,Amsterdam,2023-09-06,Wednesday,59.1,75.3,151
MAA_20231028,Maastricht,2023-10-28,Saturday,59.5,71.4,145
MAA_20231019,Maastricht,2023-10-19,Thursday,54.0,72.5,155
GRO_20231204,Groningen,2023-12-04,Monday,54.9,70.3,153
GRO_20240213,Groningen,2024-02-13,Tuesday,53.9,73.2,155
AMS_20230617,Amsterdam,2023-06-17,Saturday,56.7,79.0,156
AMS_20240116,Amsterdam,2024-01-16,Tuesday,55.2,73.3,154
ROT_20230911,Rotterdam,2023-09-11,Monday,52.0,60.2,148
MAA_20230606,Maastricht,2023-06-06,Tuesday,55.9,75.1,154
GRO_20230819,Groningen,2023-08-19,Saturday,51.1,70.2,157
AMS_20230502,Amsterdam,2023-05-02,Tuesday,55.1,75.3,156
UTR_20230426,Utrecht,2023-04-26,Wednesday,68.0,74.8,136
UTR_20231028,Utrecht,2023-10-28,Saturday,74.4,75.4,127
UTR_20230715,Utrecht,2023-07-15,Saturday,69.3,77.6,136
MAA_20240113,Maastricht,2024-01-13,Saturday,56.0,70.7,150
AMS_20230721,Amsterdam,2023-07-21,Friday,57.7,73.1,150
UTR_20230826,Utrecht,2023-08-26,Saturday,71.8,73.9,130
UTR_20240129,Utrecht,2024-01-29,Monday,68.5,77.8,138
AMS_20231213,Amsterdam,2023-12-13,Wednesday,59.4,73.6,148
ROT_20230702,Rotterdam,2023-07-02,Sunday,55.7,66.5,147
MAA_20231207,Maastricht,2023-12-07,Thursday,57.6,70.7,148
ROT_20240123,Rotterdam,2024-01-23,Tuesday,56.7,60.5,141
ROT_20231003,Rotterdam,2023-10-03,Tuesday,59.4,62.0,137
MAA_20231030,Maastricht,2023-10-30,Monday,57.9,72.1,148
AMS_20230503,Amsterdam,2023-05-03,Wednesday,58.0,74.3,150
GRO_20231107,Groningen,2023-11-07,Tuesday,55.3,70.2,151
MAA_20230718,Maastricht,2023-07-18,Tuesday,57.5,72.0,149
ROT_20230707,Rotterdam,2023-07-07,Friday,54.0,60.3,146
MAA_20230807,Maastricht,2023-08-07,Monday,56.4,71.5,151
MAA_20230917,Maastricht,2023-09-17,Sunday,56.2,70.3,150
GRO_20240314,Groningen,2024-03-14,Thursday,52.8,69.6,154
AMS_20240124,Amsterdam,2024-01-24,Wednesday,57.7,75.0,152
ROT_20230731,Rotterdam,2023-07-31,Monday,54.3,63.1,148
AMS_20230928,Amsterdam,2023-09-28,Thursday,59.1,77.6,150
UTR_20231022,Utrecht,2023-10-22,Sunday,69.4,77.4,136
MAA_20230416,Maastricht,2023-04-16,Sunday,57.2,68.4,147
ROT_20231115,Rotterdam,2023-11-15,Wednesday,59.4,58.5,136
ROT_20231226,Rotterdam,2023-12-26,Tuesday,58.0,63.2,141
AMS_20231013,Amsterdam,2023-10-13,Friday,56.3,76.4,154
MAA_20231112,Maastricht,2023-11-12,Sunday,58.1,71.5,149
UTR_20230421,Utrecht,2023-04-21,Friday,69.0,75.5,135
AMS_20230422,Amsterdam,2023-04-22,Saturday,60.7,74.6,147
MAA_20230523,Maastricht,2023-05-23,Tuesday,57.3,71.7,149
ROT_20240104,Rotterdam,2024-01-04,Thursday,56.9,62.8,143
ROT_20231004,Rotterdam,2023-10-04,Wednesday,55.5,64.8,147
ROT_20230815,Rotterdam,2023-08-15,Tuesday,53.0,62.1,148
MAA_20230402,Maastricht,2023-04-02,Sunday,56.3,73.5,152
AMS_20230722,Amsterdam,2023-07-22,Saturday,58.8,73.6,148
MAA_20231205,Maastricht,2023-12-05,Tuesday,57.4,75.6,153
GRO_20230619,Groningen,2023-06-19,Monday,56.1,70.1,150
AMS_20230822,Amsterdam,2023-08-22,Tuesday,53.9,74.2,157
MAA_20231104,Maastricht,2023-11-04,Saturday,57.1,74.2,151
GRO_20230506,Groningen,2023-05-06,Saturday,53.1,69.0,154
GRO_20230429,Groningen,2023-04-29,Saturday,50.5,67.6,156
UTR_20230622,Utrecht,2023-06-22,Thursday,71.3,78.7,134
ROT_20240110,Rotterdam,2024-01-10,Wednesday,63.0,64.3,135
MAA_20231130,Maastricht,2023-11-30,Thursday,57.4,74.2,150
ROT_20230503,Rotterdam,2023-05-03,Wednesday,55.9,62.5,144
ROT_20230715,Rotterdam,2023-07-15,Saturday,57.8,64.4,143
UTR_20240207,Utrecht,2024-02-07,Wednesday,70.8,76.7,133
UTR_20231223,Utrecht,2023-12-23,Saturday,70.9,72.6,130
MAA_20240315,Maastricht,2024-03-15,Friday,58.2,74.0,150
GRO_20230728,Groningen,2023-07-28,Friday,56.9,71.6,150
ROT_20231209,Rotterdam,2023-12-09,Saturday,58.3,63.8,141
UTR_20231105,Utrecht,2023-11-05,Sunday,67.8,77.1,138
GRO_20230501,Groningen,2023-05-01,Monday,54.5,70.8,153
AMS_20230911,Amsterdam,2023-09-11,Monday,61.0,74.9,146
AMS_20240218,Amsterdam,2024-02-18,Sunday,56.6,76.4,154
MAA_20240330,Maastricht,2024-03-30,Saturday,57.7,72.4,150
AMS_20231116,Amsterdam,2023-11-16,Thursday,58.9,74.0,149
GRO_20240209,Groningen,2024-02-09,Friday,51.6,68.2,154
MAA_20240325,Maastricht,2024-03-25,Monday,57.3,73.8,151
ROT_20230602,Rotterdam,2023-06-02,Friday,61.7,62.2,136
UTR_20230909,Utrecht,2023-09-09,Saturday,69.5,75.6,134
UTR_20230411,Utrecht,2023-04-11,Tuesday,69.2,77.1,136
UTR_20230905,Utrecht,2023-09-05,Tuesday,69.4,77.1,135
AMS_20230715,Amsterdam,2023-07-15,Saturday,57.4,75.4,152
AMS_20231007,Amsterdam,2023-10-07,Saturday,57.3,74.8,153
GRO_20230713,Groningen,2023-07-13,Thursday,54.3,69.8,151
MAA_20240311,Maastricht,2024-03-11,Monday,56.9,69.5,148
MAA_20240225,Maastricht,2024-02-25,Sunday,54.3,70.7,153
GRO_20230403,Groningen,2023-04-03,Monday,57.6,67.8,146
MAA_20231125,Maastricht,2023-11-25,Saturday,56.4,71.1,150
AMS_20230626,Amsterdam,2023-06-26,Monday,56.1,74.6,152
GRO_20230423,Groningen,2023-04-23,Sunday,52.5,70.6,155
AMS_20231028,Amsterdam,2023-10-28,Saturday,57.7,73.9,150
UTR_20231204,Utrecht,2023-12-04,Monday,66.7,78.1,141
ROT_20230919,Rotterdam,2023-09-19,Tuesday,55.9,64.5,146
MAA_20240116,Maastricht,2024-01-16,Tuesday,56.0,70.9,150
UTR_20240128,Utrecht,2024-01-28,Sunday,70.7,76.2,133
UTR_20230419,Utrecht,2023-04-19,Wednesday,72.4,73.6,129
UTR_20230516,Utrecht,2023-05-16,Tuesday,68.9,71.4,132
ROT_20230907,Rotterdam,2023-09-07,Thursday,54.7,62.3,146
AMS_20230507,Amsterdam,2023-05-07,Sunday,54.2,74.7,157
ROT_20230422,Rotterdam,2023-04-22,Saturday,57.9,63.9,143
GRO_20230909,Groningen,2023-09-09,Saturday,52.6,71.3,156
AMS_20240115,Amsterdam,2024-01-15,Monday,62.0,74.4,144
ROT_20240321,Rotterdam,2024-03-21,Thursday,58.7,62.1,139
AMS_20231203,Amsterdam,2023-12-03,Sunday,54.3,72.2,154
UTR_20230924,Utrecht,2023-09-24,Sunday,69.3,76.4,136
MAA_20240212,Maastricht,2024-02-12,Monday,58.5,72.1,148
GRO_20231219,Groningen,2023-12-19,Tuesday,54.2,69.0,152
ROT_20231219,Rotterdam,2023-12-19,Tuesday,56.7,61.3,142
ROT_20230806,Rotterdam,2023-08-06,Sunday,53.9,58.7,143
MAA_20230411,Maastricht,2023-04-11,Tuesday,56.5,70.6,150
AMS_20230830,Amsterdam,2023-08-30,Wednesday,56.4,74.5,152
GRO_20240311,Groningen,2024-03-11,Monday,52.1,69.1,155
ROT_20230510,Rotterdam,2023-05-10,Wednesday,58.0,63.0,141
ROT_20240223,Rotterdam,2024-02-23,Friday,59.6,62.9,139
