SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
ROT_20230410,Rotterdam,2023-04-10,Monday,59.9,63.1,138
UTR_20231129,Utrecht,2023-11-29,Wednesday,71.7,78.7,133
MAA_20231209,Maastricht,2023-12-09,Saturday,57.6,70.3,148
UTR_20230725,Utrecht,2023-07-25,Tuesday,70.7,74.0,131
UTR_20230910,Utrecht,2023-09-10,Sunday,70.6,78.6,135
ROT_20230930,Rotterdam,2023-09-30,Saturday,57.4,62.6,142
GRO_20230411,Groningen,2023-04-11,Tuesday,51.0,68.5,156
AMS_20230502,Amsterdam,2023-05-02,Tuesday,55.1,75.3,156
UTR_20231123,Utrecht,2023-11-23,Thursday,69.6,77.0,135
UTR_20230607,Utrecht,2023-06-07,Wednesday,67.7,77.3,139
MAA_20230517,Maastricht,2023-05-17,Wednesday,56.2,71.7,150
GRO_20231020,Groningen,2023-10-20,Friday,54.8,68.5,151
AMS_20230413,Amsterdam,2023-04-13,Thursday,55.3,75.1,155
ROT_20230412,Rotterdam,2023-04-12,Wednesday,57.9,63.6,142
GRO_20231105,Groningen,2023-11-05,Sunday,54.8,70.6,152
GRO_20231207,Groningen,2023-12-07,Thursday,56.5,72.0,151
ROT_20230723,Rotterdam,2023-07-23,Sunday,57.5,60.9,140
AMS_20230926,Amsterdam,2023-09-26,Tuesday,56.3,74.0,153
MAA_20240222,Maastricht,2024-02-22,Thursday,54.0,72.2,155
AMS_20231225,Amsterdam,2023-12-25,Monday,58.4,73.8,150
GRO_20230817,Groningen,2023-08-17,Thursday,56.7,67.9,148
MAA_20240117,Maastricht,2024-01-17,Wednesday,56.0,73.4,154
UTR_20230413,Utrecht,2023-04-13,Thursday,73.2,75.9,128
GRO_20231026,Groningen,2023-10-26,Thursday,58.1,70.8,148
ROT_20230824,Rotterdam,2023-08-24,Thursday,56.7,65.8,146
UTR_20231227,Utrecht,2023-12-27,Wednesday,69.1,76.8,136
ROT_20240111,Rotterdam,2024-01-11,Thursday,56.6,62.8,144
GRO_20230703,Groningen,2023-07-03,Monday,55.9,69.6,150
