SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
GRO_20230521,Groningen,2023-05-21,Sunday,56.5,68.9,149
ROT_20231107,Rotterdam,2023-11-07,Tuesday,55.0,66.6,149
AMS_20240117,Amsterdam,2024-01-17,Wednesday,61.6,73.7,145
AMS_20230724,Amsterdam,2023-07-24,Monday,57.1,75.2,152
ROT_20231007,Rotterdam,2023-10-07,Saturday,55.9,60.4,143
GRO_20231130,Groningen,2023-11-30,Thursday,54.1,71.8,154
MAA_20240125,Maastricht,2024-01-25,Thursday,55.3,70.4,151
UTR_20240327,Utrecht,2024-03-27,Wednesday,65.0,78.3,143
ROT_20231126,Rotterdam,2023-11-26,Sunday,56.3,60.9,142
UTR_20231124,Utrecht,2023-11-24,Friday,72.6,74.3,129
ROT_20231024,Rotterdam,2023-10-24,Tuesday,58.0,60.3,140
ROT_20230509,Rotterdam,2023-05-09,Tuesday,61.0,59.8,135
MAA_20240205,Maastricht,2024-02-05,Monday,58.8,71.5,147
ROT_20231110,Rotterdam,2023-11-10,Friday,55.2,59.6,143
GRO_20230806,Groningen,2023-08-06,Sunday,52.4,71.0,155
GRO_20230630,Groningen,2023-06-30,Friday,52.8,71.3,155
MAA_20230407,Maastricht,2023-04-07,Friday,58.7,74.5,149
MAA_20230716,Maastricht,2023-07-16,Sunday,55.7,73.8,153
MAA_20230920,Maastricht,2023-09-20,Wednesday,58.0,75.0,151
GRO_20230628,Groningen,2023-06-28,Wednesday,56.6,70.5,149
GRO_20230605,Groningen,2023-06-05,Monday,53.2,70.1,153
MAA_20230514,Maastricht,2023-05-14,Sunday,57.3,71.4,149
ROT_20240128,Rotterdam,2024-01-28,Sunday,55.2,60.7,143
GRO_20231020,Groningen,2023-10-20,Friday,54.8,68.5,151
ROT_20231012,Rotterdam,2023-10-12,Thursday,57.1,62.8,142
GRO_20230829,Groningen,2023-08-29,Tuesday,54.7,66.6,149
UTR_20230530,Utrecht,2023-05-30,Tuesday,68.5,75.3,135
UTR_20240127,Utrecht,2024-01-27,Saturday,69.4,75.1,133
GRO_20230904,Groningen,2023-09-04,Monday,53.2,71.0,155
MAA_20231230,Maastricht,2023-12-30,Saturday,56.5,72.6,152
MAA_20240120,Maastricht,2024-01-20,Saturday,52.1,67.9,154
MAA_20230703,Maastricht,2023-07-03,Monday,59.1,73.8,150
ROT_20231022,Rotterdam,2023-10-22,Sunday,57.1,63.6,143
MAA_20240323,Maastricht,2024-03-23,Saturday,55.7,73.0,153
AMS_20231223,Amsterdam,2023-12-23,Saturday,59.9,73.7,147
AMS_20230415,Amsterdam,2023-04-15,Saturday,55.0,73.3,154
MAA_20230629,Maastricht,2023-06-29,Thursday,55.4,70.5,152
UTR_20240212,Utrecht,2024-02-12,Monday,70.6,74.5,132
MAA_20230502,Maastricht,2023-05-02,Tuesday,57.9,67.6,146
UTR_20230521,Utrecht,2023-05-21,Sunday,66.4,76.5,139
AMS_20230420,Amsterdam,2023-04-20,Thursday,59.9,73.8,147
UTR_20230923,Utrecht,2023-09-23,Saturday,68.2,79.7,139
ROT_20231028,Rotterdam,2023-10-28,Saturday,53.5,60.1,145
AMS_20230909,Amsterdam,2023-09-09,Saturday,55.1,73.4,153
UTR_20230811,Utrecht,2023-08-11,Friday,68.7,75.3,135
GRO_20231106,Groningen,2023-11-06,Monday,54.4,71.2,153
GRO_20230619,Groningen,2023-06-19,Monday,56.1,70.1,150
ROT_20240118,Rotterdam,2024-01-18,Thursday,54.0,61.0,146
ROT_20240218,Rotterdam,2024-02-18,Sunday,55.5,61.6,144
UTR_20231030,Utrecht,2023-10-30,Monday,70.4,73.5,131
UTR_20231208,Utrecht,2023-12-08,Friday,68.8,74.7,134
AMS_20240323,Amsterdam,2024-03-23,Saturday,55.4,76.7,156
UTR_20240129,Utrecht,2024-01-29,Monday,68.5,77.8,138
GRO_20230720,Groningen,2023-07-20,Thursday,58.1,69.4,146
AMS_20230627,Amsterdam,2023-06-27,Tuesday,55.9,74.2,153
GRO_20230426,Groningen,2023-04-26,Wednesday,54.9,70.8,152
UTR_20231012,Utrecht,2023-10-12,Thursday,71.2,74.6,131
AMS_20231010,Amsterdam,2023-10-10,Tuesday,55.0,77.0,157
GRO_20240330,Groningen,2024-03-30,Saturday,52.8,64.9,151
GRO_20230407,Groningen,2023-04-07,Friday,55.3,68.9,150
AMS_20230418,Amsterdam,2023-04-18,Tuesday,59.2,76.8,151
UTR_20231221,Utrecht,2023-12-21,Thursday,66.2,74.0,138
ROT_20230612,Rotterdam,2023-06-12,Monday,57.8,62.1,141
UTR_20230601,Utrecht,2023-06-01,Thursday,68.1,72.7,134
ROT_20231229,Rotterdam,2023-12-29,Friday,58.2,60.1,139
GRO_20231209,Groningen,2023-12-09,Saturday,55.5,67.5,149
ROT_20240102,Rotterdam,2024-01-02,Tuesday,56.5,67.5,146
AMS_20230902,Amsterdam,2023-09-02,Saturday,57.8,74.3,151
GRO_20231231,Groningen,2023-12-31,Sunday,52.1,72.4,158
UTR_20230831,Utrecht,2023-08-31,Thursday,70.9,73.0,130
UTR_20230706,Utrecht,2023-07-06,Thursday,69.4,75.2,134
UTR_20240221,Utrecht,2024-02-21,Wednesday,67.6,77.5,139
UTR_20230905,Utrecht,2023-09-05,Tuesday,69.4,77.1,135
ROT_20231016,Rotterdam,2023-10-16,Monday,57.1,62.9,143
ROT_20230419,Rotterdam,2023-04-19,Wednesday,56.1,57.2,141
MAA_20230504,Maastricht,2023-05-04,Thursday,55.6,71.8,153
AMS_20231129,Amsterdam,2023-11-29,Wednesday,56.9,73.2,151
ROT_20231118,Rotterdam,2023-11-18,Saturday,58.9,62.3,140
MAA_20231208,Maastricht,2023-12-08,Friday,55.0,71.4,153
ROT_20230528,Rotterdam,2023-05-28,Sunday,61.4,63.0,136
ROT_20230417,Rotterdam,2023-04-17,Monday,54.1,65.5,150
MAA_20230813,Maastricht,2023-08-13,Sunday,52.7,74.7,159
GRO_20231102,Groningen,2023-11-02,Thursday,54.0,69.4,153
UTR_20230812,Utrecht,2023-08-12,Saturday,65.6,77.5,142
GRO_20230922,Groningen,2023-09-22,Friday,54.9,72.5,154
GRO_20230529,Groningen,2023-05-29,Monday,54.0,67.8,151
UTR_20231130,Utrecht,2023-11-30,Thursday,69.5,72.4,131
AMS_20230611,Amsterdam,2023-06-11,Sunday,59.5,73.2,147
ROT_20230913,Rotterdam,2023-09-13,Wednesday,56.4,65.0,145
MAA_20230816,Maastricht,2023-08-16,Wednesday,53.7,69.1,152
UTR_20230917,Utrecht,2023-09-17,Sunday,65.8,77.0,141
ROT_20230516,Rotterdam,2023-05-16,Tuesday,56.0,61.8,143
ROT_20240108,Rotterdam,2024-01-08,Monday,59.2,60.4,137
GRO_20230729,Groningen,2023-07-29,Saturday,52.9,71.3,156
ROT_20230723,Rotterdam,2023-07-23,Sunday,57.5,60.9,140
MAA_20240107,Maastricht,2024-01-07,Sunday,59.0,72.2,148
