SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
AMS_20230717,Amsterdam,2023-07-17,Monday,62.2,72.7,142
GRO_20240219,Groningen,2024-02-19,Monday,57.6,67.0,145
ROT_20240318,Rotterdam,2024-03-18,Monday,57.2,63.2,143
AMS_20230709,Amsterdam,2023-07-09,Sunday,59.3,73.1,147
AMS_20240205,Amsterdam,2024-02-05,Monday,55.1,70.3,152
UTR_20240213,Utrecht,2024-02-13,Tuesday,69.1,74.3,133
GRO_20230526,Groningen,2023-05-26,Friday,56.5,70.4,149
MAA_20240303,Maastricht,2024-03-03,Sunday,59.4,70.5,145
AMS_20230925,Amsterdam,2023-09-25,Monday,55.6,73.4,153
UTR_20230427,Utrecht,2023-04-27,Thursday,71.5,75.2,131
MAA_20231026,Maastricht,2023-10-26,Thursday,57.8,75.1,151
AMS_20230723,Amsterdam,2023-07-23,Sunday,58.5,75.2,150
ROT_20240327,Rotterdam,2024-03-27,Wednesday,55.9,63.4,144
GRO_20230829,Groningen,2023-08-29,Tuesday,54.7,66.6,149
GRO_20230505,Groningen,2023-05-05,Friday,54.0,70.7,154
MAA_20231227,Maastricht,2023-12-27,Wednesday,56.7,74.6,153
AMS_20240126,Amsterdam,2024-01-26,Friday,58.1,77.3,153
AMS_20231216,Amsterdam,2023-12-16,Saturday,59.2,75.1,149
GRO_20231019,Groningen,2023-10-19,Thursday,59.0,70.3,146
ROT_20231006,Rotterdam,2023-10-06,Friday,57.8,61.7,140
UTR_20231103,Utrecht,2023-11-03,Friday,68.5,75.3,136
ROT_20240105,Rotterdam,2024-01-05,Friday,57.3,61.5,142
UTR_20230517,Utrecht,2023-05-17,Wednesday,69.0,74.0,134
UTR_20230628,Utrecht,2023-06-28,Wednesday,68.4,72.9,134
UTR_20231014,Utrecht,2023-10-14,Saturday,71.1,72.1,129
GRO_20230525,Groningen,2023-05-25,Thursday,52.5,73.6,158
MAA_20240119,Maastricht,2024-01-19,Friday,57.8,73.2,150
UTR_20231008,Utrecht,2023-10-08,Sunday,69.8,76.7,135
GRO_20240323,Groningen,2024-03-23,Saturday,56.4,70.3,150
GRO_20230720,Groningen,2023-07-20,Thursday,58.1,69.4,146
UTR_20240120,Utrecht,2024-01-20,Saturday,66.3,77.2,140
ROT_20230628,Rotterdam,2023-06-28,Wednesday,55.0,61.9,146
GRO_20231025,Groningen,2023-10-25,Wednesday,59.7,74.4,148
AMS_20240218,Amsterdam,2024-02-18,Sunday,56.6,76.4,154
MAA_20231102,Maastricht,2023-11-02,Thursday,56.8,72.2,151
UTR_20240113,Utrecht,2024-01-13,Saturday,71.4,73.2,130
UTR_20230530,Utrecht,2023-05-30,Tuesday,68.5,75.3,135
AMS_20230422,Amsterdam,2023-04-22,Saturday,60.7,74.6,147
MAA_20231029,Maastricht,2023-10-29,Sunday,56.2,74.5,154
AMS_20230914,Amsterdam,2023-09-14,Thursday,59.8,78.5,150
ROT_20230615,Rotterdam,2023-06-15,Thursday,59.8,64.7,140
UTR_20230424,Utrecht,2023-04-24,Monday,67.7,77.0,138
UTR_20230509,Utrecht,2023-05-09,Tuesday,70.9,79.1,135
AMS_20230716,Amsterdam,2023-07-16,Sunday,58.2,75.9,151
ROT_20230605,Rotterdam,2023-06-05,Monday,55.4,64.2,146
ROT_20231106,Rotterdam,2023-11-06,Monday,56.9,59.0,140
AMS_20230911,Amsterdam,2023-09-11,Monday,61.0,74.9,146
MAA_20230823,Maastricht,2023-08-23,Wednesday,57.3,70.6,148
GRO_20231016,Groningen,2023-10-16,Monday,53.4,69.7,154
GRO_20240319,Groningen,2024-03-19,Tuesday,53.9,69.7,154
GRO_20230924,Groningen,2023-09-24,Sunday,55.0,68.5,151
MAA_20240302,Maastricht,2024-03-02,Saturday,56.3,72.6,152
UTR_20230721,Utrecht,2023-07-21,Friday,67.5,75.3,137
MAA_20230603,Maastricht,2023-06-03,Saturday,59.4,71.4,146
GRO_20240113,Groningen,2024-01-13,Saturday,56.4,67.1,146
UTR_20230705,Utrecht,2023-07-05,Wednesday,72.9,73.2,128
AMS_20240307,Amsterdam,2024-03-07,Thursday,58.9,74.8,150
UTR_20230416,Utrecht,2023-04-16,Sunday,69.9,73.2,132
MAA_20230804,Maastricht,2023-08-04,Friday,62.0,73.2,144
UTR_20240131,Utrecht,2024-01-31,Wednesday,69.3,75.4,135
AMS_20240202,Amsterdam,2024-02-02,Friday,56.6,77.1,154
GRO_20230530,Groningen,2023-05-30,Tuesday,55.3,71.1,151
MAA_20230610,Maastricht,2023-06-10,Saturday,52.0,70.7,157
GRO_20230417,Groningen,2023-04-17,Monday,56.6,72.3,151
UTR_20231105,Utrecht,2023-11-05,Sunday,67.8,77.1,138
GRO_20230521,Groningen,2023-05-21,Sunday,56.5,68.9,149
UTR_20230708,Utrecht,2023-07-08,Saturday,69.3,74.5,133
UTR_20230510,Utrecht,2023-05-10,Wednesday,71.3,73.5,130
UTR_20230719,Utrecht,2023-07-19,Wednesday,69.4,77.7,137
UTR_20230516,Utrecht,2023-05-16,Tuesday,68.9,71.4,132
AMS_20231205,Amsterdam,2023-12-05,Tuesday,58.4,73.2,149
AMS_20240318,Amsterdam,2024-03-18,Monday,59.1,74.0,149
UTR_20230506,Utrecht,2023-05-06,Saturday,71.0,77.0,133
ROT_20230427,Rotterdam,2023-04-27,Thursday,53.6,60.2,146
GRO_20230916,Groningen,2023-09-16,Saturday,57.6,72.6,151
AMS_20230402,Amsterdam,2023-04-02,Sunday,57.5,77.9,154
ROT_20230920,Rotterdam,2023-09-20,Wednesday,53.8,64.1,148
ROT_20230518,Rotterdam,2023-05-18,Thursday,56.8,60.7,141
